"2016-06-23" "2016-09-09" "2017-06-01" "2018-05-19" "2018-05-28" "2018-06-20" "2018-07-22" "2018-07-29" "2018-09-08" "2018-09-15"
"82" 506.427133343658 502.245624903206 501.781012854266 506.427133343658 502.245624903206 0 502.245624903206 502.245624903206 502.245624903206 502.245624903206
"83" 538.629453496531 521.906915100959 497.700163717159 538.629453496531 521.906915100959 0 497.700163717159 521.906915100959 521.906915100959 497.700163717159
"84" 514.752088282627 514.752088282627 514.752088282627 514.752088282627 514.752088282627 0 514.752088282627 514.752088282627 514.752088282627 514.752088282627
"85" 536.995859530746 536.995859530746 0 536.995859530746 536.995859530746 0 518.248734856617 536.995859530746 536.995859530746 518.248734856617
"86" 568.164391964422 566.784235546695 0 568.164391964422 566.784235546695 0 533.315442416807 566.784235546695 539.296120226959 533.315442416807
"87" 569.571924411878 563.092942537601 0 569.571924411878 568.646355572696 0 519.012726571539 550.250674893945 0 519.012726571539
"88" 601.388353258774 546.664095642113 0 0 601.388353258774 0 511.60817585808 546.664095642113 546.664095642113 511.60817585808
"89" 596.450256889304 551.377860812704 489.607659971976 596.450256889304 596.450256889304 0 516.581036898645 506.305464736105 559.78514712751 489.607659971976
"90" 593.466839259879 0 503.921419325363 593.466839259879 593.466839259879 0 504.378283712784 503.921419325363 537.615167897662 482.106144826011
"91" 599.470412157495 0 501.957172461432 581.625604420907 599.470412157495 0 501.957172461432 503.33870596362 525.097858623071 0
"92" 607.856088274147 0 499.805734711321 582.446188515036 600.046623669282 0 506.799285103737 506.799285103737 0 0
"93" 600.532161036557 0 475.821378991207 577.973160573808 577.973160573808 0 478.597871355853 495.141138361869 0 478.597871355853
"94" 588.129916660176 526.092374795545 478.074616403147 581.12002492406 581.12002492406 0 478.074616403147 485.084508139263 529.597320663603 478.074616403147
"95" 602.845904673762 542.572882924571 460.666358167514 602.845904673762 602.845904673762 0 477.20962517353 477.20962517353 557.265155020823 477.20962517353
"96" 602.845904673761 517.700138824617 457.889865802868 602.845904673761 602.845904673761 0 477.20962517353 477.20962517353 560.041647385469 477.20962517353
"97" 604.660474055093 533.672325432415 463.765214606022 604.660474055093 604.660474055093 0 491.511851377322 491.511851377322 568.625880845612 463.765214606022
"98" 600.532161036556 495.141138361869 438.107357704766 600.532161036556 600.532161036556 0 479.523368810735 479.523368810735 544.886626561776 436.719111522443
"99" 601.098216371992 485.084508139263 437.066749746865 608.108108108108 608.108108108108 0 451.086533219098 458.096424955215 499.104291611496 437.066749746865
"100" 597.453555413197 470.972133247918 428.811659192825 625.200192184497 625.200192184497 0 428.811659192825 456.558295964126 470.972133247918 428.811659192825
"101" 590.246636771301 463.765214606022 393.858103779629 583.039718129404 590.246636771301 0 449.351377322229 449.351377322229 463.765214606022 421.604740550929
"102" 567.100241451827 444.076641482982 403.0687748267 547.122050003895 567.100241451827 0 417.088558298933 417.088558298933 451.086533219098 410.078666562817
"103" 533.317908375751 444.58583988894 394.377602961591 555.8769088385 533.317908375751 0 416.93660342434 394.377602961591 486.40675613142 416.93660342434
"104" 516.578402026249 439.212525903753 396.154731752245 539.488832604191 516.578402026249 0 397.075754087036 396.154731752245 483.651853557449 397.075754087036
"105" 527.19714041495 413.551946538192 390.822907762841 528.595850493434 528.595850493434 0 390.822907762841 390.822907762841 440.943352241821 390.822907762841
"106" 492.157161349273 381.710195690246 381.710195690246 504.378283712784 504.378283712784 0 381.710195690246 381.710195690246 0 381.710195690246
"107" 510.317520749258 355.326277316683 0 514.886164623467 510.317520749258 0 355.326277316683 355.326277316683 0 355.326277316683
"108" 505.489765508587 381.49949023606 0 529.840796800251 505.489765508587 0 381.49949023606 381.49949023606 439.730217237863 381.49949023606
"109" 530.952014764688 364.849277145493 0 486.427253152876 482.274684712396 0 364.849277145493 364.849277145493 414.334051061212 364.849277145493
"110" 517.513134851138 374.40036549151 0 510.317520749258 473.882585852433 0 374.40036549151 374.40036549151 418.030914490215 374.40036549151
"111" 494.616576297444 385.979860573199 0 513.555383423702 490.898528272657 0 385.979860573199 386.444616576297 428.5050348567 385.979860573199
"112" 490.433772269558 351.35553834237 0 504.260263361735 490.433772269558 0 351.35553834237 372.153369481022 420.197521301316 351.35553834237
"113" 490.118425099969 354.698554290987 0 517.225469086435 490.118425099969 0 354.698554290987 359.312519224854 411.161950169178 354.698554290987
"114" 490.953375086987 382.509858501508 0 490.953375086987 490.953375086987 0 382.509858501508 382.509858501508 423.451635351426 364.068661563442
"115" 484.922291811644 374.159127812572 0 466.481094873579 466.481094873579 0 369.055903502667 369.055903502667 461.377870563674 369.055903502667
"116" 502.987656262284 393.663023822627 0 477.631889299473 477.631889299473 0 368.307256859816 368.307256859816 445.318028146867 368.307256859816
"117" 501.971700301554 370.447691950823 0 449.31570401299 449.31570401299 0 359.429366736256 359.429366736256 425.77128276502 359.429366736256
"118" 472.239310981236 345.124577053214 0 440.633651184251 434.174100276838 0 345.124577053214 345.124577053214 389.187942171639 345.124577053214
"119" 459.435558289757 371.770224546293 0 440.172254690864 443.402030144571 0 371.770224546293 371.770224546293 414.276376499538 369.001845585973
"120" 456.421133821828 360.624758966448 0 427.38141149248 419.97686077902 0 360.624758966448 360.624758966448 406.671808715773 353.220208252989
"121" 480.173482032218 353.903345724907 0 449.566294919454 433.828996282527 0 353.903345724907 353.903345724907 392.317224287484 338.16604708798
