"2016-05-30" "2016-06-15" "2016-06-17" "2016-06-24" "2016-08-18" "2016-09-03" "2017-05-17" "2017-06-02" "2017-06-04" "2017-07-04" "2017-07-06" "2017-07-13" "2017-07-29" "2017-09-08" "2017-09-15" "2018-05-29" "2018-06-07" "2018-07-07" "2018-07-23"
"957" 471.944804452237 493.786689029504 470.588235294118 500 0 708.088739803308 501.105435694137 471.944804452237 470.588235294118 0 0 470.588235294118 500 705.882352941176 705.882352941176 500 470.588235294118 0 0
"958" 471.052428978366 489.414119639695 474.302834754552 496.773450103711 0 677.650319501116 500.384941104011 471.052428978366 449.066605208573 0 0 442.152569716525 496.773450103711 685.065683337174 678.151647845126 496.773450103711 449.066605208573 0 0
"959" 482.023250442682 471.052428978366 471.537220557732 471.537220557732 0 677.650319501116 500.384941104011 471.052428978366 471.537220557732 0 0 441.230698317585 471.537220557732 707.536298686333 685.065683337174 471.537220557732 471.537220557732 0 0
"960" 489.414119639695 471.052428978366 471.537220557732 471.537220557732 0 688.621140965432 500.384941104011 471.052428978366 471.537220557732 0 0 419.681954367366 471.537220557732 707.536298686333 707.536298686333 471.537220557732 471.537220557732 0 0
"961" 482.023250442682 471.052428978366 471.537220557732 471.537220557732 0 655.477711910078 500.384941104011 471.052428978366 471.537220557732 0 0 442.152569716525 471.537220557732 707.536298686333 681.839133440885 471.537220557732 471.537220557732 0 0
"962" 500.384941104011 482.023250442682 470.615349158792 473.841899055082 0 596.581722996381 500.384941104011 459.966125182847 470.615349158792 0 0 442.152569716525 470.615349158792 612.122608896059 593.33947914266 470.615349158792 470.615349158792 0 0
"963" 500.384941104011 478.327815844176 455.955916836017 481.632015007035 0 566.67179921472 500.384941104011 470.936946647163 451.266218539941 0 0 451.266218539941 455.955916836017 551.039549788964 538.963576676567 455.955916836017 451.266218539941 0 0
"964" 478.212333512973 470.82146431596 481.632015007035 481.632015007035 0 515.051197166834 478.212333512973 470.82146431596 455.955916836017 0 451.266218539941 451.266218539941 481.632015007035 485.852743473503 481.163045177427 481.632015007035 455.955916836017 0 0
"965" 470.82146431596 470.82146431596 481.632015007035 481.632015007035 0 478.212333512973 470.82146431596 470.82146431596 481.632015007035 0 455.955916836017 455.955916836017 481.632015007035 518.563389088635 485.852743473503 481.632015007035 481.632015007035 0 0
"966" 471.944804452238 471.944804452238 470.588235294118 470.588235294118 0 479.263551116871 501.448501944042 471.944804452238 470.588235294118 0 470.588235294118 470.588235294118 470.588235294118 500 500 470.588235294118 470.588235294118 0 0
"967" 470.82146431596 470.82146431596 482.56995466625 482.56995466625 0 522.326584032643 500.153976441604 470.82146431596 482.56995466625 0 0 451.735188369548 482.56995466625 541.425668282007 541.425668282007 482.56995466625 481.632015007035 0 0
"968" 470.82146431596 470.82146431596 471.537220557732 471.537220557732 0 540.688274693972 500.153976441604 470.82146431596 471.537220557732 0 0 445.379119612814 471.537220557732 533.878773911039 533.878773911039 500 445.379119612814 0 0
"969" 481.392649903288 462.011605415861 471.082017712745 471.082017712745 481.392649903288 586.653771760155 511.334622823984 451.450676982592 471.082017712745 0 0 449.480169426261 471.082017712745 647.36234116288 647.36234116288 471.082017712745 450.866384289565 0 0
"970" 472.57253384913 462.011605415861 485.429267143194 485.429267143194 491.953578336557 691.914893617021 511.334622823984 462.011605415861 485.429267143194 0 0 452.674573874794 485.429267143194 697.745660199513 697.745660199513 491.084753750687 477.535150420234 0 0
"971" 465.468968735418 465.468968735418 470.187393526405 470.187393526405 465.468968735418 633.341110592627 491.483901073262 465.468968735418 470.187393526405 0 0 454.971348923649 470.187393526405 620.721697382685 608.293325073564 473.439677868979 454.971348923649 0 0
"972" 491.367242183854 476.551563229118 469.374322440762 485.519591141397 491.367242183854 597.060195986934 491.367242183854 476.551563229118 469.374322440762 0 0 442.078364565588 469.374322440762 626.761654018894 595.864952764442 469.374322440762 442.078364565588 0 0
"973" 473.048612176047 470.288299340592 469.268897149938 473.729863692689 473.048612176047 579.665695445484 473.048612176047 470.288299340592 469.268897149938 0 0 469.268897149938 469.268897149938 612.639405204461 570.755885997522 469.268897149938 469.268897149938 0 0
"974" 491.59274971076 491.59274971076 476.668976668977 499.6534996535 491.59274971076 491.59274971076 491.59274971076 491.59274971076 476.668976668977 0 480.826980826981 449.52644952645 476.668976668977 481.288981288981 494.571494571494 476.668976668977 476.668976668977 0 0
"975" 481.617935251235 480.206945206553 482.452757423833 491.592749710759 481.617935251235 481.617935251235 509.720153641138 481.617935251235 482.452757423833 0 473.197069032009 440.107983031238 482.452757423833 473.197069032009 482.337061318935 482.452757423833 464.057076745083 0 0
"976" 506.28615503278 467.643655996915 481.288981288981 481.288981288981 506.28615503278 506.28615503278 500.732741997686 473.197069032009 481.288981288981 0 480.36498036498 480.36498036498 481.288981288981 493.185493185493 514.322014322014 481.288981288981 480.36498036498 0 0
"977" 500.732741997686 473.197069032009 500.1155001155 500.1155001155 500.732741997686 524.681835711531 491.59274971076 491.59274971076 481.288981288981 0 481.288981288981 477.130977130977 481.288981288981 481.288981288981 494.109494109494 500.1155001155 481.288981288981 0 0
"978" 481.617935251235 480.206945206553 492.208982584785 492.208982584785 481.617935251235 506.427843536882 481.617935251235 480.206945206553 492.208982584785 0 492.208982584785 477.658111824015 492.208982584785 492.208982584785 496.333638863428 492.208982584785 492.208982584785 0 0
"979" 506.28615503278 491.592749710759 491.8261408538 498.334237235608 506.28615503278 506.28615503278 506.28615503278 491.592749710759 491.8261408538 0 491.8261408538 491.8261408538 491.8261408538 526.458510885566 526.458510885566 491.8261408538 485.318044471992 0 0
"980" 512.542133730501 505.0168534922 492.208982584785 492.208982584785 512.542133730501 512.542133730501 512.542133730501 505.0168534922 492.208982584785 0 492.208982584785 468.492208982585 492.208982584785 525.091659028414 525.091659028414 492.208982584785 477.658111824015 0 0
"981" 491.592749710759 491.592749710759 493.185493185493 494.109494109494 491.592749710759 524.681835711531 491.592749710759 491.592749710759 493.185493185493 0 493.185493185493 467.428967428967 493.185493185493 548.279048279048 548.279048279048 493.185493185493 480.36498036498 0 0
"982" 482.337061318935 482.337061318935 467.428967428967 493.185493185493 482.337061318935 539.375241033551 482.337061318935 467.643655996915 467.428967428967 0 0 459.69045969046 467.428967428967 555.671055671056 529.452529452529 467.428967428967 467.428967428967 0 0
"983" 476.268977150744 468.908142922864 467.643655996915 482.337061318935 468.908142922864 533.315442416807 468.908142922864 468.908142922864 467.643655996915 0 0 463.478596220594 467.643655996915 557.770921712302 533.821827998457 467.643655996915 467.643655996915 0 468.908142922864
"984" 464.227642276423 460.046457607433 454.608454608455 480.36498036498 460.046457607433 503.948896631823 460.046457607433 460.046457607433 450.45045045045 0 0 454.608454608455 454.608454608455 474.820974820975 474.820974820975 450.45045045045 450.45045045045 0 460.046457607433
"985" 488.971499380421 449.566294919455 476.206976206976 481.288981288981 469.268897149938 470.260223048327 469.268897149938 449.566294919455 449.064449064449 0 0 476.206976206976 476.206976206976 480.36498036498 480.36498036498 449.064449064449 449.064449064449 0 469.268897149938
"986" 470.288299340592 442.800184020856 453.941338221815 492.208982584785 470.288299340592 470.288299340592 470.288299340592 442.800184020856 435.724106324473 0 0 453.941338221815 453.941338221815 470.325389550871 470.325389550871 435.724106324473 435.724106324473 0 457.521852476614
"987" 487.378039337153 487.378039337153 460.046457607433 491.521486643438 487.378039337153 517.345516493728 487.378039337153 461.011305559857 459.117305458769 0 0 460.046457607433 460.046457607433 509.988385598142 509.988385598142 459.117305458769 459.117305458769 0 470.652005575345
"988" 470.288299340592 468.908142922864 435.724106324473 477.658111824015 470.288299340592 533.315442416807 468.908142922864 456.141696058887 435.724106324473 0 0 435.724106324473 453.941338221815 534.142988084326 534.142988084326 435.724106324473 435.724106324473 0 478.109185707713
"989" 487.378039337153 439.290692271953 459.117305458769 464.227642276423 487.378039337153 533.955397243302 475.298126064736 439.290692271953 459.117305458769 0 0 459.117305458769 464.227642276423 557.142857142857 557.142857142857 463.298490127758 459.117305458769 0 470.652005575345
"990" 468.618758749416 460.802613159122 459.63000705495 480.206945206553 468.618758749416 552.613159122725 483.55109659356 460.802613159122 459.63000705495 0 0 459.63000705495 480.206945206553 556.047660108176 556.047660108176 480.206945206553 459.63000705495 0 0
"991" 484.861163940662 465.80448839863 463.202619474546 491.151477352459 484.861163940662 554.127044503613 475.732217573222 465.80448839863 463.202619474546 0 0 463.202619474546 491.151477352459 555.235051064161 555.235051064161 0 463.202619474546 0 0
"992" 476.551563229118 476.551563229118 448.780861831007 473.048612176046 491.367242183854 552.613159122725 491.367242183854 476.551563229118 446.020548995553 0 0 446.020548995553 473.048612176046 567.70433982518 567.70433982518 0 446.020548995553 0 0
"993" 493.388815431282 472.971921910243 454.827586206897 482.758620689655 502.605584506494 547.98942210469 502.605584506494 472.971921910243 452.068965517241 0 0 452.068965517241 482.758620689655 572.298850574712 572.298850574712 482.758620689655 452.068965517241 0 0
"994" 481.722019133546 472.505250058334 491.151477352459 491.151477352459 511.822353581706 561.872909698996 502.605584506494 472.505250058334 491.151477352459 0 0 466.009199345131 491.151477352459 588.797068683246 588.797068683246 491.151477352459 466.009199345131 0 0
"995" 491.151477352459 491.151477352459 470.288299340592 473.048612176046 519.100335230373 565.525843922975 491.151477352459 491.151477352459 470.288299340592 0 0 470.288299340592 473.048612176046 542.976537340898 542.516485201656 470.288299340592 470.288299340592 0 0
"996" 490.794979079498 490.794979079498 481.379310344828 484.137931034483 509.851654621529 559.147965005706 490.794979079498 471.738303537467 480 0 0 480 482.758620689655 572.873563218391 558.275862068965 480 480 0 0
"997" 501.635602890833 501.635602890833 516.293755359788 516.293755359788 501.635602890833 545.112209965766 501.635602890833 490.794979079498 491.151477352459 0 0 491.151477352459 491.151477352459 552.545412021517 552.545412021517 491.151477352459 491.151477352459 0 0
"998" 511.822353581706 502.605584506494 511.609195402299 511.609195402299 527.572528583651 560.006222291359 511.822353581706 502.605584506494 482.758620689655 0 0 510.229885057471 510.229885057471 564.597701149425 570.114942528735 510.229885057471 482.758620689655 0 0
"999" 518.355759508439 497.47219413549 484.137931034483 506.551724137931 541.456016177957 568.289647662752 518.355759508439 497.47219413549 481.379310344828 0 0 484.137931034483 511.609195402299 532.988505747126 590.689655172414 484.137931034483 481.379310344828 0 0
"1000" 496.033597760149 496.033597760149 501.91688391351 516.063487195215 552.613159122725 566.028931404573 496.033597760149 496.033597760149 501.91688391351 0 0 501.91688391351 501.91688391351 511.002913663548 596.572611562644 501.91688391351 501.91688391351 0 0
"1001" 501.635602890833 501.635602890833 521.906915100959 539.564980120059 530.620007607455 580.486877139596 501.635602890833 501.635602890833 521.906915100959 0 0 521.906915100959 521.906915100959 534.887347002417 613.939346690574 521.906915100959 521.906915100959 0 0
"1002" 515.2149106124 515.2149106124 534.022988505747 541.379310344827 544.199315329022 603.537466717383 525.142639786991 515.2149106124 511.609195402299 0 0 511.609195402299 534.022988505747 528.965517241379 604.827586206896 534.022988505747 511.609195402299 0 0
"1003" 554.872831920354 554.872831920354 552.662352849458 570.320417868558 571.089678774208 607.256747297192 571.089678774208 554.872831920354 547.049193108287 0 0 557.223045139159 562.83620488033 608.326186949403 613.939346690574 552.662352849458 547.049193108287 0 557.206191179902
"1004" 564.95164410058 564.95164410058 570.320417868558 583.300849770016 571.450676982592 601.508704061895 571.450676982592 564.95164410058 552.662352849458 0 0 573.126997739144 590.785062758244 613.939346690574 613.939346690574 570.320417868558 552.662352849458 0 571.450676982592
"1005" 564.842492527017 564.842492527017 571.493937314115 571.951498512926 564.842492527017 594.159576914233 564.842492527017 559.783858358243 543.697094486387 0 0 543.697094486387 571.493937314115 601.578586135895 601.578586135895 571.493937314115 543.697094486387 0 559.783858358243
"1006" 553.546430237984 553.546430237984 576.002787672293 576.002787672293 553.546430237984 581.894540363975 581.894540363975 553.546430237984 549.636053894998 0 0 528.960817717206 576.002787672293 625.94858293325 625.94858293325 576.002787672293 538.601517732693 0 530.797946803546
"1007" 556.346243583761 556.346243583761 559.375982395473 559.847532222571 556.346243583761 580.027998133458 580.027998133458 529.864675688287 559.375982395473 0 0 538.745677459918 559.375982395473 563.14838101226 563.14838101226 559.847532222571 559.375982395473 0 522.048530097993
"1008" 550.212765957447 550.212765957447 558.735632183908 566.091954022988 550.212765957447 576.092843326885 603.829787234042 547.8916827853 558.735632183908 0 0 534.022988505747 558.735632183908 587.471264367816 587.471264367816 566.091954022988 558.735632183908 0 541.392649903288
"1009" 552.613159122725 552.613159122725 555.327551494502 555.327551494502 552.613159122725 552.613159122725 579.094727018198 552.613159122725 533.606938206597 0 0 533.606938206597 533.606938206597 564.968251509989 555.327551494502 533.606938206597 533.606938206597 0 544.797013532431
"1010" 579.094727018198 579.094727018198 572.579377554228 572.579377554228 579.094727018198 579.094727018198 583.294447036864 529.864675688287 545.347375039296 0 0 545.347375039296 545.347375039296 559.847532222571 545.347375039296 545.347375039296 545.347375039296 0 529.864675688287
"1011" 583.294447036864 560.545963602426 565.059040024536 565.059040024536 583.294447036864 583.294447036864 583.294447036864 548.530097993467 547.692071768133 0 0 547.692071768133 547.692071768133 547.692071768133 547.692071768133 547.692071768133 547.692071768133 0 548.530097993467
"1012" 601.508704061895 577.949709864603 556.896551724138 571.494252873563 601.508704061895 601.508704061895 601.508704061895 543.713733075435 556.896551724138 0 0 541.379310344827 556.896551724138 556.896551724138 556.896551724138 556.896551724138 541.379310344827 0 543.713733075435
"1013" 565.545641729581 565.545641729581 568.279404999233 595.307468179727 571.036376115305 571.036376115305 602.036147334706 541.866849691146 568.279404999233 0 0 563.678883606808 568.279404999233 568.279404999233 568.279404999233 568.279404999233 563.678883606808 0 541.866849691146
"1014" 571.450676982592 571.450676982592 583.300849770016 583.300849770016 577.949709864603 577.949709864603 601.508704061895 571.450676982592 583.300849770016 0 0 567.513837997973 583.300849770016 583.300849770016 583.300849770016 583.300849770016 580.494269899431 0 0
"1015" 571.450676982592 571.450676982592 590.668121930303 590.668121930303 571.450676982592 571.450676982592 605.68665377176 571.450676982592 580.494269899431 0 0 552.545412021517 593.474701800888 583.300849770016 580.494269899431 590.668121930303 552.545412021517 0 0
"1016" 560.703610025293 589.100942745458 571.494252873563 571.494252873563 560.703610025293 589.100942745458 589.100942745458 560.703610025293 556.896551724138 0 0 556.896551724138 596.206896551724 581.609195402299 556.896551724138 571.494252873563 556.896551724138 0 0
"1017" 589.100942745458 589.100942745458 571.494252873563 571.494252873563 589.100942745458 589.100942745458 589.100942745458 589.100942745458 571.494252873563 0 0 571.494252873563 571.494252873563 571.494252873563 571.494252873563 571.494252873563 571.494252873563 0 0
"1018" 589.100942745458 589.100942745458 583.300849770016 593.474701800888 589.100942745458 589.100942745458 589.100942745458 589.100942745458 583.300849770016 0 0 552.545412021517 580.494269899431 583.300849770016 580.494269899431 593.474701800888 583.300849770016 0 0
"1019" 601.508704061895 601.508704061895 593.474701800888 613.939346690574 601.508704061895 601.508704061895 601.508704061895 601.508704061895 590.668121930303 0 0 562.719264052389 562.719264052389 590.668121930303 562.719264052389 613.939346690574 593.474701800888 0 0
"1020" 601.508704061895 601.508704061895 596.206896551724 596.206896551724 601.508704061895 601.508704061895 601.508704061895 601.508704061895 571.494252873563 0 0 571.494252873563 571.494252873563 571.494252873563 571.494252873563 596.206896551724 596.206896551724 0 0
"1021" 629.245647969052 605.68665377176 571.494252873563 579.655172413793 629.245647969052 629.245647969052 629.245647969052 577.949709864603 571.494252873563 0 0 544.022988505747 571.494252873563 571.494252873563 571.494252873563 579.655172413793 571.494252873563 0 0
"1022" 608.007736943907 601.508704061895 590.668121930303 611.132766819989 608.007736943907 608.007736943907 631.566731141199 599.187620889748 562.719264052389 0 0 552.545412021517 562.719264052389 590.668121930303 590.668121930303 613.939346690574 562.719264052389 0 599.187620889748
"1023" 589.100942745458 589.100942745458 583.183908942075 583.183908942075 589.100942745458 589.100942745458 594.159576914233 589.100942745458 583.183908942075 0 0 562.719264052389 583.183908942075 583.183908942075 583.183908942075 611.132766819989 583.183908942075 0 568.981375028742
"1024" 589.100942745458 589.100942745458 571.494252873563 579.655172413793 589.100942745458 589.100942745458 589.100942745458 589.100942745458 571.494252873563 0 0 571.494252873563 571.494252873563 577.011494252873 571.494252873563 579.655172413793 571.494252873563 0 559.898827316624
"1025" 589.100942745458 589.100942745458 579.655172413793 601.609195402299 589.100942745458 589.100942745458 615.658772131524 589.100942745458 579.655172413793 0 0 571.494252873563 579.655172413793 609.885057471264 571.494252873563 601.609195402299 579.655172413793 0 580.018395033341
"1026" 617.599507275386 617.599507275386 589.536759622032 607.858953675962 617.599507275386 617.599507275386 617.599507275386 617.599507275386 589.536759622032 0 0 589.536759622032 589.536759622032 619.38234616271 589.536759622032 607.858953675962 589.536759622032 0 610.208638078374
"1027" 617.599507275386 617.599507275386 607.858953675962 618.806176538373 617.599507275386 617.599507275386 617.599507275386 617.599507275386 607.858953675962 0 0 589.536759622032 607.858953675962 637.704540216639 607.858953675962 618.806176538373 589.536759622032 0 617.599507275386
"1028" 617.599507275386 617.599507275386 618.806176538373 618.806176538373 617.599507275386 617.599507275386 625.336823466009 617.599507275386 618.806176538373 0 0 607.858953675962 618.806176538373 644.042406084351 618.806176538373 618.806176538373 607.858953675962 0 617.599507275386
"1029" 661.547479484173 661.547479484173 647.058823529412 647.058823529412 661.547479484173 661.547479484173 661.547479484173 661.547479484173 647.058823529412 0 0 617.647058823529 647.058823529412 676.470588235294 647.058823529412 647.058823529412 617.647058823529 0 661.547479484173
"1030" 648.280856903255 648.280856903255 647.058823529412 647.058823529412 648.280856903255 648.280856903255 648.280856903255 648.280856903255 647.058823529412 0 0 647.058823529412 647.058823529412 647.058823529412 647.058823529412 647.058823529412 647.058823529412 0 648.280856903255
"1031" 661.547479484173 661.547479484173 647.058823529412 647.058823529412 661.547479484173 661.547479484173 661.547479484173 661.547479484173 647.058823529412 0 0 647.058823529412 647.058823529412 647.058823529412 647.058823529412 647.058823529412 647.058823529412 0 661.547479484173
"1032" 661.547479484173 689.566236811254 676.470588235294 676.470588235294 661.547479484173 689.566236811254 689.566236811254 661.547479484173 676.470588235294 0 0 647.058823529412 676.470588235294 676.470588235294 676.470588235294 676.470588235294 647.058823529412 0 661.547479484173
"1033" 707.268464243845 709.613130128957 676.470588235294 676.470588235294 707.268464243845 709.613130128957 709.613130128957 707.268464243845 676.470588235294 0 0 676.470588235294 676.470588235294 705.882352941176 676.470588235294 676.470588235294 676.470588235294 0 707.268464243845
"1034" 721.68815943728 721.68815943728 705.882352941176 705.882352941176 721.68815943728 721.68815943728 721.68815943728 721.68815943728 676.470588235294 0 0 676.470588235294 705.882352941176 705.882352941176 705.882352941176 705.882352941176 676.470588235294 0 721.68815943728
"1035" 708.381039615296 708.381039615296 705.882352941176 705.882352941176 708.381039615296 708.381039615296 708.381039615296 708.381039615296 705.882352941176 0 705.882352941176 676.470588235294 705.882352941176 705.882352941176 705.882352941176 705.882352941176 705.882352941176 0 708.381039615296
"1036" 707.516962720134 707.516962720134 705.882352941176 705.882352941176 707.516962720134 707.516962720134 707.516962720134 707.516962720134 705.882352941176 0 705.882352941176 676.470588235294 735.294117647059 705.882352941176 705.882352941176 735.294117647059 705.882352941176 0 707.516962720134
"1037" 723.869787298925 723.869787298925 705.882352941176 735.294117647059 723.869787298925 723.869787298925 723.869787298925 723.869787298925 705.882352941176 0 735.294117647059 705.882352941176 735.294117647059 735.294117647059 735.294117647059 735.294117647059 705.882352941176 0 723.869787298925
"1038" 737.020660211938 737.020660211938 735.294117647059 735.294117647059 737.020660211938 737.020660211938 737.020660211938 737.020660211938 705.882352941176 0 735.294117647059 705.882352941176 735.294117647059 735.294117647059 735.294117647059 735.294117647059 705.882352941176 0 737.020660211938
"1039" 737.020660211938 737.020660211938 735.294117647059 735.294117647059 737.020660211938 737.020660211938 737.020660211938 737.020660211938 735.294117647059 0 735.294117647059 735.294117647059 735.294117647059 735.294117647059 735.294117647059 735.294117647059 735.294117647059 0 737.020660211938
"1040" 737.020660211938 737.020660211938 735.294117647059 735.294117647059 737.020660211938 737.020660211938 737.020660211938 737.020660211938 735.294117647059 0 764.705882352941 735.294117647059 735.294117647059 764.705882352941 735.294117647059 735.294117647059 735.294117647059 0 737.020660211938
