"2016-09-08" "2017-06-01" "2017-07-20" "2017-08-05" "2017-08-07" "2017-09-03" "2018-05-21" "2018-06-07" "2018-06-14" "2018-06-15" "2018-06-21" "2018-07-01" "2018-07-04" "2018-07-14" "2018-07-16" "2018-07-18" "2018-07-24" "2018-07-26" "2018-07-31" "2018-08-10" "2018-08-20" "2018-09-09" "2018-09-15" "2018-05-19" "2018-05-20" "2018-06-13" "2018-06-20" "2018-06-21" "2018-07-03" "2018-07-13" "2018-07-21" "2018-07-22" "2018-07-26" "2018-07-30" "2018-09-02" "2018-09-08" "2018-09-10" "2018-09-14" "2018-09-15" "2018-09-17" "2018-09-18" "2016-08-18" "2016-09-03" "2016-09-14" "2017-05-17" "2017-06-13" "2017-06-19" "2017-06-20" "2017-06-23" "2017-06-29" "2017-07-07" "2017-07-14" "2017-07-19" "2017-07-30" "2017-08-03" "2017-08-05" "2017-08-09" "2017-08-10" "2017-08-16" "2017-08-24" "2017-08-31" "2017-09-11" "2017-09-16" "2017-09-17" "2017-09-08" "2017-09-03"
545.018778982603 621.74812559972 762.036016071151 774.085819613303 NA 446.144902260285 778.057783730165 553.601840686524 782.334328296488 553.594967747115 768.46230323937 520.915975596125 774.590910864972 551.672766419157 541.5143875553 459.404767966731 450.150643056072 NA 450.150643056072 NA 774.590910864972 555.420200429222 533.69253857206 522.480000000003 547.360000000003 506.930000000003 NA 419.850000000002 522.480000000003 500.710000000003 422.960000000002 416.740000000002 NA 513.150000000003 519.370000000003 410.520000000002 419.850000000002 426.070000000002 NA 398.080000000002 388.750000000002 NA 435.400000000002 394.970000000002 519.370000000003 485.160000000003 485.160000000003 NA 485.160000000003 519.370000000003 NA 494.490000000003 516.260000000003 488.270000000003 547.360000000003 519.370000000003 497.600000000003 503.820000000003 429.180000000002 394.970000000002 NA 394.970000000002 385.640000000002 373.200000000002 366.980000000002 404.300000000002
496.672815322675 462.737397963542 689.536570983558 707.954647242129 NA 449.763363585238 713.58386688301 512.008081205797 711.279611299674 491.783475502414 698.717543452163 519.832802916614 707.51969232495 508.289805295643 495.772663364996 482.669145271016 452.250673900767 NA 453.362670329915 NA 695.6848508954 505.993091186106 472.883699222863 544.250000000003 534.920000000003 503.820000000003 NA 233.250000000001 503.820000000003 450.950000000002 370.090000000002 354.540000000002 NA 469.610000000003 522.480000000003 373.200000000002 370.090000000002 366.980000000002 NA 342.100000000002 338.990000000002 NA 401.190000000002 NA 541.140000000003 475.830000000003 429.180000000002 NA 391.860000000002 503.820000000003 NA 506.930000000003 510.040000000003 457.170000000003 534.920000000003 485.160000000003 488.270000000003 494.490000000003 366.980000000002 351.430000000002 NA 354.540000000002 345.210000000002 338.990000000002 317.220000000002 351.430000000002
660.346850602563 659.67868903112 NA 664.719536718813 660.346850602563 NA 664.956380668418 NA 664.719536718813 NA 659.67868903112 NA 660.346850602563 NA NA 655.40567380228 654.513529467515 NA 660.346850602563 NA 660.346850602563 664.719736173992 660.583694552167 656.210000000004 649.990000000004 634.440000000003 NA 646.880000000004 643.770000000004 634.440000000003 472.720000000003 447.840000000002 214.590000000001 649.990000000004 643.770000000004 NA 460.280000000003 413.630000000002 251.910000000001 394.970000000002 385.640000000002 NA 603.340000000003 438.510000000002 NA 640.660000000003 NA 631.330000000003 628.220000000003 643.770000000004 643.770000000004 643.770000000004 637.550000000003 631.330000000003 NA 637.550000000003 643.770000000004 643.770000000004 547.360000000003 373.200000000002 348.320000000002 379.420000000002 388.750000000002 351.430000000002 342.100000000002 407.410000000002
530.508209552101 628.319553059208 757.923343562048 767.173848940204 NA 430.064115329969 769.936448593467 535.826737262048 774.21299315979 534.948879276752 762.768154124022 490.365176189894 766.740202741108 537.607374081663 525.828282037802 446.616915174691 434.8788795706 NA 434.8788795706 NA 766.740202741108 536.968625124333 516.528916565104 519.370000000003 550.470000000003 491.380000000003 NA 422.960000000002 516.260000000003 488.270000000003 410.520000000002 398.080000000002 NA 488.270000000003 500.710000000003 394.970000000002 407.410000000002 413.630000000002 NA 382.530000000002 376.310000000002 NA 426.070000000002 394.970000000002 534.920000000003 488.270000000003 469.610000000003 NA 475.830000000003 494.490000000003 NA 488.270000000003 503.820000000003 444.730000000002 525.590000000003 503.820000000003 488.270000000003 488.270000000003 416.740000000002 398.080000000002 NA 398.080000000002 398.080000000002 357.650000000002 363.870000000002 404.300000000002
556.163969546356 616.568833848855 765.197754849773 782.254402703008 NA 456.859029155469 788.281678314056 569.360711619425 792.558222880379 574.673501464233 773.679353512178 556.900159467552 781.550189198085 564.990079976394 556.266613805156 469.151193592345 462.285828104956 NA 462.285828104956 NA 780.949712536524 571.246571727823 547.535131315483 503.820000000003 522.480000000003 478.940000000003 NA 422.960000000002 519.370000000003 482.050000000003 407.410000000002 394.970000000002 NA 482.050000000003 500.710000000003 385.640000000002 401.190000000002 407.410000000002 NA 373.200000000002 357.650000000002 NA 419.850000000002 351.430000000002 426.070000000002 472.720000000003 463.390000000003 NA 460.280000000003 500.710000000003 NA 497.600000000003 503.820000000003 463.390000000003 544.250000000003 503.820000000003 488.270000000003 485.160000000003 413.630000000002 376.310000000002 NA 376.310000000002 376.310000000002 338.990000000002 345.210000000002 385.640000000002
653.954575967911 690.696555767635 NA 661.705690334772 657.166545146224 NA 665.242349876322 NA 657.581101386793 NA 653.954575967911 NA 653.954575967911 NA NA 653.954575967911 657.731081845358 NA 653.954575967911 NA 653.954575967911 653.283799655321 665.242349876322 612.670000000003 618.890000000003 603.340000000003 NA 538.030000000003 615.780000000003 513.150000000003 432.290000000002 410.520000000002 258.130000000001 615.780000000003 615.780000000003 NA 429.180000000002 391.860000000002 208.370000000001 345.210000000002 354.540000000002 NA 491.380000000003 410.520000000002 NA 587.790000000003 NA 510.040000000003 522.480000000003 615.780000000003 569.130000000003 615.780000000003 618.890000000003 618.890000000003 NA 615.780000000003 587.790000000003 575.350000000003 534.920000000003 363.870000000002 236.360000000001 373.200000000002 370.090000000002 320.330000000002 289.230000000002 385.640000000002
517.385585891802 430.618832922094 643.344908890885 644.363704221897 NA 499.229445948636 662.910525468215 559.370061939047 649.982009028583 584.394276903478 644.405020409449 593.412515122458 655.347333019613 561.379237980618 541.331286197222 511.319816138002 483.255126105983 NA 486.265198968925 NA 640.639708279913 526.913180904125 524.799962704334 771.280000000004 777.500000000004 715.300000000004 NA 413.630000000002 727.740000000004 662.430000000004 566.020000000003 534.920000000003 NA 684.200000000004 727.740000000004 547.360000000003 566.020000000003 569.130000000003 NA 531.810000000003 528.700000000003 NA 637.550000000003 NA 758.840000000004 702.860000000004 684.200000000004 NA 429.180000000002 1023.19000000001 NA 721.520000000004 737.070000000004 696.640000000004 774.390000000004 590.900000000003 696.640000000004 702.860000000004 547.360000000003 547.360000000003 NA 553.580000000003 547.360000000003 531.810000000003 534.920000000003 553.580000000003
656.308803478288 699.950711811896 NA 664.059917845148 655.930144610534 NA 669.277194913778 NA 659.935328897169 NA 656.308803478288 NA 656.308803478288 NA NA 656.308803478288 660.085309355735 NA 656.308803478288 NA 656.308803478288 653.957465173002 669.277194913778 705.970000000004 665.540000000004 693.530000000004 NA 553.580000000003 709.080000000004 531.810000000003 478.940000000003 466.500000000003 158.610000000001 705.970000000004 705.970000000004 NA 466.500000000003 429.180000000002 283.010000000002 382.530000000002 394.970000000002 NA 516.260000000003 447.840000000002 NA 618.890000000003 NA 528.700000000003 544.250000000003 699.750000000004 662.430000000004 705.970000000004 696.640000000004 712.190000000004 NA 705.970000000004 628.220000000003 609.560000000003 519.370000000003 398.080000000002 301.670000000002 404.300000000002 401.190000000002 366.980000000002 348.320000000002 419.850000000002
664.274571502775 657.338656416403 NA 668.647257619026 664.274571502775 NA 680.362425883243 NA 672.284416603819 NA 660.975815401197 NA 667.911730487568 NA NA 655.628667013203 658.906426145314 NA 667.911730487568 NA 667.911730487568 668.647457074204 667.911730487568 628.220000000003 622.000000000003 600.230000000003 NA 609.560000000003 606.450000000003 606.450000000003 432.290000000002 429.180000000002 214.590000000001 618.890000000003 581.570000000003 NA 441.620000000002 416.740000000002 195.930000000001 376.310000000002 366.980000000002 NA 609.560000000003 413.630000000002 NA 603.340000000003 NA 606.450000000003 609.560000000003 609.560000000003 609.560000000003 606.450000000003 609.560000000003 609.560000000003 NA 609.560000000003 606.450000000003 609.560000000003 587.790000000003 354.540000000002 338.990000000002 354.540000000002 379.420000000002 326.550000000002 323.440000000002 394.970000000002
597.983440208599 536.16772693718 589.153735321798 660.521465770032 NA 480.863315205255 660.115724299362 652.715757981003 656.489112043979 642.138268507465 598.197066158786 395.636994333492 609.625964351508 588.412340996372 638.048690529434 506.251561378797 488.594758566925 NA 524.406576625331 357.527998431689 591.624796392638 642.780497205584 562.887208501692 569.130000000003 587.790000000003 534.920000000003 NA 534.920000000003 590.900000000003 503.820000000003 441.620000000002 435.400000000002 NA 528.700000000003 544.250000000003 432.290000000002 438.510000000002 438.510000000002 NA 422.960000000002 416.740000000002 NA 482.050000000003 373.200000000002 429.180000000002 519.370000000003 485.160000000003 NA 497.600000000003 556.690000000003 NA 550.470000000003 550.470000000003 538.030000000003 584.680000000003 550.470000000003 522.480000000003 522.480000000003 457.170000000003 311.000000000002 NA 435.400000000002 429.180000000002 419.850000000002 407.410000000002 432.290000000002
