"Date" "rc_Q" "gauge_Q"
2016-05-31 58.8077309903018 53.915275911168
2016-08-18 222.77065951925 109.642830004224
2016-08-19 222.77065951925 104.744015543808
2016-08-31 162.623016906998 102.960054208512
2016-09-01 162.623016906998 97.891338668544
2017-06-27 56.3916503996672 47.402401195008
2017-07-12 76.690465074897 120.686400175104
2017-07-17 57.9742000546787 78.664199832576
2017-07-19 71.9167912194416 67.507362275328
2017-08-06 64.3608421844013 59.068941990912
2017-08-08 70.1437574458186 55.50101932032
2017-08-21 68.9978763057315 135.2129424768
2017-09-02 150.682114801223 103.951143839232
2017-09-15 91.1426910409006 70.93370071296
2018-05-28 167.614198826438 171.260288188416
2018-06-02 169.312053617172 133.428981141504
2018-07-04 102.200032144815 117.769764976128
2018-07-07 33.3334923305081 87.045986423808
2018-07-23 68.0219131765867 70.395680627712
2018-07-24 72.3803917184649 66.799441110528
2018-08-18 71.8511721215246 92.709355742208
