"Date" "rc_Q" "gauge_Q"
2016-05-17 572.991932264298 923.214149438976
2016-05-31 712.884991637695 782.451105030144
2016-07-26 NA 2635.87366501632
2016-08-31 1788.64360997731 1689.01494867302
2016-09-01 1788.64360997731 1567.3374588672
2016-09-02 1532.60770400444 1466.18968284058
2017-05-20 1676.9580913557 966.991994270208
2017-05-31 501.809923250218 614.220719427072
2017-06-04 377.803993841128 639.139544428032
2017-06-06 NA 705.740767612416
2017-06-14 1182.05505130096 1512.77089548442
2017-06-19 2002.4963741593 1023.96548961331
2017-06-22 1378.00968465625 1056.78471481344
2017-06-26 1668.59684070879 1240.78758396826
2017-06-27 1024.01856137267 1304.98187519232
2017-06-28 NA 1291.04998666906
2017-07-01 2009.49368300248 1342.04862738125
2017-07-12 NA 1864.83424916275
2017-07-14 411.764139533318 1993.90243592909
2017-07-21 1877.89299161187 1804.68926700134
2017-07-22 1725.87259231365 1774.36192430131
2017-07-30 1695.62848161921 1768.64192128973
2017-07-30 505.480468873635 1768.64192128973
2017-08-05 2193.05949263478 1879.24752407808
2017-08-06 1776.42468747161 1883.070298368
2017-08-06 1948.81656891421 1883.070298368
2017-08-26 1955.87421605267 1126.58574166272
2017-08-26 1422.80158575833 1126.58574166272
2017-08-31 NA 1144.76515717478
2017-09-02 1242.94688532846 1150.68337811251
2017-09-02 1909.71164788515 1150.68337811251
2017-09-08 1090.92252400976 960.22426793472
2017-09-08 839.061171199462 960.22426793472
2017-09-14 968.533128947716 848.0895554304
2017-09-15 783.506170769923 841.350145941504
2017-09-15 1202.61384277337 841.350145941504
2017-09-17 NA NA
2018-05-20 1228.10935173958 1003.18092421478
2018-05-21 714.187085739543 1107.83998921882
2018-05-25 1820.57855178015 1411.19836675891
2018-05-27 1491.45540206973 1346.26783752346
2018-05-28 1096.74938718415 1278.05255408333
2018-05-28 NA 1278.05255408333
2018-05-29 1360.06454608737 1230.82005396787
2018-06-02 871.837459592641 1102.54473890611
2018-06-02 1376.87973719774 1102.54473890611
2018-06-03 968.530255749193 1128.36970299802
2018-06-04 686.939491660458 1162.94457268685
2018-06-04 1429.49407893743 1162.94457268685
2018-06-05 1596.87505719785 1196.66993697792
2018-06-08 1906.42805193561 1332.44921638656
2018-06-09 1134.84558899041 1326.72921337498
2018-06-09 1110.72985790197 1326.72921337498
2018-06-13 1516.65913949833 1381.74884630323
2018-06-21 1270.80677856524 1484.62394997197
2018-06-25 1795.71488847315 1574.4166705152
2018-06-26 1252.89649337007 1635.21294014822
2018-06-27 1545.88729823253 1696.26406140058
2018-06-27 1906.42805193561 1696.26406140058
2018-06-30 NA 1653.3640388137
2018-07-03 1779.284485807 1935.51309825638
2018-07-04 2206.87869705853 1949.2750857001
2018-07-07 1517.0146604887 1869.33662777088
2018-07-07 1770.25631573113 1869.33662777088
2018-07-08 NA 1821.87759288269
2018-07-18 2102.60114811912 1426.51778076518
2018-07-19 NA 1410.1789602816
2018-07-20 1273.17042837128 1373.45201025178
2018-07-20 1716.75311938366 1373.45201025178
2018-07-22 1843.59185792272 1393.1888523264
2018-07-23 1271.01013816731 1441.21422414643
2018-07-23 1429.49407893743 1441.21422414643
2018-07-24 1178.74715935192 1488.53167480166
2018-07-24 1744.81499375562 1488.53167480166
2018-07-25 NA 1513.1956481833
2018-07-28 1942.17585085463 1630.37075938099
2018-07-29 NA 1681.08623162726
2018-07-30 2002.4963741593 1663.18998458112
2018-07-31 1906.42805193561 1635.92086131302
2018-08-09 NA 2523.00271450061
2018-08-10 1969.35641153274 2277.12753554227
2018-08-18 1737.61740570187 1729.4514056064
2018-08-18 2047.53644861977 1729.4514056064
2018-09-07 1921.66752429525 1645.5485891543
2018-09-08 2049.70391279639 1556.77527508838
2018-09-08 2102.60114811912 1556.77527508838
2018-09-09 1901.56678538943 1478.33761002854
2018-09-10 NA 1399.58845965619
2018-09-11 1058.59185447563 1325.73812374426
2018-09-13 1348.86397202832 1209.97885487616
2018-09-13 1539.45783225319 1209.97885487616
2018-09-14 1482.0990913716 1177.30121390899
