"2016-05-31" "2016-08-31" "2016-09-01" "2017-06-27" "2017-07-17" "2017-08-06" "2017-08-21" "2017-09-02" "2017-09-15" "2018-05-28" "2018-06-02" "2018-07-04" "2018-07-23" "2018-07-24" "2018-08-18"
NA 45.3002826016145 45.3002826016145 22.83167226495 30.5163012800065 30.5163012800065 31.5453901157779 30.1529550500775 34.3849479900111 39.2300191308344 37.7186186756331 34.7482942199401 37.7186186756331 29.9032230791168 35.8705716424664
NA 44.7202835254554 44.7202835254554 23.5713469907403 30.2953973789147 30.2953973789147 31.1958501102147 29.9774694277268 35.1693657403024 39.4088029885228 38.5852268539314 35.4872936914903 38.5852268539314 29.7589539531363 34.9803839460671
NA 45.7882550792693 45.7882550792693 18.2232322716773 27.7489736453411 27.7489736453411 26.9369501225052 27.385627415412 31.6176203553457 36.462691496169 37.0745372284414 31.9809665852747 36.087274079623 27.1358954444514 33.103244007801
NA 44.0516707535371 44.0516707535371 16.6214772389815 24.9565009409373 24.9565009409373 24.2459803584559 24.6385729897494 28.3415668121913 32.5810040604117 36.4271676340627 28.6594947633792 33.5814963406594 24.4200575151589 29.6414875080897
NA 43.7674190951385 43.7674190951385 15.5909887048292 23.926012406785 23.926012406785 22.904021871199 23.6080844555971 27.311078278039 31.5505155262594 36.142915975664 27.6290062292269 31.7165346702551 23.078099027902 27.7765258376854
NA 40.2095479250283 40.2095479250283 13.1105599603901 22.6363013340539 22.6363013340539 18.5319808841361 21.5703083585694 25.8023012985031 30.6473724393263 32.1984768197559 26.5479251793657 24.9060708070244 19.4335729516377 20.4032035698019
NA 45.337115008213 45.337115008213 29.7721236495278 31.5103166837409 31.7954019772893 33.1398430739388 33.0328773487565 38.24465161154 38.8514123869829 42.0056529115718 35.5906586877542 42.0056529115718 30.1641746682585 37.1496723397492
NA 40.6305056233374 40.6305056233374 18.006250495494 25.7937988349447 25.7937988349447 18.8453678253374 24.1929772335485 28.3180044482998 31.4248825549099 34.9994219033721 27.3248106668481 23.9443541901255 22.0199815529639 21.0018324448228
14.7453364436134 46.1523397184487 46.1523397184487 27.9749832826956 27.9749832826956 37.3095053413063 37.3095053413063 32.6344402374451 46.1523397184487 36.9306649737086 41.0334319882824 32.2712080189592 36.3472984045952 32.6344402374451 27.9483066537579
7.31427256960233 45.3546638336656 45.3546638336656 27.2828145299496 27.2828145299496 35.9141115329262 35.9141115329262 31.942271484699 44.7569459100686 36.2384962209626 41.3678100283458 31.5790392662131 38.5243041220796 31.942271484699 29.6964835020298
11.2131659160293 46.8026187687504 46.8026187687504 28.6252623329973 28.6252623329973 37.959784391608 37.959784391608 33.2847192877467 46.8026187687504 37.5809440240103 42.8157649634305 32.9214870692608 38.1296313797433 33.2847192877467 28.5985857040595
3.15701059353914 44.5228695994954 44.5228695994954 26.4516456109456 26.4516456109456 32.8080460390379 32.8080460390379 31.1111025656951 41.6508804161803 35.4073273019586 40.5360157941756 30.7478703472092 39.9674064627937 31.1111025656951 33.4144824176284
18.8704012902328 44.4687917090194 44.4687917090194 27.9930381191333 27.9930381191333 37.327560177744 37.327560177744 32.6524950738828 44.4687917090194 35.2471169642793 38.7797133917562 30.5876600095298 34.093579808069 32.6524950738828 27.9663614901956
27.9881920068585 40.2243103522002 40.2243103522002 26.5537411230539 26.5537411230539 27.1690630467337 31.1058657505542 38.217831287989 40.2243103522002 34.2810285841685 31.1058657505542 34.2810285841685 29.4935665328108 26.5537411230539 24.9414419053105
0.322848457432618 45.0561649090458 45.0561649090458 29.1052435002532 29.1052435002532 31.6412999831234 32.3439467286789 32.3439467286789 40.0584469638604 36.6401714649424 41.4949985001314 33.4014682365167 41.4949985001314 31.6412999831234 36.6390179283089
35.4699031491065 57.5732933406377 57.5732933406377 37.4510100594454 35.4699031491065 43.2529888586434 31.7171140292387 57.5732933406377 59.4514396496646 56.4795988472002 57.5732933406377 37.4510100594454 39.0733765967905 52.2999865853474 35.4699031491065
1.22797492868565 25.096141284052 25.096141284052 18.3128560498378 25.096141284052 25.096141284052 17.7881210200729 29.7797015418567 29.7797015418567 29.7797015418567 31.0979464676607 29.7797015418567 22.3206273547413 25.7719302369532 17.0848811211521
27.7671221358329 39.3977180912853 39.3977180912853 24.3465055490111 24.3465055490111 24.3465055490111 28.3141339707745 36.0414214318892 39.8601038604299 32.0737930101258 28.3141339707745 32.0737930101258 28.3141339707745 24.3465055490111 24.3465055490111
34.0335910102176 52.3846309884918 52.3846309884918 34.84097700077 33.1147112172251 39.5492613065305 30.2066454865977 52.3846309884918 58.4557239257369 52.3846309884918 54.3026810418257 34.84097700077 34.4507692516852 47.2861389336465 33.1147112172251
29.6439801977267 41.8425856386056 41.8425856386056 30.0751675344032 30.0751675344032 32.6810239611068 34.7603598683519 39.236729211902 41.8425856386056 37.1573933046569 34.7603598683519 37.1573933046569 31.1575261475847 30.0751675344032 26.472333813636
