"2016-05-31" "2016-08-31" "2016-09-01" "2017-06-27" "2017-07-17" "2017-08-06" "2017-08-21" "2017-09-02" "2017-09-15" "2018-05-28" "2018-06-02" "2018-07-04" "2018-07-23" "2018-07-24" "2018-08-18" "2018-05-28" "2018-05-29" "2018-06-08" "2018-06-20" "2018-06-25" "2018-06-26" "2018-06-27" "2018-07-02" "2018-07-03" "2018-07-07" "2018-07-18" "2018-07-20" "2018-07-22" "2018-07-23" "2018-07-24" "2018-07-30" "2018-07-31" "2018-08-11" "2018-08-19" "2018-08-22" "2018-09-08" "2018-09-13" "2018-09-17" "2016-08-22" "2016-08-28" "2016-09-01" "2017-05-15" "2017-05-17" "2017-06-06" "2017-06-22" "2017-06-21" "2017-06-27" "2017-06-28" "2017-07-05" "2017-07-08" "2017-07-14" "2017-07-18" "2017-07-20" "2017-07-29" "2017-07-30" "2017-07-31" "2017-08-05" "2017-08-07" "2017-08-21" "2017-08-31" "2017-09-06" "2017-09-14" "2017-09-16" "2017-09-17" "2017-09-08"
24.648137740313 43.6895664074862 43.6895664074862 29.1634331118863 29.1634331118863 38.2128698769486 38.2128698769486 35.2764754640837 43.6895664074862 35.5993239215163 38.2128698769486 31.2249522603153 33.5267362932614 33.5378047730874 28.8516711894002 31.2999999999987 34.4299999999986 34.4299999999986 28.1699999999989 37.5599999999985 28.1699999999989 31.2999999999987 NA 34.4299999999986 34.4299999999986 NA 37.5599999999985 31.2999999999987 NA 28.1699999999989 NA 31.2999999999987 31.2999999999987 37.5599999999985 NA 31.2999999999987 37.5599999999985 40.6899999999983 40.6899999999983 31.2999999999987 37.5599999999985 40.6899999999983 37.5599999999985 28.1699999999989 NA 25.039999999999 NA 28.1699999999989 28.1699999999989 31.2999999999987 NA 28.1699999999989 NA 28.1699999999989 NA 34.4299999999986 31.2999999999987 28.1699999999989 NA 56.3399999999977 NA 40.6899999999983 37.5599999999985 40.6899999999983 28.1699999999989
37.2581656187917 41.1276055588066 41.1276055588066 33.7623801287384 33.9255113027951 37.2581656187917 30.3189505578457 37.2581656187917 52.1883341433652 37.2581656187917 40.875591908221 37.2581656187917 30.3189505578457 30.3189505578457 30.4297258127417 62.5999999999975 56.3399999999977 56.3399999999977 46.9499999999981 NA NA 50.079999999998 56.3399999999977 46.9499999999981 53.2099999999978 NA NA 46.9499999999981 37.5599999999985 37.5599999999985 40.6899999999983 53.2099999999978 50.079999999998 56.3399999999977 NA 43.8199999999982 59.4699999999976 68.8599999999972 65.7299999999973 50.079999999998 46.9499999999981 62.5999999999975 62.5999999999975 40.6899999999983 46.9499999999981 NA NA 37.5599999999985 43.8199999999982 43.8199999999982 50.079999999998 46.9499999999981 12.5199999999995 46.9499999999981 40.6899999999983 43.8199999999982 37.5599999999985 46.9499999999981 56.3399999999977 78.2499999999968 NA NA 37.5599999999985 68.8599999999972 46.9499999999981
11.2131659160293 46.8026187687504 46.8026187687504 28.6252623329973 28.6252623329973 37.959784391608 37.959784391608 33.2847192877467 46.8026187687504 37.5809440240103 42.8157649634305 32.9214870692608 38.1296313797433 33.2847192877467 28.5985857040595 31.2999999999987 31.2999999999987 28.1699999999989 28.1699999999989 NA 25.039999999999 28.1699999999989 NA 28.1699999999989 31.2999999999987 NA NA 25.039999999999 NA 25.039999999999 NA 31.2999999999987 28.1699999999989 28.1699999999989 NA 31.2999999999987 40.6899999999983 46.9499999999981 46.9499999999981 37.5599999999985 34.4299999999986 37.5599999999985 28.1699999999989 28.1699999999989 NA 18.7799999999992 NA 28.1699999999989 28.1699999999989 21.9099999999991 NA 21.9099999999991 NA 21.9099999999991 NA 21.9099999999991 28.1699999999989 25.039999999999 NA 81.3799999999967 NA 37.5599999999985 40.6899999999983 50.079999999998 31.2999999999987
26.6149963307789 39.6182940587738 39.6182940587738 23.9260558481876 23.9260558481876 23.9260558481876 27.8936842699511 35.6209717310657 43.1545137554868 31.6533433093023 27.8936842699511 31.6533433093023 27.8936842699511 23.9260558481876 23.9260558481876 28.1699999999989 28.1699999999989 25.039999999999 21.9099999999991 25.039999999999 18.7799999999992 15.6499999999994 9.38999999999962 25.039999999999 25.039999999999 NA NA 21.9099999999991 NA 18.7799999999992 NA 25.039999999999 18.7799999999992 31.2999999999987 NA 18.7799999999992 28.1699999999989 34.4299999999986 34.4299999999986 12.5199999999995 21.9099999999991 28.1699999999989 28.1699999999989 15.6499999999994 NA 12.5199999999995 NA 12.5199999999995 21.9099999999991 18.7799999999992 NA 15.6499999999994 NA 15.6499999999994 NA 15.6499999999994 12.5199999999995 21.9099999999991 NA 46.9499999999981 NA 12.5199999999995 21.9099999999991 34.4299999999986 18.7799999999992
27.7671221358329 39.3977180912853 39.3977180912853 24.3465055490111 24.3465055490111 24.3465055490111 28.3141339707745 36.0414214318892 39.8601038604299 32.0737930101258 28.3141339707745 32.0737930101258 28.3141339707745 24.3465055490111 24.3465055490111 28.1699999999989 28.1699999999989 25.039999999999 21.9099999999991 21.9099999999991 15.6499999999994 18.7799999999992 12.5199999999995 18.7799999999992 25.039999999999 NA NA 15.6499999999994 NA 18.7799999999992 NA 28.1699999999989 21.9099999999991 28.1699999999989 NA 21.9099999999991 34.4299999999986 34.4299999999986 28.1699999999989 25.039999999999 21.9099999999991 34.4299999999986 31.2999999999987 15.6499999999994 NA 15.6499999999994 NA 18.7799999999992 25.039999999999 18.7799999999992 NA 21.9099999999991 NA 28.1699999999989 NA 18.7799999999992 15.6499999999994 18.7799999999992 NA 46.9499999999981 NA 18.7799999999992 21.9099999999991 34.4299999999986 18.7799999999992
14.7453364436134 46.1523397184487 46.1523397184487 27.9749832826956 27.9749832826956 37.3095053413063 37.3095053413063 32.6344402374451 46.1523397184487 36.9306649737086 41.0334319882824 32.2712080189592 36.3472984045952 32.6344402374451 27.9483066537579 34.4299999999986 34.4299999999986 31.2999999999987 21.9099999999991 18.7799999999992 25.039999999999 21.9099999999991 NA 25.039999999999 31.2999999999987 NA NA 21.9099999999991 NA 25.039999999999 NA 31.2999999999987 31.2999999999987 28.1699999999989 NA 31.2999999999987 37.5599999999985 31.2999999999987 37.5599999999985 28.1699999999989 28.1699999999989 34.4299999999986 31.2999999999987 25.039999999999 NA 21.9099999999991 NA 18.7799999999992 28.1699999999989 25.039999999999 NA 25.039999999999 NA 28.1699999999989 NA 25.039999999999 25.039999999999 31.2999999999987 NA 53.2099999999978 NA 31.2999999999987 34.4299999999986 40.6899999999983 31.2999999999987
18.7343999578606 35.1428560484496 35.1428560484496 20.9719546924852 20.9719546924852 20.9719546924852 28.5321854436601 31.1455337207415 49.3013123914302 27.1779052989781 24.9395831142486 27.1779052989781 24.9395831142486 20.9719546924852 20.9719546924852 34.4299999999986 31.2999999999987 25.039999999999 21.9099999999991 28.1699999999989 18.7799999999992 18.7799999999992 28.1699999999989 31.2999999999987 25.039999999999 NA NA 25.039999999999 NA 25.039999999999 NA 31.2999999999987 21.9099999999991 31.2999999999987 NA 28.1699999999989 34.4299999999986 34.4299999999986 31.2999999999987 28.1699999999989 28.1699999999989 37.5599999999985 28.1699999999989 21.9099999999991 NA 18.7799999999992 NA 21.9099999999991 25.039999999999 21.9099999999991 NA 25.039999999999 NA 28.1699999999989 NA 25.039999999999 21.9099999999991 25.039999999999 NA 62.5999999999975 NA 25.039999999999 37.5599999999985 40.6899999999983 28.1699999999989
27.3282039631866 28.9999553952713 28.9999553952713 28.3619433595998 32.5810722564999 28.8320574911472 25.645683349108 28.8320574911472 37.3858878204469 28.5298412637239 32.5810722564999 28.5298412637239 26.9260742844294 28.5298412637239 32.5810722564999 34.4299999999986 34.4299999999986 31.2999999999987 28.1699999999989 34.4299999999986 28.1699999999989 28.1699999999989 28.1699999999989 31.2999999999987 34.4299999999986 NA NA 28.1699999999989 21.9099999999991 25.039999999999 NA 25.039999999999 28.1699999999989 34.4299999999986 NA 25.039999999999 31.2999999999987 37.5599999999985 34.4299999999986 25.039999999999 31.2999999999987 37.5599999999985 34.4299999999986 25.039999999999 25.039999999999 NA NA 21.9099999999991 31.2999999999987 21.9099999999991 21.9099999999991 18.7799999999992 NA 31.2999999999987 NA 31.2999999999987 21.9099999999991 28.1699999999989 21.9099999999991 50.079999999998 NA 28.1699999999989 28.1699999999989 34.4299999999986 21.9099999999991
16.5867498447437 32.9952059353327 32.9952059353327 20.8153865341256 20.8153865341256 20.8153865341256 28.9597836685409 28.9978836076246 49.6305277432524 25.0302551858612 24.7830149558891 25.0302551858612 24.7830149558891 20.8153865341256 20.8153865341256 40.6899999999983 40.6899999999983 31.2999999999987 28.1699999999989 28.1699999999989 31.2999999999987 28.1699999999989 34.4299999999986 31.2999999999987 34.4299999999986 NA NA 28.1699999999989 NA 28.1699999999989 NA 34.4299999999986 31.2999999999987 46.9499999999981 NA 40.6899999999983 62.5999999999975 68.8599999999972 43.8199999999982 40.6899999999983 34.4299999999986 43.8199999999982 40.6899999999983 28.1699999999989 NA 18.7799999999992 NA 28.1699999999989 28.1699999999989 25.039999999999 NA 25.039999999999 NA 34.4299999999986 NA 31.2999999999987 25.039999999999 31.2999999999987 NA 100.159999999996 NA 40.6899999999983 56.3399999999977 78.2499999999968 46.9499999999981
NA 45.7882550792693 45.7882550792693 18.2232322716773 27.7489736453411 27.7489736453411 26.9369501225052 27.385627415412 31.6176203553457 36.462691496169 37.0745372284414 31.9809665852747 36.087274079623 27.1358954444514 33.103244007801 21.9099999999991 21.9099999999991 21.9099999999991 12.5199999999995 NA 15.6499999999994 3.12999999999987 NA 15.6499999999994 18.7799999999992 NA NA 15.6499999999994 NA 15.6499999999994 NA 15.6499999999994 15.6499999999994 18.7799999999992 21.9099999999991 21.9099999999991 21.9099999999991 25.039999999999 25.039999999999 18.7799999999992 18.7799999999992 21.9099999999991 21.9099999999991 12.5199999999995 NA 12.5199999999995 NA 9.38999999999962 15.6499999999994 NA NA 15.6499999999994 NA 12.5199999999995 NA 12.5199999999995 12.5199999999995 12.5199999999995 NA 46.9499999999981 NA 18.7799999999992 18.7799999999992 25.039999999999 18.7799999999992
