"2016-05-31" "2016-08-31" "2016-09-01" "2017-06-27" "2017-07-17" "2017-08-06" "2017-08-21" "2017-09-02" "2017-09-15" "2018-05-28" "2018-06-02" "2018-07-04" "2018-07-23" "2018-07-24" "2018-08-18" "2018-05-28" "2018-05-29" "2018-06-08" "2018-06-20" "2018-06-25" "2018-06-26" "2018-06-27" "2018-07-02" "2018-07-03" "2018-07-07" "2018-07-18" "2018-07-20" "2018-07-22" "2018-07-23" "2018-07-24" "2018-07-30" "2018-07-31" "2018-08-11" "2018-08-19" "2018-08-22" "2018-09-08" "2018-09-13" "2018-09-17" "2016-08-22" "2016-08-28" "2016-09-01" "2017-05-15" "2017-05-17" "2017-06-06" "2017-06-22" "2017-06-21" "2017-06-27" "2017-06-28" "2017-07-05" "2017-07-08" "2017-07-14" "2017-07-18" "2017-07-20" "2017-07-29" "2017-07-30" "2017-07-31" "2017-08-05" "2017-08-07" "2017-08-21" "2017-08-31" "2017-09-06" "2017-09-14" "2017-09-16" "2017-09-17" "2017-09-08"
NA 44.7202835254554 44.7202835254554 23.5713469907403 30.2953973789147 30.2953973789147 31.1958501102147 29.9774694277268 35.1693657403024 39.4088029885228 38.5852268539314 35.4872936914903 38.5852268539314 29.7589539531363 34.9803839460671 34.4299999999986 34.4299999999986 34.4299999999986 28.1699999999989 NA 31.2999999999987 28.1699999999989 NA 28.1699999999989 31.2999999999987 NA NA 25.039999999999 NA 28.1699999999989 NA 31.2999999999987 28.1699999999989 40.6899999999983 34.4299999999986 37.5599999999985 34.4299999999986 40.6899999999983 40.6899999999983 34.4299999999986 31.2999999999987 37.5599999999985 31.2999999999987 25.039999999999 NA 18.7799999999992 NA 25.039999999999 25.039999999999 NA NA 28.1699999999989 NA 25.039999999999 NA 28.1699999999989 28.1699999999989 28.1699999999989 NA 65.7299999999973 NA 28.1699999999989 37.5599999999985 40.6899999999983 34.4299999999986
NA 44.0516707535371 44.0516707535371 16.6214772389815 24.9565009409373 24.9565009409373 24.2459803584559 24.6385729897494 28.3415668121913 32.5810040604117 36.4271676340627 28.6594947633792 33.5814963406594 24.4200575151589 29.6414875080897 28.1699999999989 28.1699999999989 28.1699999999989 15.6499999999994 NA 18.7799999999992 NA NA 12.5199999999995 31.2999999999987 NA NA 15.6499999999994 NA 12.5199999999995 NA 12.5199999999995 21.9099999999991 31.2999999999987 37.5599999999985 18.7799999999992 31.2999999999987 34.4299999999986 43.8199999999982 25.039999999999 15.6499999999994 31.2999999999987 28.1699999999989 3.12999999999987 NA NA NA NA 9.38999999999962 NA NA 12.5199999999995 NA 18.7799999999992 NA 15.6499999999994 15.6499999999994 6.25999999999974 NA 90.7699999999963 NA 25.039999999999 25.039999999999 40.6899999999983 9.38999999999962
23.3196186411537 38.3250109453371 38.3250109453371 22.6327727347509 22.6327727347509 22.6327727347509 28.194225466186 34.327688617629 47.3650278887487 30.3600601958656 26.6004011565144 30.3600601958656 26.6004011565144 22.6327727347509 22.6327727347509 31.2999999999987 31.2999999999987 31.2999999999987 28.1699999999989 28.1699999999989 25.039999999999 28.1699999999989 25.039999999999 31.2999999999987 31.2999999999987 NA NA 21.9099999999991 NA 21.9099999999991 NA 31.2999999999987 21.9099999999991 34.4299999999986 NA 28.1699999999989 40.6899999999983 40.6899999999983 40.6899999999983 25.039999999999 37.5599999999985 37.5599999999985 34.4299999999986 25.039999999999 NA 18.7799999999992 NA 18.7799999999992 25.039999999999 28.1699999999989 NA 21.9099999999991 NA 25.039999999999 NA 21.9099999999991 25.039999999999 25.039999999999 NA 50.079999999998 NA 28.1699999999989 28.1699999999989 46.9499999999981 28.1699999999989
33.1217543637088 35.7229953588467 35.7229953588467 23.483279362409 34.8643891747787 27.1232684614572 20.7386783067027 31.2832723135502 31.5629915067538 27.9230024077055 34.8979687556035 27.9230024077055 30.7792366062684 27.9230024077055 34.8643891747787 21.9099999999991 21.9099999999991 21.9099999999991 15.6499999999994 18.7799999999992 NA 12.5199999999995 21.9099999999991 31.2999999999987 18.7799999999992 NA NA 18.7799999999992 15.6499999999994 15.6499999999994 NA 15.6499999999994 12.5199999999995 21.9099999999991 NA 21.9099999999991 21.9099999999991 25.039999999999 28.1699999999989 15.6499999999994 21.9099999999991 25.039999999999 18.7799999999992 12.5199999999995 12.5199999999995 NA NA 6.25999999999974 12.5199999999995 12.5199999999995 15.6499999999994 12.5199999999995 NA 15.6499999999994 9.38999999999962 18.7799999999992 12.5199999999995 9.38999999999962 12.5199999999995 40.6899999999983 NA 15.6499999999994 25.039999999999 21.9099999999991 15.6499999999994
38.3909504893856 47.8818620871116 47.8818620871116 29.0112305775179 34.8568146001227 35.3310799673027 26.3366617599987 43.7630977360553 44.0252861915906 37.7054368018058 43.7630977360553 33.1299949285741 39.1876558628236 37.7054368018058 34.8568146001227 34.4299999999986 37.5599999999985 34.4299999999986 28.1699999999989 37.5599999999985 NA 31.2999999999987 31.2999999999987 62.5999999999975 34.4299999999986 NA NA 31.2999999999987 31.2999999999987 28.1699999999989 NA 28.1699999999989 34.4299999999986 40.6899999999983 NA 37.5599999999985 40.6899999999983 46.9499999999981 53.2099999999978 31.2999999999987 37.5599999999985 43.8199999999982 34.4299999999986 31.2999999999987 28.1699999999989 NA NA 25.039999999999 31.2999999999987 28.1699999999989 34.4299999999986 28.1699999999989 NA 31.2999999999987 31.2999999999987 31.2999999999987 28.1699999999989 31.2999999999987 34.4299999999986 65.7299999999973 31.2999999999987 43.8199999999982 40.6899999999983 46.9499999999981 40.6899999999983
18.8704012902328 44.4687917090194 44.4687917090194 27.9930381191333 27.9930381191333 37.327560177744 37.327560177744 32.6524950738828 44.4687917090194 35.2471169642793 38.7797133917562 30.5876600095298 34.093579808069 32.6524950738828 27.9663614901956 40.6899999999983 40.6899999999983 37.5599999999985 31.2999999999987 34.4299999999986 31.2999999999987 31.2999999999987 NA 34.4299999999986 34.4299999999986 NA 28.1699999999989 37.5599999999985 NA 34.4299999999986 NA 40.6899999999983 34.4299999999986 37.5599999999985 NA 34.4299999999986 37.5599999999985 40.6899999999983 43.8199999999982 40.6899999999983 34.4299999999986 43.8199999999982 40.6899999999983 34.4299999999986 NA 28.1699999999989 NA 31.2999999999987 34.4299999999986 31.2999999999987 NA 34.4299999999986 NA 31.2999999999987 NA 34.4299999999986 34.4299999999986 34.4299999999986 NA 59.4699999999976 NA 31.2999999999987 37.5599999999985 43.8199999999982 37.5599999999985
36.7611176723726 39.1612454238825 39.1612454238825 24.7847012138976 34.6217668400549 30.561518526493 22.5964342597057 34.7215223785859 35.0012415717896 29.2244242591942 36.3899481471708 29.2244242591942 34.4196966114047 29.2244242591942 34.6217668400549 46.9499999999981 50.079999999998 46.9499999999981 40.6899999999983 43.8199999999982 NA 40.6899999999983 37.5599999999985 71.9899999999971 46.9499999999981 NA NA 40.6899999999983 37.5599999999985 43.8199999999982 NA 40.6899999999983 46.9499999999981 50.079999999998 NA 46.9499999999981 50.079999999998 53.2099999999978 62.5999999999975 53.2099999999978 46.9499999999981 53.2099999999978 53.2099999999978 34.4299999999986 37.5599999999985 NA NA 28.1699999999989 34.4299999999986 31.2999999999987 37.5599999999985 37.5599999999985 NA 31.2999999999987 37.5599999999985 37.5599999999985 31.2999999999987 31.2999999999987 37.5599999999985 75.1199999999969 131.459999999995 37.5599999999985 40.6899999999983 46.9499999999981 34.4299999999986
38.1069211828119 41.9763611228267 41.9763611228267 34.6111356927585 32.0735182857326 38.1069211828119 28.5777327956792 38.1069211828119 48.3427541363327 38.1069211828119 40.2325307640925 38.1069211828119 28.5777327956792 28.5777327956792 28.5777327956792 50.079999999998 50.079999999998 43.8199999999982 37.5599999999985 NA NA 34.4299999999986 37.5599999999985 34.4299999999986 43.8199999999982 118.939999999995 NA 31.2999999999987 31.2999999999987 37.5599999999985 40.6899999999983 40.6899999999983 40.6899999999983 46.9499999999981 NA 40.6899999999983 50.079999999998 53.2099999999978 53.2099999999978 40.6899999999983 37.5599999999985 50.079999999998 43.8199999999982 34.4299999999986 37.5599999999985 NA NA 31.2999999999987 37.5599999999985 34.4299999999986 31.2999999999987 31.2999999999987 NA 37.5599999999985 28.1699999999989 28.1699999999989 31.2999999999987 34.4299999999986 40.6899999999983 62.5999999999975 NA NA 43.8199999999982 53.2099999999978 37.5599999999985
38.3909504893856 47.8818620871116 47.8818620871116 29.0112305775179 34.8568146001227 35.3310799673027 26.3366617599987 43.7630977360553 44.0252861915906 37.7054368018058 43.7630977360553 33.1299949285741 39.1876558628236 37.7054368018058 34.8568146001227 28.1699999999989 28.1699999999989 28.1699999999989 18.7799999999992 28.1699999999989 NA 18.7799999999992 25.039999999999 43.8199999999982 28.1699999999989 NA NA 21.9099999999991 18.7799999999992 18.7799999999992 NA 18.7799999999992 25.039999999999 28.1699999999989 NA 21.9099999999991 31.2999999999987 31.2999999999987 40.6899999999983 21.9099999999991 25.039999999999 31.2999999999987 25.039999999999 9.38999999999962 15.6499999999994 NA NA 12.5199999999995 18.7799999999992 9.38999999999962 18.7799999999992 15.6499999999994 NA 18.7799999999992 15.6499999999994 21.9099999999991 18.7799999999992 15.6499999999994 25.039999999999 50.079999999998 65.7299999999973 31.2999999999987 25.039999999999 31.2999999999987 25.039999999999
NA 45.3002826016145 45.3002826016145 22.83167226495 30.5163012800065 30.5163012800065 31.5453901157779 30.1529550500775 34.3849479900111 39.2300191308344 37.7186186756331 34.7482942199401 37.7186186756331 29.9032230791168 35.8705716424664 34.4299999999986 28.1699999999989 28.1699999999989 25.039999999999 NA 21.9099999999991 21.9099999999991 NA 21.9099999999991 28.1699999999989 NA NA 25.039999999999 NA 21.9099999999991 NA 28.1699999999989 25.039999999999 34.4299999999986 34.4299999999986 28.1699999999989 31.2999999999987 37.5599999999985 37.5599999999985 28.1699999999989 25.039999999999 31.2999999999987 21.9099999999991 21.9099999999991 NA 15.6499999999994 NA 18.7799999999992 18.7799999999992 NA NA 18.7799999999992 NA 21.9099999999991 NA 18.7799999999992 21.9099999999991 21.9099999999991 NA 109.549999999996 NA 28.1699999999989 28.1699999999989 34.4299999999986 28.1699999999989
