"2016-06-23" "2016-09-09" "2017-06-01" "2018-05-19" "2018-05-28" "2018-06-20" "2018-07-22" "2018-07-29" "2018-09-08" "2018-09-15" "2016-09-08" "2017-06-01" "2017-07-20" "2017-08-05" "2017-08-07" "2017-09-03" "2018-05-21" "2018-06-07" "2018-06-14" "2018-06-15" "2018-06-21" "2018-07-01" "2018-07-04" "2018-07-14" "2018-07-16" "2018-07-18" "2018-07-24" "2018-07-26" "2018-07-31" "2018-08-10" "2018-08-20" "2018-09-09" "2018-09-15"
652.144416284262 415.796157998603 405.361897728669 658.877376133942 665.579459821656 NA 398.656065290645 400.068279731998 466.254062553715 401.374438643241 503.865221358544 419.887127342809 659.539765161163 663.18194904219 NA 469.14916045618 681.522354417171 532.773084385121 668.691101221356 550.826386293882 666.444293106887 560.667026779778 674.056425212386 528.436013525622 516.100913144266 491.291947843076 459.522783327659 NA 455.271554072798 NA 660.935140927722 513.786684455611 492.007852657771
646.522675432401 427.173906440776 406.667117662684 654.287829624986 660.9899133127 NA 406.780955867581 406.769624772187 474.185246348146 409.729890407397 507.497640464971 419.386895775414 654.8316741813 655.762153290336 NA 478.04751723538 674.887328454969 538.313987079124 661.271305469501 559.403119988964 657.985340073894 568.421358207945 666.636629460532 532.685003385648 519.441921427166 494.768200629212 465.855276671597 NA 462.187337109946 NA 652.476187894729 516.147736933533 499.196475280373
641.337959577625 439.61855984328 410.655344579289 649.522619577422 656.224703265136 NA 414.341568677981 415.753836858313 479.426702932053 419.093728967049 510.882152478587 421.05693796045 650.255842329295 649.352729646055 NA 487.633343710611 668.312498136966 547.120397574774 654.861591241077 570.638710385061 651.108393262668 579.656948604041 660.226915232107 544.466390129877 527.351713671914 500.774159045022 473.141442778349 NA 472.519196206207 NA 645.628733704071 520.185844080008 512.468876821682
671.981226278155 388.021648276474 397.827152831739 673.051257502794 677.732893965508 NA 381.520528391424 380.143142417022 446.49730677746 385.968309064833 493.842566409196 419.449404188735 671.085812611968 682.215478891357 NA 450.723435464478 699.914320750655 518.159230343381 691.944241255538 529.641624152012 681.94973529836 544.852384978764 692.282165216356 509.195185544551 501.510589468119 483.003178096575 443.624724887651 NA 443.925721219177 NA 675.89022417939 512.163597224391 470.571124595827
664.680294009676 396.644962605748 399.701738031622 666.857569048961 673.322628755113 NA 386.508966246527 387.286902201399 454.229301880568 389.207544692354 499.256634834622 417.508720558386 666.574004145302 674.171263094831 NA 457.750473245827 693.281842805312 520.886372646748 681.981778374232 536.535504044147 677.437926831693 550.917626980519 685.649661417245 518.007312521467 507.397893005513 488.348933759126 451.496574910575 NA 449.642661357243 NA 671.141752912647 512.735160676673 482.517900955586
634.38748800984 454.718538345094 414.945225587394 644.267297584104 650.614319179604 NA 425.732918512881 428.633216713888 486.243484438635 428.691811853956 517.385585891802 430.618832922094 643.344908890885 644.363704221897 NA 499.229445948636 662.910525468215 559.370061939047 649.982009028583 584.394276903478 644.405020409449 593.412515122458 655.347333019613 561.379237980618 541.331286197222 511.319816138002 483.255126105983 NA 486.265198968925 NA 640.639708279913 526.913180904125 524.799962704334
677.984839516727 381.094197296932 391.557872007481 681.703646131842 682.552346040375 NA 376.139429269541 375.539411810872 438.733516202613 380.620944090094 496.518000442561 429.569661550816 676.902840176646 692.202719997668 NA 448.96976117596 705.931770315932 520.695552450735 701.050348166648 524.64604247994 687.766762863038 536.102700863419 698.299614781633 507.290905061323 500.255930875362 485.24667782461 443.76485404838 NA 445.035707110264 NA 683.828115846771 514.666507604482 465.686579171506
778.542033697846 470.137390957762 449.035806311277 NA 779.885272520122 NA NA 454.549951993438 460.326696746064 447.805106804345 578.921463284575 593.164316753133 751.956339415711 792.194714998659 NA 470.315610305561 796.499458443984 603.519756898576 796.499458443984 642.004619122982 759.179969823425 674.1249273623 769.308779797082 583.524367242366 596.24939787423 488.356519385845 476.206686752993 NA 477.076835172456 NA 766.450328847771 609.749365226351 568.44941606043
777.634382398664 482.187829248695 447.210429192432 NA 783.219998182237 NA NA 453.219103214811 469.321808276262 446.68402468348 587.23158898343 588.027665300581 741.395324596091 791.557494103384 NA 473.52964775091 795.862237548709 618.352926859566 795.862237548709 669.864933397752 748.551129556402 695.176907381028 756.857130631105 590.381583059498 611.96732127062 491.59741677685 479.454527998831 NA 482.47966869943 NA 753.998679681794 621.821670824833 583.699940872683
627.154243278495 470.395941246612 423.008643612927 638.890092773326 643.381074448259 NA 438.336808823707 441.76212230105 495.039754627536 436.755229879489 528.902924805103 445.40057337716 635.363800803119 639.354406532394 NA 511.143206271715 657.465958118039 571.383090532993 644.95153823439 594.52168725143 635.645659332647 603.125828914427 649.902765669437 573.93845495559 555.09581993336 522.679182191511 498.830214840078 NA 504.516314847011 NA 635.63041059041 535.586491978533 537.938590278894
