"Date" "rc_Q" "gauge_Q"
2016-05-17 702.380991030866 923.214149438976
2016-05-31 803.551314803594 782.451105030144
2016-06-17 1139.46283133284 1117.60930129306
2016-06-24 NA 1255.22917573018
2016-07-12 1351.20443915387 1887.40277589658
2016-08-29 NA 1884.59940808397
2016-08-31 1933.08128989991 1689.01494867302
2016-09-01 1933.08128989991 1567.3374588672
2017-05-31 656.961745964805 614.220719427072
2017-06-04 NA 639.139544428032
2017-06-13 1163.8091821112 1409.01796957133
2017-06-14 1309.55521788087 1512.77089548442
2017-06-27 1213.68125637514 1304.98187519232
2017-07-06 NA 1747.97062327757
2017-07-12 NA 1864.83424916275
2017-07-30 1825.10810224534 1768.64192128973
2017-08-06 1918.58809302692 1883.070298368
2017-08-26 2024.31475487711 1126.58574166272
2017-09-02 1380.06972507779 1150.68337811251
2017-09-08 735.101327646638 960.22426793472
2017-09-08 1146.31298205748 960.22426793472
2017-09-15 NA 841.350145941504
2017-09-15 863.380597747852 841.350145941504
2018-05-21 786.37424284823 1107.83998921882
2018-05-28 1242.74557737556 1278.05255408333
2018-06-02 942.174771982129 1102.54473890611
2018-06-04 NA 1162.94457268685
2018-06-09 1251.12115551668 1326.72921337498
2018-06-21 1445.13433302705 1484.62394997197
2018-06-26 NA 1635.21294014822
2018-06-27 1690.1447811739 1696.26406140058
2018-06-30 NA 1653.3640388137
2018-07-07 1660.99862237897 1869.33662777088
2018-07-20 1428.329143719 1373.45201025178
2018-07-23 1429.79309817107 1441.21422414643
2018-07-24 1333.32441353841 1488.53167480166
2018-08-10 1948.36343623341 2277.12753554227
2018-08-18 1913.28479988729 1729.4514056064
2018-09-08 2101.50706782451 1556.77527508838
2018-09-09 1979.31243389774 1478.33761002854
2018-09-13 1447.98029639948 1209.97885487616
