"Date" "rc_Q" "gauge_Q"
2016-05-31 466.413915052399 617.278938859008
2016-06-17 484.533171785206 870.0351115392
2016-07-12 1309.13878628801 1591.26519423744
2016-08-17 1605.47123689906 1515.09287690496
2016-08-22 1536.31493257979 1295.04266203853
2016-08-29 1464.24532184131 1498.13108579635
2016-08-31 1508.86585615902 1367.78864093338
2016-09-01 1508.86585615902 1288.81295578829
2016-09-01 1624.1166785956 1288.81295578829
2017-05-15 1697.32863289967 812.12716025856
2017-05-18 1672.05788710409 867.146793186816
2017-05-31 291.599922744469 421.382994135552
2017-06-03 441.627023195111 421.128142516224
2017-06-04 367.247924840103 441.88439106816
2017-06-06 331.733724712944 483.142036552704
2017-06-13 NA 1289.06780740762
2017-06-14 1516.77223844157 1312.06108684032
2017-06-15 1450.91756712275 1159.77308586854
2017-06-27 1274.74420283164 1125.05663194675
2017-06-28 753.828719873769 1126.07603842406
2017-07-06 1265.91528715104 1626.94442094336
2017-07-06 1550.32281787349 1626.94442094336
2017-07-08 1502.96494092355 1659.08404182528
2017-07-12 1356.83824862242 1596.22064239104
2017-07-14 1564.70457452129 1744.28943322061
2017-07-17 1331.40536666108 1664.57751006413
2017-07-18 1569.95151449142 1642.85848872806
2017-07-19 1569.18830027596 1629.86105614234
2017-07-29 1517.07354848113 1584.80895321446
2017-07-30 1507.58318430449 1606.75450932326
2017-07-30 1540.50526648883 1606.75450932326
2017-08-05 1573.52091315149 1761.95914549402
2017-08-06 1521.99852200286 1752.98270512435
2017-08-09 1524.67908314122 1703.73970890086
2017-08-21 1382.56577716307 1134.96752825395
2017-08-21 1496.03092074492 1134.96752825395
2017-08-31 844.340402388536 1020.68073540864
2017-09-02 1348.73447498109 1014.19617753907
2017-09-02 865.309800845695 1014.19617753907
2017-09-04 1688.10387326119 911.830777108992
2017-09-08 699.58889191497 857.00936210688
2017-09-08 1330.41181417847 857.00936210688
2017-09-08 1609.14984122837 857.00936210688
2017-09-15 935.624860708288 743.826926278656
2017-09-16 510.684079120247 NA
2018-05-21 310.955472694273 781.318431166464
2018-05-27 1590.30976201046 924.063654836736
2018-05-28 655.981465437013 873.121647817728
2018-05-29 457.543106045737 849.93015045888
2018-06-02 615.829980246367 786.78358255872
2018-06-02 502.365873916463 786.78358255872
2018-06-08 1540.25480768715 974.750810236416
2018-06-21 1329.97103467855 1292.97553223731
2018-06-25 1492.46267451018 1366.6276502231
2018-06-26 1508.45108500514 1359.09536902963
2018-06-27 1491.04278329702 1324.74703411354
2018-07-03 1552.49895437364 1638.58264489267
2018-07-04 1279.24185944601 1593.84202727731
2018-07-07 1247.17676435172 1541.1443757696
2018-07-13 NA 1486.35127761408
2018-07-20 1338.30322845642 1162.66140422093
2018-07-20 1005.22959410774 1162.66140422093
2018-07-21 1456.66091836411 1165.54972257331
2018-07-23 1476.33234386284 1233.96322393958
2018-07-23 1411.61372683449 1233.96322393958
2018-07-24 1479.25880639104 1271.99274891264
2018-07-29 1545.75708527394 1524.94713951898
2018-07-31 941.400673559218 1499.54692812595
2018-08-10 1552.62414575738 1837.31027427533
2018-08-11 1603.67699428305 1622.15887386931
2018-08-18 1569.40396685075 1532.73427233178
2018-08-19 1597.10564581415 1477.00671823872
2018-09-07 1584.02903902982 1256.41848328704
2018-09-09 1393.87551814629 1161.72694828339
2018-09-11 1577.75016448317 1072.35898043904
2018-09-13 1326.86641592302 996.413197879296
2018-09-13 679.712410830431 996.413197879296
2018-09-14 623.985940503406 980.527446941184
