"2016-05-31" "2016-08-18" "2016-08-19" "2016-08-31" "2016-09-01" "2017-06-27" "2017-07-12" "2017-07-17" "2017-07-19" "2017-08-06" "2017-08-08" "2017-08-21" "2017-09-02" "2017-09-15" "2018-05-28" "2018-06-02" "2018-07-04" "2018-07-07" "2018-07-23" "2018-07-24" "2018-08-18" "2018-05-21" "2018-06-01" "2018-06-03" "2018-06-08" "2018-06-21" "2018-06-25" "2018-07-04" "2018-07-20" "2018-07-21" "2018-07-22" "2018-07-24" "2018-09-08" "2018-09-11" "2018-09-14" "2016-08-17" "2017-06-15" "2017-06-22" "2017-06-28" "2017-06-29" "2017-07-19" "2017-07-18" "2017-07-29" "2017-07-31" "2017-08-08" "2017-08-10" "2017-08-28" "2017-09-02" "2017-09-06" "2017-09-07" "2017-09-08" "2017-09-14" "2017-09-15" "2017-09-16"
76.2043439345953 113.728706687273 113.728706687273 103.064415937645 103.064415937645 83.7767019575573 89.545486386779 86.8970988070707 92.5615081043232 89.545486386779 92.5615081043232 87.8349939669581 102.993590226857 93.0220630910554 102.993590226857 103.15561690338 92.9512373802669 77.4201717451099 88.1501377586264 90.3028498005587 83.6751809818506 90.769999999999 NA 78.2499999999992 84.5099999999991 NA 68.8599999999993 78.2499999999992 75.1199999999992 NA 71.9899999999992 62.5999999999993 NA 93.899999999999 87.6399999999991 NA 65.7299999999993 75.1199999999992 34.4299999999996 53.2099999999994 71.9899999999992 65.7299999999993 NA 62.5999999999993 50.0799999999995 68.8599999999993 84.5099999999991 84.5099999999991 65.7299999999993 78.2499999999992 NA NA 78.2499999999992 68.8599999999993
70.7792559937776 103.82778187875 103.82778187875 98.7299062949946 98.7299062949946 74.54020661227 83.5277696263514 80.4555246601025 83.4355567794045 80.4555246601025 83.5905253725842 69.7153442801143 95.2948604864194 87.0255711811594 97.2087226121894 96.8936674500877 86.5078017456533 69.8609317443011 86.3214939931151 83.4355567794045 82.4059068134363 84.5099999999991 NA 71.9899999999992 78.2499999999992 NA 62.5999999999993 75.1199999999992 68.8599999999993 NA 65.7299999999993 56.3399999999994 NA 90.769999999999 81.3799999999991 NA 62.5999999999993 65.7299999999993 37.5599999999996 50.0799999999995 65.7299999999993 56.3399999999994 NA 46.9499999999995 34.4299999999996 62.5999999999993 68.8599999999993 75.1199999999992 71.9899999999992 68.8599999999993 NA NA 75.1199999999992 68.8599999999993
73.9990182113357 114.488308582534 114.488308582534 103.753192122117 103.753192122117 81.9237195898965 90.8008682575593 83.6320309710896 91.5522246013822 90.8008682575593 90.7085257366624 91.8083124892476 103.753192122117 93.3629203863275 103.753192122117 99.3947690918789 94.2066192510472 76.3772605851183 84.3892899471257 87.8814808292972 79.9143331703499 90.769999999999 NA 87.6399999999991 90.769999999999 NA 75.1199999999992 90.769999999999 84.5099999999991 NA 78.2499999999992 62.5999999999993 NA 103.289999999999 93.899999999999 NA 68.8599999999993 81.3799999999991 18.7799999999998 65.7299999999993 78.2499999999992 59.4699999999994 NA 78.2499999999992 40.6899999999996 75.1199999999992 93.899999999999 90.769999999999 46.9499999999995 81.3799999999991 NA NA 81.3799999999991 62.5999999999993
59.9700068751255 106.118975692694 106.118975692694 98.5071895513829 98.5071895513829 76.9181142370903 93.4294878591817 80.3324153748046 86.2933755656289 93.4294878591817 81.775590814781 89.5157448450336 98.5071895513829 84.9979600941857 98.5071895513829 85.3613851579706 93.464943442442 73.7699619941117 73.4792363323227 84.8856557089129 69.004279555547 87.6399999999991 NA 75.1199999999992 81.3799999999991 NA 71.9899999999992 78.2499999999992 78.2499999999992 NA 71.9899999999992 62.5999999999993 NA 87.6399999999991 78.2499999999992 NA 65.7299999999993 68.8599999999993 NA 62.5999999999993 71.9899999999992 59.4699999999994 NA 71.9899999999992 56.3399999999994 68.8599999999993 68.8599999999993 71.9899999999992 NA 71.9899999999992 NA NA 71.9899999999992 65.7299999999993
51.9003320032729 102.935111950506 102.935111950506 97.5836192420405 97.5836192420405 75.6346538794593 94.4116551500815 78.2024561853868 84.9815726275522 93.5669351054239 80.4637878767043 85.0918154266392 97.5836192420405 81.418750720449 97.5836192420405 77.6870559176668 94.4116551500815 72.4865016364807 68.0652005248644 82.7202409362347 64.8932364329054 84.5099999999991 NA 62.5999999999993 71.9899999999992 NA 62.5999999999993 65.7299999999993 65.7299999999993 NA 62.5999999999993 56.3399999999994 NA 84.5099999999991 71.9899999999992 NA 56.3399999999994 56.3399999999994 NA 46.9499999999995 59.4699999999994 50.0799999999995 NA 56.3399999999994 37.5599999999996 59.4699999999994 68.8599999999993 59.4699999999994 NA 62.5999999999993 NA NA 59.4699999999994 56.3399999999994
67.5060662579442 111.179971524376 111.179971524376 101.499149836431 101.499149836431 78.5723173726406 91.9312007877044 81.0882776151065 89.3032360877831 91.9312007877044 86.1965133076946 92.9460811922993 101.499149836431 90.261969928119 101.499149836431 92.6944305385381 94.2117800492273 75.0015536137538 78.7432461662561 86.475579656718 74.2682893894803 97.029999999999 NA 90.769999999999 93.899999999999 NA 81.3799999999991 90.769999999999 84.5099999999991 NA 87.6399999999991 75.1199999999992 NA 106.419999999999 97.029999999999 NA 81.3799999999991 84.5099999999991 46.9499999999995 78.2499999999992 84.5099999999991 71.9899999999992 NA 78.2499999999992 56.3399999999994 81.3799999999991 93.899999999999 90.769999999999 31.2999999999997 90.769999999999 NA NA 93.899999999999 75.1199999999992
65.1950914744551 83.1754306872841 83.1754306872841 77.5885469095224 77.5885469095224 65.1950914744551 66.5462037714589 49.8583407141579 65.1950914744551 65.1950914744551 65.1950914744551 NA 71.3168623645104 72.5768351215176 77.5885469095224 NA 71.9356924242067 55.4253914006758 67.1650338311552 65.1950914744551 67.1650338311552 75.1199999999992 75.1199999999992 71.9899999999992 75.1199999999992 65.7299999999993 65.7299999999993 65.7299999999993 71.9899999999992 78.2499999999992 59.4699999999994 59.4699999999994 NA 75.1199999999992 78.2499999999992 106.419999999999 62.5999999999993 65.7299999999993 NA 62.5999999999993 62.5999999999993 62.5999999999993 NA 78.2499999999992 62.5999999999993 71.9899999999992 71.9899999999992 71.9899999999992 71.9899999999992 71.9899999999992 71.9899999999992 75.1199999999992 75.1199999999992 71.9899999999992
69.0872469816411 98.6693038236681 98.6693038236681 93.6694638295249 93.6694638295249 67.1076890874837 79.2659930429624 74.9950533305755 77.9750854498775 74.9950533305755 78.0991199850924 57.7973883504245 90.2344180209498 81.5341657936675 95.9686363053789 93.7124690059828 82.2460251622643 61.4462578791308 85.0295138450359 77.9750854498775 81.9125925474378 68.8599999999993 NA 62.5999999999993 65.7299999999993 NA 50.0799999999995 59.4699999999994 56.3399999999994 NA 53.2099999999994 46.9499999999995 NA 75.1199999999992 68.8599999999993 NA 53.2099999999994 56.3399999999994 37.5599999999996 40.6899999999996 53.2099999999994 40.6899999999996 NA 53.2099999999994 34.4299999999996 53.2099999999994 62.5999999999993 62.5999999999993 59.4699999999994 62.5999999999993 NA NA 62.5999999999993 53.2099999999994
64.331393672993 79.1777859069054 79.1777859069054 79.1777859069054 79.1777859069054 64.331393672993 61.743867176381 46.4505678704297 68.9834279428709 69.5995887140279 65.7793150931794 NA 62.403159201519 85.8592277745125 81.5089274911164 NA 72.847578675828 46.3996381326748 79.8193497167833 76.6144910089642 72.18828665069 90.769999999999 81.3799999999991 78.2499999999992 87.6399999999991 68.8599999999993 68.8599999999993 68.8599999999993 71.9899999999992 90.769999999999 68.8599999999993 62.5999999999993 NA 84.5099999999991 90.769999999999 NA 62.5999999999993 68.8599999999993 NA 65.7299999999993 59.4699999999994 65.7299999999993 NA 93.899999999999 65.7299999999993 68.8599999999993 71.9899999999992 78.2499999999992 78.2499999999992 62.5999999999993 53.2099999999994 75.1199999999992 71.9899999999992 56.3399999999994
46.0871883841909 98.5090393332896 98.5090393332896 96.0029080715455 96.0029080715455 72.1489339161223 94.2470597224335 74.3637748716106 82.5539532845354 91.1393157624071 78.0361685336875 77.3039355154547 95.1598207305258 78.4231567476925 95.1598207305258 71.8461004981891 94.2470597224335 69.8438690141634 64.5100270490636 78.8815596224585 63.5972660409714 84.5099999999991 NA 59.4699999999994 65.7299999999993 NA 59.4699999999994 62.5999999999993 62.5999999999993 NA 56.3399999999994 50.0799999999995 NA 62.5999999999993 68.8599999999993 NA 50.0799999999995 59.4699999999994 NA 43.8199999999995 53.2099999999994 46.9499999999995 NA 53.2099999999994 40.6899999999996 56.3399999999994 62.5999999999993 62.5999999999993 NA 62.5999999999993 NA NA 56.3399999999994 56.3399999999994
66.7777654601054 89.5359228399729 89.5359228399729 86.7162115876832 86.7162115876832 66.7777654601054 66.2461196642901 38.4115655902299 69.0052909611155 69.0052909611155 63.1999101162149 NA 70.9003630513098 79.2500169387496 86.7162115876832 NA 78.0950781177231 51.0117705631695 73.5473299737796 69.1117862041917 73.4408347307034 75.1199999999992 65.7299999999993 62.5999999999993 68.8599999999993 53.2099999999994 50.0799999999995 59.4699999999994 59.4699999999994 68.8599999999993 53.2099999999994 50.0799999999995 NA 68.8599999999993 78.2499999999992 NA 53.2099999999994 56.3399999999994 NA 53.2099999999994 50.0799999999995 53.2099999999994 NA 81.3799999999991 53.2099999999994 50.0799999999995 65.7299999999993 62.5999999999993 65.7299999999993 62.5999999999993 62.5999999999993 62.5999999999993 59.4699999999994 65.7299999999993
65.765968455235 89.6052833449228 89.6052833449228 89.0436858789666 89.0436858789666 65.765968455235 65.2343226594197 38.0641752645911 70.2108407692997 70.2108407692997 64.3701237202069 NA 69.8885660464393 81.6191271263659 89.0436858789666 NA 79.3006279259072 47.7472905410524 76.9702265950183 72.5346828254304 74.6463845388876 75.1199999999992 68.8599999999993 68.8599999999993 71.9899999999992 62.5999999999993 56.3399999999994 65.7299999999993 59.4699999999994 75.1199999999992 56.3399999999994 53.2099999999994 NA 71.9899999999992 78.2499999999992 NA 56.3399999999994 56.3399999999994 NA 56.3399999999994 50.0799999999995 56.3399999999994 NA 81.3799999999991 56.3399999999994 56.3399999999994 62.5999999999993 59.4699999999994 62.5999999999993 68.8599999999993 68.8599999999993 62.5999999999993 65.7299999999993 59.4699999999994
53.1186614439994 70.9823329678229 70.9823329678229 71.3898453988841 71.3898453988841 48.6143202454734 70.6159751859072 61.71096359454 53.9017046408667 53.1186614439994 56.4732682684538 37.5968781602855 NA 60.3083892057927 96.4371704770746 146.565566637467 66.654230574771 48.8669703514517 55.3777011209039 56.4732682684538 59.7906699645947 71.9899999999992 40.6899999999996 43.8199999999995 46.9499999999995 25.0399999999997 31.2999999999997 40.6899999999996 31.2999999999997 50.0799999999995 31.2999999999997 34.4299999999996 NA 46.9499999999995 46.9499999999995 NA 31.2999999999997 40.6899999999996 25.0399999999997 31.2999999999997 28.1699999999997 25.0399999999997 65.7299999999993 31.2999999999997 31.2999999999997 34.4299999999996 25.0399999999997 37.5599999999996 25.0399999999997 37.5599999999996 NA NA 28.1699999999997 31.2999999999997
