"Date" "rc_Q" "gauge_Q"
2016-08-22 192.234091618797 103.667975373312
2016-08-28 62.0033377492901 89.028165685248
2016-09-01 62.9169336516268 75.775881480192
2017-05-15 147.096028800844 109.359661538304
2017-05-17 106.141539363337 93.842029605888
2017-06-06 25.623372661925 29.959223694336
2017-06-21 10.7782255750851 27.920410739712
2017-06-22 29.302323237438 29.789322614784
2017-06-27 NA 26.1930830976
2017-06-28 13.0089141299342 25.513478779392
2017-07-05 35.1429732751145 34.093483296768
2017-07-08 25.9908594123512 31.658234489856
2017-07-14 32.1663075832238 55.246167700992
2017-07-18 24.1824526946412 42.928339433472
2017-07-20 58.542344654263 36.358831024128
2017-07-29 44.0976356880108 33.13071051264
2017-07-30 21.4619385264205 32.932492586496
2017-07-31 34.5364161978413 32.167937728512
2017-08-05 21.2591348309967 28.684965597696
2017-08-07 33.564242498973 27.32575696128
2017-08-21 52.9456494932105 61.928943496704
2017-08-31 729.590226631132 48.1386392064
2017-09-06 421.983871969331 38.595861904896
2017-09-08 55.6489868056147 36.925167955968
2017-09-14 54.8543456876149 35.282790853632
2017-09-16 86.4144338169506 NA
2017-09-17 262.46172588664 NA
2018-05-28 101.4753015051 128.445216141312
2018-05-29 99.8370572664223 117.769764976128
2018-06-08 86.6173339453068 88.008759207936
2018-06-20 42.6251406345365 63.797855371776
2018-06-25 62.6364538420855 63.344785826304
2018-06-26 43.9246473154954 59.153892530688
2018-06-27 30.1505344222845 56.577059490816
2018-07-02 47.6587611760078 65.723400940032
2018-07-03 46.2012537216893 72.377859889152
2018-07-07 80.2887953563214 54.79309815552
2018-07-18 4468.88624521657 57.90795128064
2018-07-20 NA 54.736464462336
2018-07-22 29.1581196228841 49.752699462144
2018-07-23 24.4061942455989 47.345767501824
2018-07-24 32.9236830866185 45.02378608128
2018-07-30 47.6587611760078 37.038435342336
2018-07-31 53.9845629152479 35.934078325248
2018-08-11 52.6449819241312 67.224193809408
2018-08-19 123.454331789853 68.158649746944
2018-08-22 118.098534365737 60.258249547776
2018-09-08 64.821850129108 132.013138811904
2018-09-13 122.081472029521 100.779657020928
2018-09-17 226.411311359995 NA
