"2016-05-31" "2016-06-25" "2016-06-26" "2016-08-18" "2016-08-19" "2016-08-31" "2016-09-01" "2016-09-07" "2016-09-09" "2017-05-31" "2017-06-14" "2017-06-27" "2017-07-12" "2017-07-17" "2017-07-19" "2017-07-30" "2017-08-06" "2017-08-21" "2017-09-02" "2017-09-08" "2017-09-15" "2018-05-21" "2018-05-28" "2018-06-02" "2018-06-21" "2018-06-26" "2018-07-07" "2018-07-20" "2018-07-23" "2018-07-24" "2018-07-26" "2018-08-18" "2018-09-08" "2018-09-09" "2018-09-11" "2018-09-13"
32.7776017785206 49.3652877213132 49.3652877213132 40.7394050022882 40.7394050022882 31.537565454667 31.537565454667 55.6556081173996 55.6556081173996 50.6431220936604 35.906104636915 45.7518910260274 37.0673174761656 40.7394050022882 50.6431220936604 50.6431220936604 45.7518910260274 50.6431220936604 50.6431220936604 51.4920330403247 51.4920330403247 13.2840365602851 51.4920330403247 45.7518910260274 51.4920330403247 40.7394050022882 39.461570629941 71.3000356549819 54.8371010780703 40.7394050022882 127.612763959377 40.9185906606542 50.0720106310074 54.6205358987191 0.848910946664258 55.6556081173996
22.7805820718762 54.4860832567847 54.4860832567847 103.358780578404 103.358780578404 53.8695773711847 53.8695773711847 66.7153310723027 66.7153310723027 54.4860832567847 49.4883524530857 54.4860832567847 11.8247534659394 58.2074354978896 54.5172559015561 54.4860832567847 54.4860832567847 66.1710665812334 54.5172559015561 62.9939788311978 62.9939788311978 51.0970335656917 62.9628061864264 57.6221022570609 56.3695834349252 54.5172559015561 51.6872201358979 68.3060226125891 53.2097046941906 54.5172559015561 62.8191298438268 57.6221022570609 62.6858020914423 64.6620994260671 112.313325386784 62.9939788311978
44.2280953543542 50.6930256319678 50.6930256319678 49.0613957197274 49.0613957197274 27.298908031506 27.298908031506 63.9775988348388 63.9775988348388 55.4150382956404 40.678020838895 54.0738817434666 50.9410007940819 49.0613957197274 58.9651128110997 55.4150382956404 54.0738817434666 58.9651128110997 58.9651128110997 55.4150382956404 55.4150382956404 27.1577198782014 55.4150382956404 54.0738817434666 55.4150382956404 49.0613957197274 40.7893085405955 63.7193209742236 58.0347384846319 49.0613957197274 127.800788295645 49.2405813780934 58.3940013484466 55.4150382956404 2.62138042642527 63.9775988348388
45.4008336643868 49.3147793006396 49.3147793006396 50.23413402976 50.23413402976 22.7605317150078 22.7605317150078 62.3149664795543 62.3149664795543 54.0367919643123 40.7174598402254 53.8289347208407 52.6834454465933 50.23413402976 58.7201657884737 54.0367919643123 53.8289347208407 58.7201657884737 58.7201657884737 54.0367919643123 54.0367919643123 31.73553519603 54.0367919643123 53.8289347208407 54.0367919643123 50.23413402976 39.9453094981345 55.1210191172067 54.6691004781663 50.23413402976 127.531188160722 48.9956343554675 58.1490543258206 54.0367919643123 9.36763457901479 62.3149664795543
6.08513248382584 47.6217836333032 47.6217836333032 86.1882599674589 86.1882599674589 44.1410120426904 44.1410120426904 63.8234467594536 63.8234467594536 47.6217836333032 44.8568139836691 50.7147351417309 11.6135361173473 51.5966752751953 52.3136902912132 50.7147351417309 50.7147351417309 63.5516705407993 54.3872160782533 62.9415066259891 59.8485551175614 59.7374445495659 49.165454344261 55.2691562117178 52.8043040504645 51.2942645698256 43.9780056998824 65.0923325631813 48.8317056255613 52.3136902912132 48.8388598900481 55.2691562117178 60.241643220911 57.1742589677751 98.6762489090085 61.9220809046015
35.1627409331043 38.9888950711968 38.9888950711968 53.2097993813098 53.2097993813098 25.9418322245431 25.9418322245431 43.8846118029133 43.8846118029133 40.9101142760444 29.3218727997985 39.3004504755916 23.1693664287442 39.3004504755916 41.9633925980657 39.3004504755916 39.3004504755916 40.6364358437653 41.2216696804392 41.2216696804392 43.8846118029133 45.0483901877053 47.7113323101793 43.8846118029133 40.9101142760444 39.7894970798891 27.9041293246622 41.9633925980657 43.7993663600096 36.6265665636448 37.0689646433646 36.5944506290005 47.926597017678 40.721681286669 53.836481962379 47.7113323101793
14.5787126318046 51.6807047245218 51.6807047245218 97.1367558828042 97.1367558828042 51.3692347714173 51.3692347714173 64.9050296914837 64.9050296914837 51.6807047245218 47.2994798064229 51.6807047245218 11.8247534659394 54.6606891285127 53.4483223578511 51.6807047245218 51.6807047245218 66.0910501386354 53.4483223578511 61.9250452874928 61.9250452874928 58.0738920226659 59.845957701059 56.428306761842 54.0002628370087 53.4483223578511 47.5814545494234 68.21457524962 50.2794642104138 53.4483223578511 55.7697834190236 56.428306761842 60.8755007106233 61.4265490395227 NA 61.9250452874928
3.98651140702541 51.6154997696683 51.6154997696683 64.512677780093 64.512677780093 34.9074555629584 34.9074555629584 60.238563697516 60.238563697516 56.0904665303193 34.9074555629584 43.6516114001247 51.4084904712563 52.0420735737371 43.1128453744638 56.3161876563141 52.0420735737371 36.8479071161008 52.0420735737371 55.763596936865 46.9465609591839 59.8119898934472 46.2952348659205 60.791154416965 43.1128453744638 47.7817841849482 39.3913220113359 34.243943292977 52.0420735737371 43.1128453744638 52.0420735737371 52.0420735737371 60.238563697516 55.0273234591904 75.0020779449868 60.791154416965
24.3585343459235 47.1276908024346 47.1276908024346 61.1617514375801 61.1617514375801 31.8126976126212 31.8126976126212 52.1533990864212 52.1533990864212 42.7301778714139 36.3456162573632 47.1276908024346 NA 50.6611030012324 47.1276908024346 47.1276908024346 51.3061215582909 56.0201362392155 47.1276908024346 51.8417054833591 51.8417054833591 0.0356748432896956 51.8417054833591 45.7688374723705 47.4441925523384 47.1276908024346 37.8315095337973 63.6445531044128 50.0254438784144 51.3061215582909 66.8470616348137 45.7688374723705 56.4100054924651 48.4341694536275 86.2238825033626 51.3061215582909
12.9588556727152 49.0244208391497 49.0244208391497 91.2044640898353 91.2044640898353 46.9791671011032 46.9791671011032 63.8723278737657 63.8723278737657 49.0244208391497 45.1299986897284 50.3489807900683 10.5108919697239 52.997855815838 52.3640280707292 50.3489807900683 50.3489807900683 63.6020083203153 53.6885880216478 61.223452847996 59.8988928970774 56.4756455505646 53.7720009601828 56.3374630474175 52.8546418299805 52.3640280707292 45.3806429057289 65.1489625651368 49.1034336664167 52.3640280707292 53.4734128326545 56.3374630474175 60.2905243352232 59.455785121104 NA 61.223452847996
