"2016-05-31" "2016-08-18" "2016-08-19" "2016-08-31" "2016-09-01" "2016-09-07" "2016-09-09" "2017-06-14" "2017-06-27" "2017-07-12" "2017-07-19" "2017-08-06" "2017-08-08" "2017-08-21" "2017-09-02" "2017-09-15" "2018-05-28" "2018-06-02" "2018-06-07" "2018-06-24" "2018-07-04" "2018-07-07" "2018-07-23" "2018-07-24" "2018-08-18" "2018-09-08"
NA 52.6078081128113 52.6078081128113 27.0094283111312 27.0094283111312 61.8303888905976 61.8303888905976 15.5714496074909 27.0094283111312 38.8261977712897 22.2871358659544 27.0094283111312 14.7377565476655 NA 22.2871358659544 27.0094283111312 67.2927948872189 61.6579392211907 49.6010815737286 36.1900507587288 36.1900507587288 22.2871358659544 26.4361521422491 29.3866107893058 NA NA
NA 43.095572430686 43.095572430686 14.4345829869311 14.4345829869311 50.2686908134087 50.2686908134087 7.55165525291012 13.2125467914134 27.170980471588 12.2564858929776 14.4345829869311 7.55165525291012 NA 12.2564858929776 14.4345829869311 56.5898773291512 50.1345632927589 42.4975244345436 31.8751973199395 31.8751973199395 11.0344496974599 23.1704892053637 26.1137183107164 NA NA
NA 40.9064069275052 40.9064069275052 9.26980480987766 9.26980480987766 48.9146956390458 48.9146956390458 4.09286144079116 7.89501408992023 23.5982519801166 8.7787849042704 9.26980480987766 4.09286144079116 NA 8.7787849042704 9.26980480987766 56.0874999382786 48.8252716473372 40.8406139384417 28.8904959345121 28.8904959345121 7.40399418431297 21.0570386307048 24.3681713742266 NA NA
NA 60.4388976073499 60.4388976073499 37.0663993275505 37.0663993275505 69.7711244481298 69.7711244481298 23.6714358624255 37.0663993275505 45.9346400536233 32.3090040166969 37.0663993275505 19.7662420558752 NA 32.3090040166969 38.7337854472012 70.9627950144234 66.5753938128161 53.3207012663779 44.2888462635411 44.2888462635411 32.3090040166969 35.7472992458054 36.4599502059625 NA NA
NA 41.0245365178355 41.0245365178355 5.00871121357757 5.00871121357757 48.081263662451 48.081263662451 0.766933112674916 3.43752181934051 21.3840794081364 5.00871121357757 5.00871121357757 0.766933112674916 NA 5.00871121357757 5.00871121357757 58.3743571015766 50.074667626215 41.0896359319365 27.4323582131598 27.4323582131598 3.43752181934051 20.1545641868619 22.8251528935275 NA NA
NA 38.8567185032755 38.8567185032755 7.22880870688227 7.22880870688227 42.2994313380215 42.2994313380215 NA NA 18.4869068427421 7.22880870688227 7.22880870688227 2.94407132453391 NA 7.22880870688227 7.22880870688227 51.9347726089877 47.3296834842988 43.8462178442439 31.7562430703275 31.7562430703275 NA 26.3811701974232 26.3811701974232 NA NA
NA 39.4082200933451 39.4082200933451 6.61880305620225 6.61880305620225 44.3228237163512 44.3228237163512 NA 0.422681307446012 19.9142277350896 6.61880305620225 6.61880305620225 2.52348970674335 NA 6.61880305620225 6.61880305620225 54.5453945704033 48.4583512017245 41.7212269066655 29.0424500557845 29.0424500557845 0.422681307446012 24.0125634287062 24.4352447361522 NA NA
NA 68.5845906524071 68.5845906524071 50.0931805716437 50.0931805716437 80.9908301204859 80.9908301204859 36.0122076746033 48.6003489363939 53.3029934725466 44.437628039397 48.6003489363939 29.6345602937642 NA 46.3368850413116 65.7352433930929 72.0578860819817 68.249474634557 60.4986838869826 55.7167899615758 55.7167899615758 43.6013296887597 46.7501046858073 45.6627433914476 NA NA
25.2617736829087 56.5652852519349 56.5652852519349 47.3198257468777 47.3198257468777 63.1572991986392 63.1572991986392 12.2835840171796 8.49925786939244 34.4881340742012 26.5819020860629 18.7021476929866 43.0153908242744 34.7426130571914 30.4381781345881 34.3434590624828 60.6310638611933 61.2017005542596 60.6310638611933 34.7426130571914 7.60155758512196 16.3439394120683 34.3332646738453 30.4381781345881 25.2510819417562 63.1572991986392
27.0439955817325 54.9881470593921 54.9881470593921 46.8624742514571 46.8624742514571 63.8155773618495 63.8155773618495 19.6823738377899 15.8980476900027 36.2791731911127 29.4927279000966 21.6129735070203 42.5580393288538 37.6534388712251 33.3490039486218 32.3759210610835 59.474709923851 59.6245623617168 59.474709923851 37.6534388712251 9.13566684887408 20.3238571591738 33.7421134485952 33.3490039486218 27.0333038405801 63.8155773618495
19.9000099606157 58.6311676944853 58.6311676944853 48.0862858631046 48.0862858631046 62.6568417586792 62.6568417586792 2.51566948159615 0.974312976314604 31.7706500732179 20.4555726792782 18.0594420834122 41.1556162902602 30.785676883308 24.3465525958115 36.5860629646726 62.2340696886591 59.0539397645054 62.2340696886591 30.7849383520787 NA 3.49332989351759 28.5542563900297 24.1007799531376 26.1005475047609 65.7315055230603
18.9713798209442 34.4192965879056 34.4192965879056 34.4192965879056 34.4192965879056 45.0869639097987 45.0869639097987 14.5579888364929 14.5579888364929 21.0374903380764 25.7955269481793 30.2089179326305 NA 36.9484028511194 34.4192965879056 37.8899822734565 43.2835785935516 39.648693099692 38.0541820817653 30.0059056034544 NA NA 30.0059056034544 25.959726756488 30.0059056034544 35.2353021152407
51.4374296266419 63.2043657605828 63.2043657605828 40.2890491332749 40.2890491332749 58.7090846303685 58.7090846303685 26.6633494280857 15.2243908936923 32.0015590380327 32.0015590380327 23.9713964913738 14.9638414033666 42.0879609026038 48.2130616946741 60.6154519908806 40.2890491332749 48.2130616946741 42.2538192304565 34.9408709659909 32.0015590380327 22.259361428213 40.2890491332749 32.0015590380327 NA 45.4817848038466
51.4374296266419 63.2043657605828 63.2043657605828 40.2890491332749 40.2890491332749 58.7090846303685 58.7090846303685 26.6633494280857 15.2243908936923 32.0015590380327 32.0015590380327 23.9713964913738 14.9638414033666 42.0879609026038 48.2130616946741 60.6154519908806 40.2890491332749 48.2130616946741 42.2538192304565 34.9408709659909 32.0015590380327 22.259361428213 40.2890491332749 32.0015590380327 NA 45.4817848038466
18.3195177772928 53.6563980321941 53.6563980321941 44.7814076957669 44.7814076957669 64.4726328019643 64.4726328019643 37.9601903501442 39.5061944951143 37.9601903501442 45.42631966296 40.9169265021231 18.7465879345873 NA 49.003068662536 64.4726328019643 57.5755062659755 57.5755062659755 62.6834162888599 45.42631966296 45.42631966296 29.0163359293415 43.2435053800204 41.0606910970808 NA NA
14.9592670113191 26.6062308648368 26.6062308648368 26.6062308648368 26.6062308648368 34.6069813562566 34.6069813562566 10.9184916273697 10.9184916273697 15.7781177535573 20.1384036350421 23.4484468733805 NA 35.7852206019372 26.6062308648368 29.209245129 33.2544423690713 30.5282782486766 29.3323949852315 23.2961876264984 NA NA 23.2961876264984 20.2615534912736 23.2961876264984 27.2182350103381
NA 73.5148516514642 73.5148516514642 58.0182655341217 58.0182655341217 88.238010139882 88.238010139882 40.1093305087163 54.3026092232757 56.0631718461089 50.1398883262788 54.3026092232757 37.5267496471878 NA 54.0141289249775 79.8253751910226 71.5766763961129 69.6406110527655 67.1471884301106 62.1689184931911 62.4167595720033 47.3286063788574 51.5970957646538 50.1398883262788 NA NA
13.9347424386967 56.8565049822116 56.8565049822116 49.0908884378378 49.0908884378378 61.01288265349 61.01288265349 40.3653292984769 40.3653292984769 37.8223274470509 47.9964472564064 44.0507282406742 25.9267971367542 NA 49.1549473461986 61.01288265349 60.9227884927402 60.9227884927402 64.2868167991105 47.9964472564064 47.9964472564064 29.7199796042043 45.9636772781654 43.9309072999244 NA NA
13.9347424386967 56.8565049822116 56.8565049822116 49.0908884378378 49.0908884378378 61.01288265349 61.01288265349 40.3653292984769 40.3653292984769 37.8223274470509 47.9964472564064 44.0507282406742 25.9267971367542 NA 49.1549473461986 61.01288265349 60.9227884927402 60.9227884927402 64.2868167991105 47.9964472564064 47.9964472564064 29.7199796042043 45.9636772781654 43.9309072999244 NA NA
24.5641207242401 56.9176101978081 56.9176101978081 48.1604524225985 48.1604524225985 60.9078037662115 60.9078037662115 3.71176023961921 5.04087450572531 29.7416578896413 22.0031172914859 23.2482689699655 40.8439371832211 28.2285598257819 25.8926513003227 39.4985595630314 60.9078037662115 56.9176101978081 60.9078037662115 31.3085497259244 NA 3.71176023961921 29.9947301197509 23.4023479433636 24.100399762174 66.0157482952979
