"Date" "rc_Q" "gauge_Q"
2016-06-23 4957.45298738279 4663.13334623079
2016-09-08 3692.41838219995 3489.76817399808
2016-09-09 3056.52388222262 3471.16400578714
2017-06-01 2956.28105158796 3440.496860928
2017-06-01 3451.84374671742 3440.496860928
2017-07-20 4915.68257954345 4852.20493092557
2017-08-05 5056.91571368472 4720.0785247273
2017-08-07 NA 4430.99183786957
2017-09-03 3351.56098943022 3001.86890721792
2018-05-19 4957.61847102627 4307.98345627392
2018-05-21 5106.46790199316 4432.46431389235
2018-05-28 5003.81778115975 5029.18522212556
2018-06-07 3875.64738209674 4375.23596692992
2018-06-14 5086.97893136044 4552.81091190835
2018-06-15 3991.36598053805 4451.94630434765
2018-06-20 NA 4168.18318464921
2018-06-21 4963.98953333306 4168.77783842765
2018-07-01 4106.52980716467 4832.75125731687
2018-07-04 5024.62785511343 5563.66570154957
2018-07-14 3792.56063592602 3896.51135844557
2018-07-16 3775.07573137071 3457.00558249114
2018-07-18 3564.24366893633 3374.71682629478
2018-07-22 2845.74914027575 3229.30981904487
2018-07-24 3348.83033374884 3231.37694884608
2018-07-26 NA 3434.60695683687
2018-07-29 2878.81086374463 3383.26851396557
2018-07-31 3331.61763776866 3370.29939822643
2018-08-10 NA 3940.77058966886
2018-08-20 4952.34381488166 4457.24155466035
2018-09-08 3287.70166557477 3672.3552008233
2018-09-09 3784.03166385679 3559.65415138714
2018-09-15 2899.00950027947 3084.78063403929
2018-09-15 3630.0550715065 3084.78063403929
