"Date" "rc_Q" "gauge_Q"
2016-09-08 3519.30280944526 3489.76817399808
2017-06-01 3131.17250753753 3440.496860928
2017-07-20 5011.49556705988 4852.20493092557
2017-08-05 5134.22145798269 4720.0785247273
2017-08-07 NA 4430.99183786957
2017-09-03 3091.63346157389 3001.86890721792
2018-05-21 5239.28151396657 4432.46431389235
2018-06-07 3772.83398140933 4375.23596692992
2018-06-14 5197.51070908003 4552.81091190835
2018-06-15 3981.85320178257 4451.94630434765
2018-06-21 5033.63931531954 4168.77783842765
2018-07-01 4075.36980658193 4832.75125731687
2018-07-04 5134.38105759697 5563.66570154957
2018-07-14 3651.42501531729 3896.51135844557
2018-07-16 3627.91575931129 3457.00558249114
2018-07-18 3345.7520913269 3374.71682629478
2018-07-24 3068.01650862393 3231.37694884608
2018-07-26 NA 3434.60695683687
2018-07-31 3071.68873370108 3370.29939822643
2018-08-10 3834.00393167842 3940.77058966886
2018-08-20 5018.34374387696 4457.24155466035
2018-09-09 3662.72802235877 3559.65415138714
2018-09-15 3501.70919759944 3084.78063403929
