"2016-05-17" "2016-05-31" "2016-08-31" "2016-09-01" "2017-05-31" "2017-06-14" "2017-06-27" "2017-07-12" "2017-07-30" "2017-08-06" "2017-08-26" "2017-09-02" "2017-09-08" "2017-09-15" "2018-05-21" "2018-05-28" "2018-06-02" "2018-06-04" "2018-06-09" "2018-06-21" "2018-06-26" "2018-06-27" "2018-06-30" "2018-07-07" "2018-07-20" "2018-07-23" "2018-07-24" "2018-08-10" "2018-08-18" "2018-09-08" "2018-09-09" "2018-09-13"
"29" 919.043935521343 0 0 0 0 992.321797582949 863.88981657004 0 0 0 1023.76785680616 0 0 0 892.379568799564 0 0 0 992.000242347356 0 875.903899332814 0 0 0 0 0 0 1028.15817312657 0 1028.99058968932 0 0
"30" 942.150415200914 0 0 0 0 1052.38415054315 927.277355758809 0 0 0 1084.33255370134 0 0 0 951.207109458907 0 0 0 1054.23044774096 0 944.15304521492 0 0 0 0 0 0 1092.19972092582 0 1095.17367608891 0 0
"31" 943.150239588483 0 0 0 0 1088.49090115049 968.878175835212 0 0 0 1115.68296017352 0 0 0 992.24405541894 0 0 0 1092.4858650189 0 1001.36063530464 0 0 0 0 0 0 1131.1571545781 0 1135.80570965909 0 0
"32" 920.811775262738 0 0 0 0 1096.54990686278 998.788043892699 0 0 0 1123.00923162225 0 0 0 1018.97474470778 0 0 0 1104.32585556973 0 1047.9943356867 0 0 0 0 0 0 1142.83667235957 0 1149.63244135018 0 0
"33" 875.354493593733 0 0 0 0 1081.50610922597 1013.11014656256 0 0 0 1113.4389822528 0 0 0 1025.75578427522 0 0 0 1093.34548821377 0 1074.19631711508 0 0 0 0 0 0 1132.52946096091 0 1143.07690287508 0 0
"34" 819.544041775434 0 0 0 0 1053.63426066511 1004.70646051126 0 0 0 1092.0555058761 0 0 0 1004.8112338792 0 0 0 1062.4163873489 0 1074.93217482444 0 0 0 0 0 0 1108.53141734057 0 1124.53486379175 0 0
"35" 755.942359876549 0 0 0 0 1013.62519593351 978.626757928537 0 0 0 1056.05672410486 0 0 0 964.972713997628 0 0 0 1017.11376559326 0 1059.09589490065 0 0 0 0 0 0 1069.31981597584 0 1090.37798644715 0 0
"36" 685.169680800601 0 0 0 0 957.340992838254 933.186551567084 0 0 0 1002.62882751603 0 0 0 910.293526745213 0 0 837.667312505171 960.460454425747 0 1022.06873344317 0 0 0 0 0 0 1011.53881183902 0 1036.0504073107 0 0
"37" 618.924134306678 0 0 0 0 896.293121767355 877.495233464288 0 0 0 946.912366907525 0 0 0 839.054432630342 0 0 814.9090963197 901.123652093171 0 957.960081875988 0 0 0 0 0 0 946.513064127318 0 974.715557197775 0 0
"38" 558.081785427318 0 0 0 0 840.092064357425 824.295866955802 0 0 0 897.936556813016 0 0 0 757.382906666833 0 0 783.553218423348 849.371823600236 0 872.679361678738 0 0 0 0 0 0 883.269882136135 0 916.222297318625 0 0
"39" 507.544288334785 0 0 0 0 790.50094032753 769.988925515956 0 0 0 852.98614277963 0 0 0 673.392829830985 0 0 757.970443841525 803.79541711444 0 775.053544130553 0 0 0 0 0 0 825.972276235608 0 862.657685709571 0 0
"40" 480.832254323194 0 0 0 0 753.189399376773 717.476598167906 0 0 0 810.542157930042 0 0 0 603.788206568342 0 0 738.68955446087 765.868581053993 0 688.580540007272 0 0 0 0 0 0 774.992711253141 0 817.437094944704 0 0
"41" 459.270137140956 0 0 0 0 714.726819281795 671.957550195393 0 0 0 769.102473741089 0 0 0 546.167797835386 0 0 718.094721483807 727.834666234403 0 609.943548637803 0 0 0 0 0 0 731.250133428569 0 775.232148690837 0 0
"42" 450.567066448173 0 0 0 0 681.607702661197 631.747788076797 0 0 0 728.626273375522 0 0 0 498.166929368087 0 0 704.318859818521 696.590877641519 0 537.335058042376 0 0 0 0 0 0 692.77514581702 0 733.2169456085 0 0
"43" 436.583040819973 0 0 0 0 647.01785035861 608.76644336807 0 0 0 693.329510080649 0 0 0 463.82229193788 0 0 667.006573236323 663.136259496653 0 485.204857766942 0 0 0 0 0 0 656.943597600955 0 696.178699447568 0 0
"44" 425.466366592619 0 0 0 0 617.579475295965 590.449327071041 0 0 0 666.433019383902 0 0 0 439.147528441299 0 0 637.83760000583 632.132494693357 0 449.105926708605 0 0 0 0 0 0 629.255854738896 0 667.136032724228 0 0
"45" 424.218378982836 0 0 0 0 596.37558846396 573.206448303878 0 0 0 646.910579611789 0 0 0 423.107923449062 0 0 624.003622901694 604.840611000512 0 424.893114671803 0 0 0 0 0 0 608.388415594831 0 647.209981450718 0 0
"46" 430.186355361092 0 0 0 0 579.696466838262 552.229267018741 0 0 0 625.285581630503 0 0 0 407.665408677702 0 0 612.559923462822 580.403983483048 0 407.238643708379 0 0 0 0 0 0 589.700152506696 0 625.786863260377 0 0
"47" 423.553394209364 0 0 0 0 552.355122361197 529.75970925009 0 0 0 595.93527914862 0 0 0 387.145634272805 0 0 600.308405093965 548.243752125496 0 386.718744426134 0 0 0 0 0 0 566.916955535557 0 596.437555395029 0 0
"48" 416.952087093869 0 0 0 0 524.17893608046 505.489922429484 0 0 0 562.240555906906 0 0 0 369.538644297906 0 0 595.371021259124 517.527124472625 0 369.212680721188 0 0 0 0 0 0 534.151230005859 0 563.409733205619 0 0
