"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 93.3106964678961 79.8430357254173 60.8456018634532 76.2979525383921 59.5434801616625 64.2065491847658
"15356000" 75.405876437699 65.3017361330453 16.5991587387984 76.3355845212037 45.3977708835699 72.0255246940561
"15485500" 42.5895426400032 46.1858823496609 64.39663368466 44.7085269475052 54.7650570408138 50.4325302140511
"15515500" 31.6413595180945 32.7393141404613 43.2943047625321 26.2319894929529 47.5824599463098 48.1186862687271
"15484000" NA 64.3685100439259 73.7401486836744 NA 68.3346471056049 NA
"15493400" NA 44.4770998600972 70.6542608116175 NA 60.332473680668 NA
"15514000" NA 52.2698996915793 113.077538207664 NA 87.7366367741976 NA
"15477740" NA 64.8199248964739 56.2890238724059 NA 56.1494928169119 NA
"15493700" NA 46.4646296557859 46.3432450539364 NA 54.6337875546374 NA
"15511000" NA NA 111.320533635165 NA NA NA
"15519100" NA NA 138.904986956109 NA NA NA
