"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 122.677906442492 94.2178353809793 74.9895806111704 90.2227658489263 71.8848495557382 77.4063640215731
"15356000" 63.2610246054528 70.5854487088035 18.2803271554466 70.5475819278613 47.5251891504306 73.8236924864253
"15485500" 46.5219391201989 47.040421429147 61.8107616695244 46.6085515661871 52.7608033892836 49.1989261346354
"15515500" 30.8463006009697 33.9729106211167 39.5800845520975 27.6981201679552 47.1701068672834 47.290898675511
"15484000" NA 55.1291502301943 55.3927731524577 NA 55.6906572730376 NA
"15493400" NA 44.074237306715 88.9091196264279 NA 68.1759420261043 NA
"15514000" NA 67.5431860884656 168.963800605736 NA 129.480799235638 NA
"15477740" NA 71.0850059634145 56.3447992591678 NA 63.1711255968703 NA
"15493700" NA 63.2369879099241 54.9611530972398 NA 58.4066726300774 NA
"15511000" NA NA 155.76822601087 NA NA NA
"15519100" NA NA 569.654796371622 NA NA NA
