"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" -8.69501024692416 -6.75134921554078 -4.1154078384626 -6.12075568089266 -3.29817403142751 -4.06015468345127
"15356000" -20.5885557301049 -14.347143647644 0.181481342420086 -18.7427813286882 -5.60998448481932 -15.9300303596451
"15485500" -0.537389261777067 -1.4999975101708 -4.44928566219212 -1.0491165257201 -2.69338555303138 -1.93633781199328
"15515500" 0.00988920365755253 -0.594774026041602 -1.6748515710712 0.160193746625799 -2.96784583901619 -2.68964632799046
"15484000" NA -2.6831069066051 -1.27534962417213 NA -1.77202871258012 NA
"15493400" NA 0.0277055525991898 -0.973425565424083 NA -0.507707607664968 NA
"15514000" NA -0.277011103033013 -4.8854260053459 NA -2.68196165551075 NA
"15477740" NA -3.55818359928301 -1.85814160264258 NA -1.99625642688734 NA
"15493700" NA 0.0385956050495569 0.0866748976810627 NA -0.226305938996264 NA
"15511000" NA NA -3.33879247366033 NA NA NA
"15519100" NA NA -2.22231497103141 NA NA NA
