"2016-06-17" "2016-06-24" "2017-06-04" "2017-07-06" "2017-07-13" "2017-07-29" "2017-09-08" "2017-09-15" "2018-05-29" "2018-06-07" "2018-07-03"
"960" 494.652339990351 504.341961235425 503.828701128054 486.854528326392 447.687409645752 513.869377954594 729.474597927829 769.925150671773 512.391644717555 494.652339990351 0
"961" 492.67453406364 502.525460370022 499.500155742434 481.104538202842 448.136552399136 509.540832568974 709.245476500747 0 512.574928313343 492.67453406364 0
"962" 490.134573417728 499.441708737281 494.495428888352 476.057363467704 445.790281415455 504.536105714892 682.956265999665 0 509.491176680603 490.134573417728 0
"963" 488.278029713825 495.069083247258 490.122803398328 476.134603784973 444.11787917409 499.502392069299 646.922503927188 920.492521023625 504.457463035011 488.278029713825 0
"964" 487.455936978555 492.402216827485 487.455936978555 477.403008668043 447.648350798645 493.580042676873 610.718126060977 920.492521023625 501.963171333289 487.455936978555 0
"965" 487.739687159211 492.68596700814 487.739687159211 477.371389355796 449.26438321201 489.585449468411 579.29604106899 887.414238647533 502.40397591627 487.345475293083 0
"966" 490.442057055766 494.875076797325 490.442057055766 477.953166712037 447.215244115164 490.442057055766 559.092740029373 868.047900285954 504.354800826461 487.532437182115 0
"967" 490.140606290893 492.061581512235 490.140606290893 480.636573731894 444.436993981405 490.140606290893 576.899313248073 847.09503899728 501.66065284316 484.717597582081 0
"968" 491.795264954859 491.795264954859 491.795264954859 484.580720625815 445.282856335067 489.834660402469 606.32879185331 839.482064789872 501.394336285784 484.175196873267 0
"969" 489.878562838544 491.761972474952 489.878562838544 484.75976172312 447.276771532879 487.429125792829 632.984839445643 814.760329769883 503.884272955854 481.293824569627 0
"970" 488.671645736526 492.574214806897 488.671645736526 483.070077780295 448.167086298022 486.222208690811 641.052057564443 789.667486497183 504.006002993013 480.086907467609 0
"971" 490.124855981365 496.181264358059 490.124855981365 483.082540491582 448.784636643684 485.960793919243 636.144108532234 750.039743532768 505.458966275693 480.163388581294 0
"972" 490.138124743501 496.397208680529 490.138124743501 483.104807407645 450.691395754687 483.820634852839 629.052826142735 713.227501350925 503.721770262909 480.179293521338 0
"973" 492.038475378876 498.466565393934 492.207481456906 485.339381274162 453.874663446638 485.518178194578 601.528600026104 677.263357767651 503.974728322331 483.862164072329 0
"974" 492.17986692828 500.695740771555 494.436656834527 487.639640011786 456.15613156817 489.427871759963 573.071449193637 638.073459388824 506.203903699953 485.88674936983 0
"975" 494.233133768746 504.362892247941 498.103808310914 489.993267552133 458.733277190976 492.926030080755 553.324598962496 598.37696713983 507.64879518028 489.959484419641 0
"976" 497.635592773651 507.766431437313 503.390757136695 493.395726557038 460.156206611103 498.517201478516 536.966512089863 565.983229911083 509.380069311316 493.395726557038 0
"977" 501.353345120462 510.943149364306 508.046063063906 497.113478903849 460.039789828193 504.253650273215 527.774080498084 555.851919707629 510.943149364306 497.113478903849 0
"978" 501.406251534795 512.610331669195 510.658922179258 498.881010334589 460.091220377642 508.175597343426 536.884609603116 559.067578415769 512.610331669195 498.881010334589 0
"979" 499.069246439735 513.060572493638 509.158081565847 498.69743306807 458.901887845784 508.828184558556 546.178169833461 562.678102147969 513.060572493638 498.69743306807 0
"980" 496.736457508075 512.915241023142 506.858993097163 496.736457508075 457.382599220864 506.900909461537 552.618542407537 571.238447296732 512.915241023142 496.736457508075 0
"981" 493.010273951197 509.256183522905 501.045025712068 493.010273951197 454.773125882454 501.086942076442 555.347625664535 577.91382017304 509.256183522905 493.010273951197 0
"982" 489.117586132141 506.909903897688 497.017199902031 491.159480810695 453.913718542266 497.997028279952 554.809729482717 580.781307292168 506.909903897688 489.117586132141 0
"983" 485.316932781079 505.39586185199 493.350059096837 489.160180257852 451.958469570853 494.025664902778 553.892968817163 579.260816219692 505.39586185199 485.316932781079 0
"984" 480.367325590861 502.870379684967 492.23513051474 486.120005373078 450.243844554446 490.148754151395 554.585575966648 578.779369786514 503.807933265367 480.367325590861 0
"985" 474.579058072434 495.671451490196 488.399027549651 475.990537215831 446.879996063455 484.969109087457 550.919480697484 577.00631375317 498.763667804417 474.579058072434 0
"986" 472.387986809534 491.05667240564 486.174632066701 469.745528983425 444.381604810909 486.682856361408 548.575553423265 577.393259274353 495.424982188299 472.387986809534 0
"987" 472.59863039817 488.944640752204 484.864825526609 464.881192746909 441.863319499895 491.32823718891 547.233481887164 578.543317720596 494.721431676039 472.632418695292 0
"988" 473.375738823967 489.71960908415 486.11469908298 464.010272032157 441.597795505826 498.698730739321 550.456487758025 581.584454348894 496.037314412093 475.562296912096 0
"989" 473.159296819439 488.497454612601 484.41951043351 464.681518162693 439.362255811517 499.496095842825 560.2688511325 589.14050292519 495.299576047831 477.500435270308 0
"990" 474.352419224649 487.67397388953 485.749128469934 464.681518162693 438.609658217183 501.231266443571 570.887428442082 598.410124625978 493.858484782456 478.693557675518 0
"991" 477.389104865186 488.616498008661 486.691918648823 464.681518162693 438.747470068288 502.984647713318 581.328615267536 607.863898143229 495.39011759438 481.730243316055 0
"992" 480.24626542274 490.788852607069 488.221752394664 465.898528439545 440.253704649522 504.751418738301 585.314667931965 614.163560314604 498.067326649602 484.587403873609 0
"993" 483.660134502456 494.777517179784 493.182414872247 473.23328183631 443.844411557196 503.965227656372 590.040109604716 621.864634202397 504.929418971589 488.001272953325 0
"994" 488.675386297455 499.758980677661 499.515410254969 482.419639262454 448.354426397327 502.187136615246 591.861604752139 626.852172407508 507.889996811862 492.982736451203 0
"995" 495.448228892605 504.379053481804 505.680210447188 486.70153036902 454.815023224799 500.616444374658 593.386950945252 630.303377302286 511.67213512226 497.467531982988 0
"996" 502.573574562139 509.349818788598 510.651387514934 496.369044211111 463.825329476839 503.09506768943 595.186929234253 636.977265356387 515.762933523131 500.284128687994 0
"997" 509.628227778228 514.249974006729 513.464876134938 496.369044211111 470.230138331181 507.082787768796 598.564754806675 639.949230270412 520.663088741263 505.252115305955 0
"998" 515.404466366022 520.169771187288 516.562777995859 496.369044211111 477.2823475788 512.461868867291 601.847951311403 641.965021074901 525.712637710882 511.028353893749 0
"999" 524.428865385209 529.676926002153 522.402386572403 496.369044211111 484.250223986051 523.448222750731 609.536800301707 642.692948779429 533.707650644492 520.052752912936 0
"1000" 533.575435550493 539.499302355077 530.204909242498 500.439125246015 492.780975426975 535.949460157746 615.308907216963 640.67237932516 541.712980608222 529.199323078221 0
"1001" 541.269985089257 549.349998384853 540.055605272274 0 504.169672551189 548.69168169365 623.34267913683 642.982686404098 551.563676637998 536.893872616984 0
"1002" 550.024807614749 558.772650253811 550.695587020724 0 514.20183403439 560.946535880867 631.834208019778 648.886460539236 561.400449581827 546.324998718401 0
"1003" 556.949472796657 566.635370899273 561.287140876277 0 520.820746857807 569.416901255771 637.631019728298 650.849254189 567.852685236246 556.916552573953 0
"1004" 562.405587872277 572.091485974893 568.829922550025 0 527.365651788172 573.292833434252 640.673045420213 654.669161926035 575.429664414569 563.690415389749 0
"1005" 569.64181420645 578.111438451602 576.801522135432 0 534.134947514135 577.030344913573 643.334987249147 658.751782373893 583.605021248345 569.920786357291 0
"1006" 571.212109814979 579.917582854718 580.763070895614 0 540.092852013364 574.966037096461 647.165207620149 665.032403501005 587.261640705213 572.200853219315 0
"1007" 569.934938163987 579.484831102137 581.141548317575 555.13367048617 544.570422594322 569.793275346884 649.560499412568 670.959104459123 591.509423164793 571.430583518272 0
"1008" 569.148248396728 578.460580601775 580.117297817214 561.610498529826 544.427807322906 566.114812638737 650.130748707139 673.269584897535 592.97848895775 570.643893751012 0
"1009" 567.748602035818 578.208462675013 576.967769505702 566.871512053372 543.168363192313 562.965284327225 649.971503414347 673.342293187054 592.184703994864 568.703221086534 0
"1010" 566.75650237692 577.865275081835 575.747357674618 566.871512053372 543.068434614913 561.885844860485 650.043416252576 673.503593115746 593.303259075791 566.105384518923 0
"1011" 571.089479972314 584.712410338556 580.080335270012 574.272761682099 545.665209626625 568.653732172727 649.202101718855 672.505145683533 595.161895218032 571.335434115261 0
"1012" 574.20699223233 587.337843504658 583.367493445907 574.272761682099 548.186145231617 576.396419299114 645.905069812761 666.407102610092 599.995086521625 575.423665435772 0
"1013" 577.578747045689 590.108278186477 585.476203117934 574.272761682099 549.685575730601 580.133078623604 643.048473786147 664.108711167571 602.716174143561 578.170132653962 0
"1014" 582.611839071897 594.511978213607 589.879903145064 580.652458747408 551.937311982982 587.641553094169 636.503594904123 650.929037729668 605.002252198476 582.611839071897 0
"1015" 587.217407908445 596.879196999259 592.247121930716 589.863596420504 556.742737539981 592.247121930716 629.483168445567 639.481214033879 607.209809437648 587.217407908445 0
"1016" 590.251493287408 599.993180126163 597.479022464837 596.098625080523 560.64170418957 597.479022464837 621.967069902999 629.493661571953 612.206539433791 590.251493287408 0
"1017" 594.886864068488 603.438864973136 603.438864973136 595.720739592768 560.670784173819 603.438864973136 615.775686183741 621.25435201873 619.49317097475 594.886864068488 0
"1018" 595.680743413862 605.618673182693 605.618673182693 595.720739592768 563.051838222867 605.618673182693 612.20951651659 613.616608903569 621.954866190802 595.680743413862 0
"1019" 599.806946681336 607.229949492176 605.426636974921 595.720739592768 562.441023107377 604.253991130367 604.364212389599 608.639762828983 624.153661151919 599.806946681336 0
"1020" 604.362062611618 609.309682978102 604.99278946323 595.720739592768 561.891717347793 601.306562621059 601.927700698941 611.192214580298 626.330657856303 605.692781963298 0
"1021" 604.734935062572 609.682555429057 604.666123008678 0 561.565491416512 599.64978697998 603.561650457312 613.525703244175 627.796860494831 608.578082877691 565.503310147247
"1022" 606.889549876218 605.952113479715 606.222137280663 592.728130671592 568.07969257984 600.647009958147 608.299861069516 614.956636182406 631.488841022196 611.324249560494 550.177479299519
"1023" 606.494805751325 602.887933253319 603.202961021092 592.728130671592 569.761507692641 596.69864581149 608.140168810172 613.393209739792 632.286555119219 611.668622049646 550.177479299519
"1024" 608.949434372739 604.829962865272 606.5939407592 601.028007167773 579.314879626504 596.403181010947 611.767757057521 616.7841894779 635.716272415725 614.123250671061 550.653001593512
"1025" 610.797969501122 610.257475370367 615.116352658544 601.028007167773 587.005722383057 602.292494216524 620.290168956865 624.794875736984 639.923904411052 615.971785799444 556.481268280259
"1026" 613.132340310532 615.421614179507 623.849073078441 601.028007167773 592.867681491766 612.168280818837 627.692170025083 633.410307319425 643.728119069354 616.975437257174 562.795989861743
"1027" 628.779433423691 632.361249232091 640.184390207326 618.899154604548 605.034281628953 629.692795081124 641.324963192928 653.733003754614 655.49263192122 629.920006409294 579.459031214469
"1028" 633.874437456553 639.383891049555 647.180220370793 618.899154604548 608.202261900022 634.940026056891 647.180220370793 661.65626769276 659.865013824547 633.874437456553 586.013349327313
"1029" 641.935116774157 650.590129136538 654.385666752828 631.984666571026 618.454214180743 643.633451619831 654.385666752828 671.38281239605 665.906100159239 642.567863019492 601.716224196393
"1030" 649.42286012582 660.875734860345 663.855262741865 654.641449478098 628.49486965944 656.156551756134 663.855262741865 683.374280257011 673.617610304481 652.577478243079 618.776393667909
"1031" 661.19534514394 670.957594577674 675.166633903454 677.130531808306 641.902280048322 668.752569134789 675.166633903454 695.282416617525 683.047570050079 666.238315337119 633.072330631942
"1032" 676.521075869997 683.453557304 688.496817332843 689.778759134962 658.864586383783 681.564046063176 688.496817332843 705.518626044169 699.217535611799 681.564046063176 643.72404429862
"1033" 688.426887043909 693.469857237088 699.145863511265 713.590381482787 671.406627366667 694.102603482423 698.513117265931 713.01073250364 712.386520946573 693.469857237088 647.447184487152
"1034" 698.685623021424 704.615780504278 712.673184240216 718.406300243636 682.914733578904 706.742736921698 708.771853243446 721.528212025497 727.064420411838 703.728593214603 656.618682638982
"1035" 709.458758009526 717.278428072343 727.225053124484 723.793504133276 689.89866548324 718.772346980668 718.912241986214 731.669761272306 739.095190974851 713.868981957371 668.012934180776
"1036" 722.068117369144 729.254847040576 738.568531701332 729.254847040576 694.942409227087 728.859834468363 728.999729473908 741.124308368616 748.54973807116 723.956469445065 674.312669013777
"1037" 733.441349993217 738.739727588728 745.532313928229 738.739727588728 701.270705604996 738.344715016515 738.490229039953 749.667781926266 754.880774052722 733.441349993217 677.800049212453
"1038" 740.317063757944 745.615441353455 750.518806376753 745.615441353455 709.413363628193 745.220428781242 745.997819809733 759.063433508207 756.711970166855 740.317063757944 684.690004940666
"1039" 745.417285602525 750.715663198036 754.986281975999 751.34870070713 719.555782115285 749.687904380488 754.253337988704 766.687074682126 756.769995368925 745.417285602525 696.084547746219
"1040" 750.825509753635 755.236700059471 757.125921375674 758.390352661591 729.383679446233 752.082106105314 764.070167361342 773.833003372162 757.125921375674 750.825509753635 700.055092586062
"1041" 758.37245448978 760.261385970319 760.261385970319 765.303970052977 738.820426687373 755.217957653332 773.506043578025 780.746620763548 760.261385970319 758.37245448978 693.727378368611
"1042" 765.470478746492 765.470478746492 765.470478746492 770.51306282915 746.053600304176 760.533043398945 779.971127443353 785.322773148337 765.470478746492 765.470478746492 685.293184291044
"1043" 770.53978809069 770.53978809069 770.53978809069 775.582372173349 749.233815663982 765.602352743143 782.513719448402 786.92403908586 770.53978809069 770.53978809069 681.233719972175
"1044" 775.56188166819 775.56188166819 775.56188166819 780.604465750848 747.949476928881 770.624446320643 785.014714704646 786.903936020849 775.56188166819 775.56188166819 681.848488680186
"1045" 780.770643059616 780.770643059616 780.770643059616 785.18018963318 743.05656888521 775.833207712069 787.068179761682 787.068179761682 780.770643059616 780.770643059616 675.962788669481
"1046" 785.244600783842 785.244600783842 785.244600783842 786.500591872997 738.075664086266 780.93979040082 787.133532264381 787.133532264381 785.244600783842 785.244600783842 669.147996672125
"1047" 786.540646934404 787.173781591016 787.173781591016 783.385060645584 733.702013958389 785.390843079916 787.173781591016 787.173781591016 787.173781591016 786.540646934404 669.026502771353
"1048" 782.881972525479 786.982617597117 786.041436198753 778.151145790976 730.855814498751 786.041436198753 786.041436198753 786.041436198753 786.982617597117 782.881972525479 682.722839238432
"1049" 777.760099802613 786.269519104987 782.807625982771 773.029273068109 728.891944021039 782.807625982771 782.807625982771 782.807625982771 786.269519104987 777.760099802613 703.308226386583
"1050" 772.796031427183 783.194672045759 777.843557607341 768.065204692679 728.967363699739 777.843557607341 777.843557607341 777.843557607341 783.194672045759 772.796031427183 0
"1051" 766.891689824844 777.290330443421 771.939216005002 762.16086309034 727.48996622547 771.939216005002 771.939216005002 771.939216005002 777.290330443421 766.891689824844 0
"1052" 758.71199741527 769.110638033846 763.759523595428 754.61411107215 722.464022336793 763.759523595428 763.759523595428 763.759523595428 769.110638033846 758.71199741527 0
"1053" 749.352476723696 759.117982685661 753.766868247243 751.910765951444 717.512578440082 753.766868247243 753.766868247243 754.653541728085 759.117982685661 749.352476723696 0
"1054" 742.143850865423 749.074883921456 744.031913372308 750.78530016269 712.510463746702 744.664950881402 744.664950881402 748.073883187541 749.074883921456 742.143850865423 0
"1055" 733.007325637585 736.160299342476 733.007325637585 748.975894498447 705.11202943132 734.271078026273 733.640363146679 739.12868357148 738.673303940858 733.007325637585 0
"1056" 723.771893421161 725.035645809849 723.771893421161 730.505030065599 697.228167444053 725.035645809849 726.524062693235 734.525771953197 728.140036016504 723.771893421161 0
"1057" 715.497210483381 719.118811959972 717.855059571284 719.505461936609 690.622826007073 716.760962872069 719.265523923045 729.782929908593 722.223202166627 715.497210483381 0
"1058" 706.961653617199 713.097701186205 712.849587807395 701.265054290509 688.705469774521 708.225406005887 714.260052159156 726.424173820914 718.558768318693 706.961653617199 0
"1059" 701.702497488571 707.2660963781 710.551225660768 707.668929389902 686.41953176791 702.785713821733 712.866888726004 722.533272881075 714.304061544355 701.702497488571 0
"1060" 700.723369506147 705.744364816453 709.572097678344 709.691302230916 683.17310495318 701.263982260085 711.345157164356 719.322677503851 712.782329982707 700.723369506147 0
"1061" 701.193397180772 707.355261635298 710.042125352969 708.689953686885 680.380864596502 702.87487907893 711.815184838981 720.165035239159 712.239222860082 701.193397180772 0
"1062" 702.534180863997 708.696045318524 711.382909036194 710.567050843401 676.873508376449 704.215662762156 711.339569868224 719.080842497189 713.073104593359 702.534180863997 646.379208260171
"1063" 701.497552883314 705.638403833924 708.325267551595 708.072487841521 675.029635226692 703.179034781473 709.431961172464 717.170926263825 710.01546310876 701.497552883314 644.292462283336
"1064" 702.275591325929 706.347231486378 706.077518763672 705.773389219006 671.500695563515 706.043101941711 707.184212384542 715.66529929708 708.704281967643 702.275591325929 638.057985961204
"1065" 700.52151702296 706.409000213429 701.86506397465 701.86506397465 670.110003327493 706.409000213429 703.207994808813 712.896874861512 706.611799753307 700.52151702296 635.425683050638
"1066" 697.613836730175 701.887805399306 697.613836730175 697.613836730175 666.932823455054 703.636483440757 701.110936166127 710.799816218825 703.636483440757 697.613836730175 637.867747763996
"1067" 694.174026257522 698.143725819671 694.174026257522 694.174026257522 663.278708055387 700.196672968103 698.338827344905 707.554635077211 702.047643368907 694.174026257522 637.867747763996
"1068" 690.459285990726 694.361018176055 690.459285990726 690.459285990726 661.753200387059 694.800450803148 694.624087078108 701.685232076593 698.805589805739 690.459285990726 637.867747763996
"1069" 685.573882557263 689.779767538753 686.91722407364 684.365720061403 661.749672512197 689.915047369686 689.873862665162 695.389252147578 695.567680684814 686.91722407364 635.739882639952
"1070" 683.123780823999 687.329665805489 686.621867451576 679.760873216938 659.771310618236 687.464945636422 687.423760931898 690.785146472844 695.27232406275 686.621867451576 633.584604751102
"1071" 680.357706926497 682.477563190362 683.855793554074 674.840548378048 656.834876140994 682.612843021295 682.503436093008 684.919299368927 690.420221447624 683.855793554074 637.582390468183
"1072" 678.579433638471 678.57931732765 682.077520266048 671.650966419631 652.233694857374 678.714597158583 677.970923300427 681.333985717322 686.521975584912 682.077520266048 647.636006617426
"1073" 676.552325127564 678.165723338083 680.050411755141 669.184458905656 647.27354319222 676.552325127564 673.350247184664 678.056856553249 684.359703553893 680.050411755141 0
"1074" 674.259233979926 676.176901297425 677.757320607502 664.736375476881 644.076918793069 674.259233979926 669.003498565569 675.865100215291 680.688895212289 677.757320607502 0
"1075" 672.364492321944 672.668645118105 675.862578949521 660.99179525049 642.022074341591 672.364492321944 667.412839959929 676.12428017806 678.793906573271 675.862578949521 0
"1076" 671.188020890339 671.289447804657 673.34276600154 661.023486314745 637.041457443133 671.188020890339 667.445096122531 676.156536340663 677.719555101127 673.34276600154 0
"1077" 668.808837068287 671.030155546456 668.808837068287 660.799047603893 632.983434956199 668.808837068287 665.572659287854 674.284099505985 675.305517731724 668.808837068287 0
"1078" 665.744416480737 670.018844815783 665.744416480737 659.888877957731 631.244964721146 665.744416480737 666.816987639649 674.320357722022 674.294207001052 665.744416480737 0
"1079" 663.995069805461 670.052648616272 663.995069805461 659.550839952847 627.84768277206 663.995069805461 668.262100110529 673.610477911765 674.32801080154 663.995069805461 0
"1080" 660.748087711779 668.960164520547 660.748087711779 656.743256862233 625.649100094507 660.748087711779 665.691089349102 669.695920198648 673.235526705815 660.748087711779 0
"1081" 655.566535083014 665.425917293149 655.566535083014 653.716696514604 623.798688286104 655.566535083014 664.04966114215 665.899499710559 669.228026271579 655.566535083014 0
"1082" 651.842423588418 663.855151350403 651.842423588418 651.842423588418 619.805295078068 651.842423588418 662.0397002693 663.78771018786 665.503338708083 651.842423588418 0
"1083" 647.911791483492 660.693107730913 647.911791483492 647.911791483492 617.15357653704 647.911791483492 658.682574129691 662.584505669003 663.379174693261 647.911791483492 0
"1084" 644.65281822499 655.31424290856 644.65281822499 644.65281822499 615.675262290408 644.65281822499 657.071351881773 661.514020173512 662.309305866824 644.65281822499 0
"1085" 643.434212100951 652.042526927644 643.434212100951 643.434212100951 613.605756043863 643.434212100951 655.344860857352 659.787529149092 661.055746451654 643.434212100951 0
"1086" 641.287670769936 648.112835120865 641.287670769936 641.287670769936 612.735308181286 641.287670769936 653.57016133171 658.01282962345 659.281046926012 641.287670769936 0
"1087" 640.889179882987 645.559846235959 640.889179882987 640.018865131679 612.674402425244 640.018865131679 653.737815604644 658.180483896384 658.646130357096 640.889179882987 0
"1088" 641.497415723492 644.520776675096 641.497415723492 639.554240531294 612.277359584915 639.554240531294 652.73253692381 657.17520521555 659.761229398021 641.497415723492 535.813536884633
"1089" 643.216532918794 644.086548318549 643.216532918794 639.118530231716 613.072784272915 639.118530231716 652.636227738661 655.33088611184 660.974810302264 643.216532918794 535.813536884633
"1090" 645.242098307076 645.242098307076 645.242098307076 638.854453389814 614.265285693986 638.991572489396 652.778145615617 653.318882368046 659.61311867202 645.242098307076 535.813536884633
"1091" 646.041933346671 646.777447242294 646.777447242294 638.828971840697 616.21264538891 639.148889643159 653.511665786208 654.247179681831 656.839471611323 646.041933346671 535.813536884633
"1092" 646.345923456993 647.486757499712 647.486757499712 637.877441495804 617.563712545896 639.858199900577 653.916985933304 655.057819976023 657.143461721645 646.345923456993 535.813536884633
"1093" 646.062555636499 649.358876470382 649.358876470382 637.618187785171 619.096866547787 641.730318871247 653.634112622837 656.93043345672 659.016075202343 646.062555636499 535.813536884633
"1094" 647.043203883732 650.339524717616 650.339524717616 636.202151142984 620.926139675792 643.581281869788 655.960300027791 659.256620861674 660.664983645605 647.043203883732 535.813536884633
"1095" 649.582755690362 652.879076524245 652.879076524245 636.29943347811 623.076401105834 647.193694117308 658.399961716552 661.696282550434 663.652569475675 649.582755690362 0
"1096" 654.567415874729 658.100444770088 658.100444770088 0 627.154514407188 654.56988985803 663.215630044636 666.511950878519 667.259943898081 654.567415874729 0
"1097" 660.016612241542 664.80028611432 665.670667416174 0 632.294285644575 663.422254332865 668.631061342733 671.927382176616 675.134558219074 660.016612241542 0
"1098" 667.959717874679 671.838800665066 674.864916098214 0 638.310007712786 671.838800665066 674.587430158979 675.432103651541 687.524365731034 667.959717874679 0
"1099" 687.298416099646 688.222874569787 693.044970591621 0 642.471526074706 687.749548969633 687.470858722212 675.098126054038 712.931230810576 687.298416099646 0
"1100" 702.02801305629 701.066420584163 705.888516605997 0 643.014455780126 694.446552719288 690.721065004528 673.488863836422 727.483454571797 702.02801305629 0
"1101" 716.42253878696 715.460946314833 720.283042336667 0 642.024506659 697.002353697655 689.570679821812 673.336747136881 742.018178295424 717.24333731757 0
"1102" 731.912878633965 731.996442606669 744.470837913389 0 638.827084323622 699.958124993008 697.322712156101 689.48657496146 750.934036206614 741.950056723544 0
