OrthAngle,lat,lon,st_lat,st_lon,end_lat,end_lon,ID
1.4486232791552935,64.78628955822379,-147.6973488153416,7186308.639942331,467036.19160400366,7183331.001487408,466670.5835737882,337
1.4486232791552935,64.78628955822379,-147.69672044929786,7186308.311198226,467066.0583667171,7183330.672743303,466700.4503365016,338
4.590215932745086,64.78624467493493,-147.69609208325411,7183325.3425220335,466730.26212158584,7186302.980976957,467095.8701518013,339
4.590215932745086,64.78619979164608,-147.69546371721037,7183320.012596301,466760.0740084874,7186297.651051224,467125.6820387029,340
4.590215932745086,64.78619979164608,-147.69483535116663,7183319.684740425,466789.94087806664,7186297.3231953485,467155.54890828213,341
4.590215932745086,64.78615490835726,-147.6942069851229,7183314.355406175,466819.7529189443,7186291.993861099,467185.3609491598,342
1.4486232791552935,64.78615490835726,-147.69357861907915,7186291.666597519,467215.22787342774,7183314.028142596,466849.61984321225,343
1.4486232791552935,64.78633444151261,-147.69797718138534,7186313.970755073,467006.37997290934,7183336.33230015,466640.77194269386,336
4.468042885105484,64.7887132558211,-147.72454808837793,7183648.98585566,465200.79338281375,7186559.8730344875,465926.5590696127,293
1.4486232791552935,64.78866837253224,-147.7239197223342,7186587.9053681865,465776.2870326504,7183610.266913263,465410.6790024349,294
4.468042885105484,64.78857860595456,-147.72329135629045,7183633.297786101,465260.349937796,7186544.184964928,465986.11562459497,295
4.468042885105484,64.78853372266573,-147.7226629902467,7183627.955072318,465290.15698261984,7186538.842251145,466015.9226694188,296
4.468042885105484,64.78848883937688,-147.7220795074918,7183622.636977162,465317.8309702261,7186533.524155989,466043.59665702505,297
4.590215932745086,64.78839907279921,-147.72145114144806,7183578.917437654,465527.66005927866,7186556.555892577,465893.26808949414,298
4.468042885105484,64.78830930622152,-147.7202392926494,7183601.633934751,465405.0629520088,7186512.521113578,466130.82863880775,300
4.468042885105484,64.78835418951036,-147.72082277540432,7183606.951226843,465377.388627475,7186517.83840567,466103.15431427397,299
4.468042885105484,64.78821953964385,-147.7196109266057,7183591.290897053,465434.8137098555,7186502.17807588,466160.57939665444,301
