OrthAngle,lat,lon,st_lat,st_lon,end_lat,end_lon,ID
4.590215932745086,65.85419764956593,-149.85511292626808,7305877.22974048,369621.3166637162,7307366.048967943,369804.1206788239,1030
4.590215932745086,65.85415276627708,-149.85443967693547,7305870.833941221,369651.79467944795,7307359.653168684,369834.59869455564,1029
4.590215932745086,65.85410788298825,-149.85381131089176,7305864.5315828305,369680.2257766838,7307353.350810293,369863.02979179146,1028
4.468042885105484,65.85406299969941,-149.85318294484802,7305874.917326884,369618.61757041817,7307330.360916298,369981.5004138177,1027
4.468042885105484,65.85397323312174,-149.8518813294717,7305862.220973101,369677.5273688976,7307317.664562515,370040.4102122971,1025
4.468042885105484,65.85401811641056,-149.8525096955154,7305868.522460848,369649.095935418,7307323.966050262,370011.9787788175,1026
4.468042885105484,65.8539283498329,-149.8512080801391,7305855.8267365005,369708.0059681876,7307311.270325914,370070.8888115871,1024
4.468042885105484,65.85388346654403,-149.85057971409537,7305849.525835975,369736.43762725726,7307304.969425389,370099.3204706568,1023
4.468042885105484,65.85374881667754,-149.84864973267528,7305830.531885666,369823.78034075524,7307285.975475079,370186.6631841548,1020
4.468042885105484,65.85379369996637,-149.84927809871903,7305836.831915523,369795.34834547783,7307292.275504936,370158.23118887737,1021
4.468042885105484,65.85383858325521,-149.84995134805163,7305843.225218883,369764.8693969594,7307298.668808296,370127.7522403589,1022
4.468042885105484,65.85361416681103,-149.84734811729896,7305812.841157548,369882.46488341404,7307268.284746962,370245.3477268136,1018
4.468042885105484,65.8537039333887,-149.8479764833427,7305824.139211754,369854.25952353573,7307279.582801168,370217.14236693527,1019
4.468042885105484,65.85356928352218,-149.8467197512552,7305806.541996568,369910.8972650225,7307261.985585982,370273.78010842204,1017
4.354596483725852,65.853344867078,-149.8434881544588,7305800.082530409,369975.9409395547,7307205.090814281,370501.25201144395,1012
4.468042885105484,65.85352440023334,-149.84604650192264,7305800.150253994,369941.37685071194,7307255.593843408,370304.2596941115,1016
4.354596483725852,65.8534795169445,-149.84541813587887,7305819.0693330355,369888.59534362686,7307224.077616908,370413.9064155161,1015
4.468042885105484,65.85343463365567,-149.84474488654632,7305787.460567155,370000.2892777964,7307242.904156568,370363.17212119594,1014
4.354596483725852,65.85338975036683,-149.84411652050258,7305806.380233447,369947.5079962491,7307211.388517319,370472.8190681384,1013
4.468042885105484,65.85298580076727,-149.84030144095124,7305728.292040483,370200.6896663561,7307183.735629897,370563.5725097556,1007
4.354596483725852,65.85307556734496,-149.840929806995,7305764.804593881,370091.26824959344,7307169.812877753,370616.5793214827,1008
4.354596483725852,65.8531204506338,-149.84155817303875,7305771.101146345,370062.8347592763,7307176.109430217,370588.14583116554,1009
4.468042885105484,65.85321021721147,-149.8421865390825,7305757.178955748,370115.8419427128,7307212.622545161,370478.7247861123,1010
4.354596483725852,65.85329998378917,-149.84281490512626,7305793.692350581,370006.42110862926,7307198.700634453,370531.7321805185,1011
4.468042885105484,65.85271650103424,-149.8377879767763,7305693.112514321,370313.97318109695,7307148.556103734,370676.8560244965,1003
4.468042885105484,65.85262673445656,-149.83715961073256,7305681.819016728,370342.1814379545,7307137.262606141,370705.064281354,1002
4.468042885105484,65.85253696787889,-149.8365312446888,7305670.525799036,370370.3899057628,7307125.96938845,370733.27274916234,1001
4.468042885105484,65.85276138432309,-149.83841634282004,7305699.407654895,370285.5389873937,7307154.851244309,370648.42183079326,1004
4.468042885105484,65.85285115090078,-149.83904470886378,7305710.701714062,370257.33110222005,7307166.145303476,370620.2139456196,1005
4.468042885105484,65.85294091747843,-149.83967307490752,7305721.996053128,370229.12342800474,7307177.439642541,370592.0062714043,1006
4.468042885105484,65.85240231801238,-149.8352296293125,7305652.846333846,370429.0805666114,7307108.28992326,370791.9634100109,999
4.468042885105484,65.85249208459005,-149.83585799535624,7305664.138969706,370400.87171924143,7307119.58255912,370763.75456264097,1000
4.468042885105484,65.85235743472354,-149.83460126326875,7305646.552625582,370457.51546795695,7307101.996214995,370820.3983113565,998
4.354596483725852,65.85226766814584,-149.833972897225,7305660.478204081,370404.5105727409,7307065.486487953,370929.82164463017,997
4.468042885105484,65.85222278485702,-149.83334453118127,7305628.96740819,370514.1598596157,7307084.410997603,370877.04270301526,996
4.162610266006475,65.85141488565792,-149.82710575403266,7305614.396139052,370584.2359534135,7306893.356385583,371367.9838004874,986
4.249876728606193,65.85154953552446,-149.82768923678756,7305598.870896426,370615.52270338044,7306941.272438829,371284.81942304515,987
4.249876728606193,65.85163930210211,-149.82827271954247,7305610.0678738775,370589.35884059354,7306952.46941628,371258.65556025825,988
4.468042885105484,65.85213301827935,-149.83271616513753,7305617.675895521,370542.36945029383,7307073.119484935,370905.25229369337,995
4.354596483725852,65.8520881349905,-149.83204291580492,7305636.508558091,370491.63800437516,7307041.516841963,371016.9490762644,994
4.468042885105484,65.85199836841282,-149.83141454976118,7305599.999974504,370601.06208882894,7307055.443563918,370963.9449322285,993
4.354596483725852,65.85195348512399,-149.83078618371744,7305618.925634834,370548.28369406925,7307023.933918706,371073.5947659585,992
4.267330021126136,65.85186371854631,-149.8301578176737,7305633.200444309,370516.26624924573,7306987.078370834,371162.03289445816,991
4.249876728606193,65.85181883525748,-149.82952945162995,7305632.647209092,370532.9372027601,7306975.048751495,371202.2339224248,990
4.267330021126136,65.85172906867979,-149.8289010855862,7305615.619209454,370572.9129534437,7306969.497135979,371218.67959865613,989
4.162610266006475,65.85020303685927,-149.82122604319477,7305467.359148687,370846.3616796477,7306746.319395218,371630.10952672164,976
4.249876728606193,65.85029280343694,-149.82180952594967,7305446.832822281,370877.4208526202,7306789.234364684,371546.7175722849,977
4.162610266006475,65.85042745330347,-149.82239300870458,7305494.746714438,370794.25396026147,7306773.70696097,371578.0018073354,978
4.249876728606193,65.85056210316998,-149.82297649145949,7305479.219548426,370825.53848385374,7306821.621090828,371494.83520351845,979
4.249876728606193,65.8506967530365,-149.8235599742144,7305495.413268051,370799.5977322867,7306837.814810454,371468.89445195143,980
4.162610266006475,65.85078651961418,-149.8241434569693,7305538.329196367,370716.20669846353,7306817.289442899,371499.9545455375,981
4.249876728606193,65.8509211694807,-149.8247269397242,7305522.802745051,370747.49204096704,7306865.204287454,371416.78876063175,982
4.162610266006475,65.85105581934721,-149.82535530576794,7305570.810022802,370662.2792300301,7306849.770269333,371446.027077104,983
4.162610266006475,65.85114558592488,-149.82593878852285,7305582.00604148,370636.11444656923,7306860.9662880115,371419.8622936432,984
4.249876728606193,65.8512802357914,-149.82652227127775,7305566.480323491,370667.40061941714,7306908.8818658935,371336.69733908185,985
4.590215932745086,65.84952978752669,-149.81435890000245,7305273.380453428,371456.7210867349,7306762.199680891,371639.5251018426,965
1.5707963267948966,65.84957467081553,-149.8157053986676,7306775.54467945,371486.923979777,7305275.54467945,371486.923979777,967
4.590215932745086,65.84952978752669,-149.81503214933502,7305274.758244569,371426.0093572842,7306763.577472032,371608.81337239186,966
1.4486232791552935,65.84957467081553,-149.81633376471135,7306771.240834702,371549.6617782586,7305282.421607239,371366.85776315094,968
1.335176877775662,65.84957467081553,-149.81763538008767,7306758.774553371,371573.96796469955,7305300.219672774,371223.79991891567,970
1.4486232791552935,65.84957467081553,-149.81700701404392,7306772.619590618,371518.9501371059,7305283.800363155,371336.1461219982,969
1.335176877775662,65.84957467081553,-149.81830862942024,7306760.153946428,371543.2563464033,7305301.599065831,371193.0883006194,971
1.335176877775662,65.84970932068204,-149.81889211217515,7306776.345761154,371517.3133800001,7305317.790880557,371167.14533421624,972
4.354596483725852,65.84984397054856,-149.81947559493005,7305360.756231371,371053.6311432888,7306765.7645152435,371578.94221517805,973
4.354596483725852,65.84993373712624,-149.82005907768493,7305371.94983333,371027.46407378337,7306776.958117202,371552.7751456726,974
4.249876728606193,65.85006838699276,-149.82064256043986,7305419.445733554,370929.5291023558,7306761.8472759565,371598.82582202053,975
4.590215932745086,65.84952978752669,-149.8137305339587,7305272.094812362,371485.385378211,7306760.914039825,371668.18939331867,964
1.4486232791552935,65.84952978752669,-149.8130572846261,7306759.536885827,371698.9011456005,7305270.717658364,371516.0971304928,963
1.4486232791552935,65.84952978752669,-149.81238403529352,7306758.1600613855,371729.6129096855,7305269.340833923,371546.8088945778,962
1.4486232791552935,65.84952978752669,-149.81175566924978,7306756.875322572,371758.2772334794,7305268.056095109,371575.47321837174,961
1.4486232791552935,65.84952978752669,-149.8110824199172,7306755.499135271,371788.9890203783,7305266.679907808,371606.18500527064,960
1.4486232791552935,65.84952978752669,-149.81040917058462,7306754.123277527,371819.70081907447,7305265.304050065,371636.8968039668,959
1.5707963267948966,65.84952978752669,-149.80978080454088,7306758.429827234,371756.96316760854,7305258.429827234,371756.96316760854,958
1.5707963267948966,65.84952978752669,-149.8091075552083,7306757.054606632,371787.67498910247,7305257.054606632,371787.67498910247,957
1.5707963267948966,65.84952978752669,-149.80847918916453,7306755.771364736,371816.3393664646,7305255.771364736,371816.3393664646,956
1.5707963267948966,65.84952978752669,-149.80780593983198,7306754.396781276,371847.05121074454,7305254.396781276,371847.05121074454,955
1.5707963267948966,65.84952978752669,-149.80650432445563,7306751.740187728,371906.42747642746,7305251.740187728,371906.42747642746,953
1.5707963267948966,65.84952978752669,-149.80713269049937,7306753.022527372,371877.763066808,7305253.022527372,371877.763066808,954
