"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 93.3967428823104 100.606502379108 79.4288342118803 98.9465131734346 98.8490483888654 92.8932496322579
"15356000" 424.165812182519 385.374782041621 370.724370505233 400.054288515358 390.006505569121 404.373234465174
"15485500" -56.8096514516786 -47.1803000328144 -54.0841261021893 -44.2083149185602 -45.9401421210402 -62.7421374145476
"15515500" -94.9174481481912 -58.248838348515 -10.3133880616034 -58.2623208561468 -72.6812712252688 -64.2873379307394
"15484000" NA -64.1342575592029 -20.8880174637576 NA 37.5050969339629 NA
"15493400" NA -85.5682414125313 183.318767701894 NA 241.520285637106 NA
"15514000" NA -57.6544489310936 27.3710828085952 NA -47.0772809710014 NA
"15477740" NA NA 195.978709940051 NA NA NA
"15493700" NA NA 20.769674087184 NA NA NA
"15511000" NA NA 318.549188827093 NA NA NA
"15519100" NA NA 391.66652872054 NA NA NA
