"2016-06-17" "2016-07-12" "2016-08-13" "2016-08-29" "2017-06-04" "2017-06-13" "2017-07-06" "2017-09-08"
"5" NA 5.4733327689156 6.46167963139902 11.4395904496884 6.3855548970682 NA NA 4.85753717835534
"6" NA 5.4733327689156 5.4733327689156 8.9954353708443 5.4733327689156 NA NA 4.85753717835534
"7" NA 4.78916617280115 4.78916617280115 6.03457207583393 4.78916617280115 NA NA 4.25034503106093
"8" NA 4.78916617280115 4.78916617280115 5.03957839970727 4.78916617280115 NA NA 4.25034503106093
"9" NA 3.76516364966317 3.76516364966317 3.76516364966317 3.76516364966317 NA NA 4.85753717835534
"10" NA 1.48901541228919 1.48901541228919 2.26579732961502 1.48901541228919 NA NA 3.68822180935145
"11" NA NA NA 3.07123528472862 NA NA NA 1.41457552112545
"12" NA 1.70763979219454 1.70763979219454 6.07142069063265 1.70763979219454 NA NA 1.23775358098477
"13" 2.76140339808816 6.12650375103487 7.70889060544097 11.5878069596082 6.12650375103487 0.274006381715342 NA 1.85639323612144
"14" 6.82143841872957 10.6071763157946 14.3258849335835 18.6896658320217 10.6071763157946 3.38209110699814 1.10441771769417 7.10079972478708
"15" 12.0946171238419 15.880355020907 19.9685710516089 23.504809306544 14.2252697339009 7.00018452510444 3.06742584879439 11.0884005558064
"16" 15.1997046527623 18.9854425498274 25.9602977405809 28.5018157444172 15.3409167606236 8.1158315518271 4.18307287551705 14.1622811748884
"17" 13.7600245427168 17.1251248956636 26.8826751962388 29.0172143295181 13.6363704538876 7.21407249051298 3.7182870004596 14.2706321244432
"18" 13.7600245427168 17.1251248956636 29.3944782118192 31.5007642677918 13.6363704538876 7.21407249051298 3.7182870004596 14.2983868538971
"19" 13.7600245427168 17.1251248956636 32.4823384420437 34.5695302816072 13.6363704538876 7.21407249051298 3.7182870004596 14.2983868538971
"20" 15.4800276105564 17.558125715427 34.8349909551047 35.506631750313 13.633276968429 8.1158315518271 4.18307287551705 16.0856852106343
"21" 14.6468454860017 14.7393226398307 36.1962868366262 38.0722312347217 10.8144738928327 8.1158315518271 4.18307287551705 16.0856852106343
"22" 12.3734487877073 12.3734487877073 36.1739419998966 38.5760692151859 8.44860004070934 7.80757437239734 4.18307287551705 13.9972428199976
"23" 3.86904055624517 3.86904055624517 33.0352360517921 38.3913401413653 1.27502517339733 1.27502517339733 1.27502517339733 5.71118246266046
"24" 0.320369094621836 0.320369094621836 30.7459672357751 39.0927111639685 NA NA NA 2.19817604085244
"25" NA NA 30.4029670183448 39.6507386829823 NA NA NA 0.0356846521550488
"26" NA NA 31.7705796008102 40.2778947332304 NA NA NA NA
"27" NA NA 31.7540853477861 37.9914968196152 NA NA NA NA
"28" NA NA 31.1923367937565 36.1620016174493 NA NA NA NA
"29" NA NA 32.2061148629745 35.233218060555 NA NA NA NA
"30" 3.95712946535692 NA 28.4094851362595 29.0577229267511 NA NA NA NA
"31" 3.95712946535692 NA 28.4094851362595 29.0577229267511 NA NA NA NA
"32" 5.7905354183627 1.83340595300577 30.7697028959773 30.7697028959773 1.83340595300577 1.83340595300577 1.83340595300577 2.36392342025851
"33" 6.22867991463252 1.97025153576611 28.8097161986645 28.8097161986645 1.97025153576611 1.97025153576611 1.97025153576611 2.54036687377503
"34" 8.37716052820158 4.11873214933517 31.0206584635183 31.0206584635183 4.11873214933517 4.11873214933517 4.11873214933517 4.8910574274447
"35" 7.71044271739536 4.39833175605482 33.0845693295317 33.0845693295317 4.39833175605482 4.39833175605482 4.39833175605482 10.2948518007594
"36" 8.67424805706978 4.94812322556167 31.2619087394711 32.5777805764367 4.94812322556167 4.94812322556167 4.94812322556167 13.83853874484
"37" 8.29938996202472 5.65499797207048 31.7714372719962 33.2752907999568 5.65499797207048 5.65499797207048 5.65499797207048 15.8154728512457
"38" 6.53752556565623 6.00430831057031 33.8652863130556 37.756895870306 6.00430831057031 6.00430831057031 6.00430831057031 19.3807580918718
"39" 5.7203348699492 5.25376977174902 34.181090808692 38.6906668889802 5.25376977174902 5.25376977174902 5.25376977174902 20.8661029468441
"40" 5.24340574454216 4.67001757488802 38.118140290656 42.1266523620234 4.67001757488802 4.67001757488802 4.67001757488802 24.1296251130087
"41" 5.17072780642127 1.42654008216996 35.1858910634008 39.6954671436891 1.42654008216996 1.42654008216996 1.42654008216996 24.9909589866442
"42" 7.03742169543133 0.280939390906353 32.8667140212264 37.3762901015146 0.280939390906353 NA NA 22.7944240136771
"43" 8.52097295583875 2.9513316596397 32.5665141943803 37.0760902746686 2.9513316596397 NA NA 21.4924848763761
"44" 8.52097295583875 2.9513316596397 32.5665141943803 37.0760902746686 2.9513316596397 NA NA 21.4924848763761
"45" 10.6040341875517 6.55572974597445 33.7645403118518 36.8710526057345 6.55572974597445 NA 0.0936207295151884 22.6905109938476
"46" 7.26573876773097 9.97435452249553 34.9298272712509 36.0342449889451 9.97435452249553 NA 1.99374008204667 23.8557979532467
"47" 13.7275186878816 13.8726105633028 34.2791180272899 34.958594926833 13.8726105633028 NA 5.89199612285395 23.8461143775977
"48" 19.6437037277569 17.3464533223054 32.1041479732422 33.7767077242939 17.3464533223054 NA 9.36583888185654 23.6671095603577
"49" 23.2986997203813 20.9840575513607 31.1056294608849 33.1177509800995 20.9840575513607 NA 13.0034431109118 24.6778360603649
"50" 23.2577274811079 26.4948686051972 33.047453298207 35.347020748738 27.6232027471581 NA 17.6952399771486 27.6232027471581
"51" 21.2166937433881 23.7658401840774 32.1498972938182 34.4494647443492 27.181017566186 NA 18.0180884345812 27.181017566186
"52" 18.8972956757926 19.6465280854091 31.4337908868841 34.330255670782 24.193137726288 NA 17.9110933151353 24.193137726288
"53" 16.9074516198242 15.7395283408136 29.2283939881556 34.3966322050174 20.2861379816925 NA 15.7395283408136 20.2861379816925
"54" 12.7717946704419 11.7612674379956 25.7270219434423 31.5003557491934 16.7847659369791 NA 7.23181881696092 15.8309882207699
"55" 9.08512343279663 10.3113899861573 25.4145927790461 30.0529747545017 16.4723367725829 1.38278027100814 9.99788630769107 13.2436624814893
"56" 6.81406212426538 9.61012845378335 24.3072675171037 29.2844538324007 16.3195759557881 3.65705153072623 11.1577780003432 11.3606717651442
"57" 4.9315860865694 9.99568937958913 21.2989414962239 28.1127930388273 15.576802739633 4.60873762913678 9.84037202605388 8.34986158548735
"58" 4.60873762913678 11.7319311319167 18.9995775306437 30.0029199762223 15.0262012518128 4.60873762913678 8.93441335138853 5.74016988790702
"59" 4.03264542549468 10.2962654583701 13.6776510769889 28.0619149054971 12.1887485868552 4.03264542549468 7.81761168246496 4.03264542549468
