"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 37.5756139699782 39.5213178020635 39.9234259026786 41.2077311022529 48.9245982083605 46.9817201811787
"15356000" 56.867118589835 40.809185545714 50.0723884390174 54.2232765300159 58.7874542757545 58.4504222558153
"15485500" 22.0374096488953 34.13182844589 61.0935291459463 53.853609475301 70.3414382191592 71.3527668309837
"15515500" 64.8435310164265 28.1369743043252 57.3742790158674 40.8714687460267 34.1329016458665 35.8249131900365
"15484000" NA 58.7918818490715 65.2854313669438 NA 63.0269744601235 NA
"15493400" NA 38.6810168390703 102.019821492621 NA 61.2874523915292 NA
"15514000" NA 54.6322521759213 114.994590915469 NA 68.7046243660376 NA
"15477740" NA 43.3795825880837 54.9989496195526 NA 45.6863449077139 NA
"15493700" NA 42.2563799559051 66.1968433383941 NA 68.7750807900521 NA
"15511000" NA NA 112.812951279295 NA NA NA
"15519100" NA NA 146.636803344092 NA NA NA
