"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 35.824401356228 36.3698543782058 39.5023255276606 36.5508004938149 41.8869291711709 40.2931202531037
"15356000" 36.6156013744543 31.4859206185452 42.2702871223074 35.0707559667678 40.121316213202 37.4642698685978
"15485500" -24.8941214531454 -32.7084750313389 -55.4644207397688 -52.2107990633782 -65.970044535822 -66.9774124853422
"15515500" -54.8697461867173 -8.40403293544192 -53.0279847993469 -36.6478806165752 -19.690450910513 -19.2122070887406
"15484000" NA -45.8974368539182 -48.3990583639012 NA -47.812729169274 NA
"15493400" NA -30.3939809984919 70.6283192457342 NA 16.0124093021311 NA
"15514000" NA 20.5943809724207 77.6244848899097 NA 32.2244268057047 NA
"15477740" NA -36.511207651838 -28.341494617868 NA -15.4722867541268 NA
"15493700" NA 24.1316402796923 47.6099837933946 NA 54.2639085282682 NA
"15511000" NA NA 114.59477268496 NA NA NA
"15519100" NA NA 318.855701278782 NA NA NA
