"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" -0.909296455955743 -1.1304867286787 -0.829902940757635 -1.30588689790615 -1.96219815862075 -1.7794644890019
"15356000" -10.1781396473768 -4.77758228058828 -6.59183820408183 -8.66086508716175 -9.89595019047495 -9.60811004011616
"15485500" 0.682616126448661 -0.365338052916771 -3.70755783740339 -1.97245414428147 -5.09312439933681 -4.87768272816759
"15515500" -2.79611889618829 -0.0996800298833691 -5.36897288044193 -1.32983946377728 -0.93903233279545 -1.06348865117881
"15484000" NA -2.07257247096321 -1.05619698226987 NA -1.41210944093999 NA
"15493400" NA 0.264605042651173 -3.00164331683752 NA -0.555815162897513 NA
"15514000" NA -0.395049277993242 -5.5928707266523 NA -1.25781958236545 NA
"15477740" NA -1.04148176343555 -1.72863281185037 NA -0.983627549576468 NA
"15493700" NA 0.20485611934417 -0.847403560182353 NA -1.04983200162924 NA
"15511000" NA NA -3.45590825972412 NA NA NA
"15519100" NA NA -2.59102378811416 NA NA NA
