"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 39.9058433213966 42.2855472892942 49.4959458695518 43.7083550127217 52.2068646428989 49.965042506895
"15356000" 47.8320896952515 37.8972980023297 49.0085496912999 48.4495557400353 56.6297912216344 53.7946176563668
"15485500" 31.2087101576497 34.2512657098047 56.8622019817504 52.8962719356479 66.8578946064983 67.8143843612594
"15515500" 57.6195102574796 31.7961885766939 53.970310321252 43.2705883616547 32.7707065013036 33.8955974452181
"15484000" NA 48.535622468309 50.0863735089254 NA 50.4848331896564 NA
"15493400" NA 38.1284295937778 121.321377314278 NA 72.3361288234271 NA
"15514000" NA 64.1314035881256 169.932159441522 NA 90.7704844334558 NA
"15477740" NA 51.4162512639035 53.0153828684071 NA 54.0176538927868 NA
"15493700" NA 57.5027654038272 87.8034295157359 NA 94.0363859199894 NA
"15511000" NA NA 156.524673424467 NA NA NA
"15519100" NA NA 619.085389898567 NA NA NA
