"2016-05-31" "2016-08-31" "2016-09-01" "2017-05-31" "2017-06-27" "2017-07-12" "2017-07-17" "2017-07-30" "2017-08-06" "2017-08-21" "2017-09-02" "2017-09-08" "2017-09-15" "2018-05-21" "2018-05-28" "2018-06-02" "2018-06-21" "2018-06-26" "2018-06-27" "2018-07-04" "2018-07-07" "2018-07-20" "2018-07-23" "2018-07-24" "2018-08-18" "2018-09-09" "2018-09-13"
"24" 482.725988359997 644.815329325639 644.815329325639 0 0 619.404343749662 0 641.896080397649 638.278030319446 627.482865214799 628.423721339566 609.987925716621 612.671784419887 274.400456254672 521.969207303804 513.310486064667 612.932816674426 622.391767315562 0 626.405175732508 522.181496133149 617.190600933321 622.391767315562 615.0454409748 635.930916369934 628.719186995223 630.535226853553
"25" 453.62572062108 640.472761223352 640.472761223352 0 0 614.98299049564 0 635.475631476561 633.727650376912 620.457316048857 622.670584695964 605.969714032797 608.653572736063 247.93536641118 499.305756447834 490.602686964192 609.116475966826 615.825806285291 0 621.921522747423 489.994761336709 614.846442992078 615.825806285291 610.624087720778 629.302655608601 626.380714612542 629.804336561463
"26" 426.930019292395 634.80541202805 634.80541202805 0 0 613.048290394055 0 631.280721148685 631.41512869292 614.621805629811 618.280525748571 603.732699741146 606.416558444412 225.560771400155 478.596442582122 472.252788001985 605.306173075087 613.452053940183 0 618.306368475201 455.236154302108 613.181693878586 613.452053940183 608.689387619193 626.922822433526 626.450864477075 629.84000815273
"27" 396.778805695249 622.006083007325 622.006083007325 0 0 601.250355294083 0 617.008754009204 618.716780571766 603.665378026271 605.716818826846 596.428414672119 599.112273375385 204.051839791363 456.380644676327 449.271218274437 594.450726371119 602.731248435644 0 605.742661553477 413.859230702564 604.371110390947 602.731248435644 599.878804131554 614.224474312373 617.673941289293 619.489465946621
"28" 374.433797601621 615.592515884808 615.592515884808 0 0 597.386358737496 0 611.268372062895 613.111050235355 599.532119891764 603.493666242115 596.384597983678 599.068456686944 190.027007591057 442.450889826298 432.387917858501 594.10395917611 598.093124842536 0 601.878664996889 375.374672944672 601.878664996889 598.093124842536 597.386358737496 608.484102776532 616.225092068402 617.26631336189
"29" 355.970999226243 608.940804738972 608.940804738972 0 0 595.362759885179 0 606.762422071327 609.110287294205 595.362759885179 600.998841410822 593.957091149381 596.640949852647 188.140585498205 428.520376148646 420.265957044578 593.889531493078 595.901230997728 0 599.653112153582 342.780767693688 599.653112153582 595.901230997728 595.362759885179 604.685293826372 614.741542836884 614.771488530596
"30" 341.04593303202 605.636088129829 605.636088129829 0 0 593.370822694145 0 602.086542928681 609.894224255558 594.84294856125 596.322962268177 593.437535906724 593.975923770927 184.08886518806 414.140865982139 405.752038354915 591.762976523907 593.370822694145 0 597.526557184411 317.171435294939 597.526557184411 593.370822694145 593.370822694145 603.526048056291 614.120768179353 609.994646054348
"31" 328.884284722114 601.611599192893 601.611599192893 0 0 589.882219055439 0 598.633451428131 610.127303299813 592.793489666542 592.869870767627 592.667971416812 592.667971416812 184.926749550112 399.669805001437 391.347830707237 588.477252153187 592.028312094734 0 594.173504404616 293.447561695158 596.218604830296 594.006084111338 592.028312094734 603.589912037098 612.072263177504 604.531012373414
"32" 321.331156928911 598.138084166327 598.138084166327 0 0 583.796661922913 0 596.572833471023 606.855687624062 589.519382816046 592.281435576875 590.134969044187 592.281435576875 187.694582313245 383.875181905986 377.698388214191 586.146270160109 590.235688027583 0 590.302999518666 274.774325667433 594.359886224003 594.157906197329 590.235688027583 602.328837053631 606.721561438492 598.92033083115
"33" 314.197803641128 595.861112358758 595.861112358758 0 0 575.419342603649 0 592.823422796029 602.971653966904 582.614559287656 590.677578680128 587.058616356566 590.677578680129 192.146659626534 368.630853468452 363.522629697589 584.037495435755 583.936691338867 0 583.936691338867 258.124343880884 592.217537398599 589.97088918581 583.63377791903 596.400135210358 596.367035702102 592.890743395744
