"2016-05-31" "2016-08-18" "2016-08-19" "2016-08-31" "2016-09-01" "2016-09-07" "2016-09-09" "2017-06-14" "2017-06-27" "2017-07-12" "2017-07-19" "2017-08-06" "2017-08-08" "2017-08-21" "2017-09-02" "2017-09-15" "2018-05-28" "2018-06-02" "2018-06-07" "2018-06-24" "2018-06-27" "2018-07-04" "2018-07-07" "2018-07-23" "2018-07-24" "2018-08-18" "2018-09-08"
"16" 0 0 0 45.5983894971171 45.5983894971171 54.098824503921 54.098824503921 39.6389758455589 37.0270825842867 28.8005158909203 0 0 7.42735627943517 0 48.2102827583893 0 0 48.7019332546288 45.6462122648939 44.861714867135 0 0 0 0 0 0 0
"17" 0 0 0 45.5983894971171 45.5983894971171 54.098824503921 54.098824503921 39.6389758455589 37.0270825842867 28.8005158909203 0 0 7.42735627943517 0 48.2102827583893 0 0 48.7019332546288 45.6462122648939 44.861714867135 0 0 0 0 0 0 0
"18" 0 0 0 49.6789318457638 49.6789318457638 52.4172519042377 52.4172519042377 29.7097725750838 29.7097725750838 27.0850698175738 0 0 15.5517514647492 0 49.6789318457638 0 0 49.6789318457638 39.2856080468446 40.9221831436045 0 0 0 0 0 0 0
"19" 0 0 0 52.7227931800653 52.7227931800653 52.7227931800653 52.7227931800653 24.0296862839996 24.0296862839996 31.5535548156492 0 0 21.0877813667413 0 52.7227931800653 0 0 52.7227931800653 37.4025420131067 42.5065863608795 0 0 0 0 0 0 0
"20" 0 0 0 52.7227931800653 52.7227931800653 52.7227931800653 52.7227931800653 24.0296862839996 24.0296862839996 31.5535548156492 0 0 21.0877813667413 0 52.7227931800653 0 0 52.7227931800653 37.4025420131067 42.5065863608795 0 0 0 0 0 0 0
"21" 0 0 0 39.8906786660389 39.8906786660389 47.802429151149 47.802429151149 13.7253976466027 13.7253976466027 25.1884082476646 0 0 18.0752411714925 0 39.8906786660389 0 0 47.802429151149 34.7763649553863 39.0456804489897 0 0 0 0 0 0 0
"22" 0 0 0 39.8906786660389 39.8906786660389 47.802429151149 47.802429151149 13.7253976466027 13.7253976466027 25.1884082476646 0 0 18.0752411714925 0 39.8906786660389 0 0 47.802429151149 34.7763649553863 39.0456804489897 0 0 0 0 0 0 0
"23" 0 0 0 18.6711759763053 18.6711759763053 44.9741429496597 44.9741429496597 0.123202698907465 0.123202698907465 21.9024454541357 0 0 10.2453188154796 0 18.6711759763053 0 0 48.7468320593677 40.9835036333779 31.9160225529405 0 0 0 0 0 0 0
"24" 0 0 0 7.22880870688227 7.22880870688227 42.2994313380215 42.2994313380215 0 0 18.4869068427421 0 0 2.94407132453391 0 7.22880870688227 0 0 47.3296834842988 43.8462178442439 31.7562430703275 0 0 0 0 0 0 0
"25" 0 0 0 6.61880305620225 6.61880305620225 44.3228237163512 44.3228237163512 0 0.422681307446012 19.9142277350896 0 0 2.52348970674335 0 6.61880305620225 0 0 48.4583512017245 41.7212269066655 29.0424500557845 0 0 0 0 0 0 0
"26" 0 0 0 5.00871121357757 5.00871121357757 48.081263662451 48.081263662451 0.766933112674916 3.43752181934051 21.3840794081364 0 0 0.766933112674916 0 5.00871121357757 0 0 50.074667626215 41.0896359319365 27.4323582131598 0 0 0 0 0 0 0
"27" 0 0 0 9.26980480987766 9.26980480987766 48.9146956390458 48.9146956390458 4.09286144079116 7.89501408992023 23.5982519801166 0 0 4.09286144079116 0 8.7787849042704 0 0 48.8252716473372 40.8406139384417 28.8904959345121 0 0 0 0 0 0 0
