"2016-05-31" "2016-06-27" "2016-08-18" "2016-08-19" "2017-06-14" "2017-07-19" "2017-08-05" "2017-08-08" "2018-07-24" "2018-08-01" "2018-09-15"
"48" 0 19.4034918554479 30.3309416514581 30.3309416514581 16.9469151604064 67.3437902703373 16.9469151604064 5.15813837302875 19.0919344961984 19.0919344961984 45.9029595733026
"49" 0 20.3022717611015 28.1757847211414 28.1757847211414 17.4947555381969 66.8897234597244 17.4947555381969 1.25286712566793 17.7110978354025 17.7110978354025 41.7917285832816
"50" 0 20.4156434456948 25.2397123386004 25.2397123386004 13.5465086141945 65.5971509510965 13.5465086141945 0.180169902023441 13.5465086141945 13.5465086141945 36.1266344911023
"51" 0 22.6540139039341 26.6217015762241 26.6217015762241 12.5103802420201 65.5971509510965 12.5103802420201 0.157648664270511 12.5103802420201 12.5103802420201 34.5404259713045
"52" 0 26.7616287318459 33.5966735975176 33.5966735975176 15.1408887182518 72.2794549681484 14.5844541822684 0 14.5844541822684 11.8326773390601 35.064548719167
"53" 0 26.314626343714 33.2502019247058 33.2502019247058 12.3674618887951 74.5312857377744 12.6153049754394 0 12.6153049754394 8.29934025528074 33.2030348131313
"54" 0 29.8200783247436 33.776600597356 33.776600597356 13.8804618048362 75.1390238637327 14.1637110467154 0 14.1637110467154 9.23117993796268 33.7226953269851
"55" 0 29.4942006839197 30.3609218513982 30.3609218513982 14.0605165087126 69.9033843644961 14.3437657505918 0 14.3437657505918 9.41123464183905 31.484595717571
"56" 0 25.8074255984297 26.5658066199734 26.5658066199734 12.3029519451235 72.4581238167001 12.5507950317678 0 12.5507950317678 8.23483031160917 32.9887184683044
"57" 0 23.793539705001 25.8155354047745 25.8155354047745 12.3029519451235 71.8096988188118 12.5507950317678 0 12.5507950317678 8.23483031160917 37.510260326827
"58" 1.1759747513231 17.6563400383184 22.3056219051919 22.3056219051919 13.3094477034556 71.2731601541619 13.5926969453347 0 13.5926969453347 8.66016583658202 45.4338249625015
"59" 4.39792391581094 8.91522881285167 11.0080973892763 11.0080973892763 6.99927457894277 69.8830636366298 7.77601408083226 0 7.77601408083226 4.90640600251811 47.1242406539883
"60" 5.13091123511277 4.13135047681505 4.47773430873875 4.47773430873875 2.2043502326612 69.5709296019239 2.98108973455069 0 2.98108973455069 1.89645349317347 45.1084364881586
"61" 6.15709348213532 1.06876844724268 1.06876844724268 1.06876844724268 0.157547865891821 69.5919749182421 0.157547865891821 0 0.157547865891821 0.157547865891821 48.4620247179481
"62" 7.69636685266915 1.03683270059403 1.03683270059403 1.03683270059403 0 73.4408521811059 0 0 0 0 57.3162900734744
"63" 19.8123232175146 10.6424492686372 12.9242864786777 12.9242864786777 1.98877772522152 73.4408521811059 0 0 0 0 59.5082617941588
"64" 28.235541945213 19.5466913559769 21.3612458523832 21.3612458523832 6.08078898235625 80.371087134873 0 0 0.921698596006137 0.921698596006137 61.3154907590832
"65" 35.6313804569073 22.3390758354021 29.9308176514184 29.9308176514184 13.3605729667629 79.7945885122122 0 0 3.74920889719598 5.40210671008059 65.4886568705571
"66" 48.3809123335901 52.5431705983833 48.769617047233 48.769617047233 23.1987845316068 108.092026949941 0 0 8.40235492379432 12.7504741809825 65.0888799312336
"67" 38.7047298668721 61.2609022916868 53.1934780075193 53.1934780075193 24.6993629616024 93.2632263954232 0 0 9.57945536888065 14.2510526109781 57.3797370973304
"68" 32.2539415557267 61.0628208804957 52.9863974006222 52.9863974006222 24.6993629616024 76.5438496329496 0 0 9.57945536888065 14.2510526109781 48.6461996748056
"69" 25.3133336461589 44.7560044441439 40.7370388887828 40.7370388887828 22.6091834297182 65.847313274588 0.997240838316147 0 9.37926428608672 13.466911872922 37.4818905944203
"70" 22.1855969116603 38.9303973872117 33.6430251551818 33.6430251551818 24.0575181142931 58.3778833065456 4.43435324811252 0 12.8163766958831 16.9040242827184 32.3844844196047
"71" 20.4609563313838 33.095690764065 29.0967399952507 29.0967399952507 24.3345881850298 44.5308223990951 9.56353319877845 0 16.9086457260421 20.9962933128774 29.0967399952507
"72" 17.0446599401292 33.095690764065 23.4596207956748 23.4596207956748 18.4512356600826 44.5308223990951 10.9297522271754 0 15.688796156804 18.2352390680499 23.4596207956748
"73" 18.5846081494122 20.9108440125001 21.1663516716837 21.1663516716837 15.4372442119063 40.176886290303 13.9366657819107 0 15.113766226997 15.4372442119063 21.1663516716837
"74" 18.5846081494122 14.7920639516004 19.2404231619796 19.2404231619796 13.9366657819107 28.9719683130308 13.9366657819107 0 13.9366657819107 13.9366657819107 19.2404231619796
"75" 21.6820428409809 16.624498431298 21.1088685824524 21.1088685824524 14.2242935450644 22.8140974404591 13.9366657819107 0 13.9366657819107 13.9366657819107 21.1088685824524
"76" 26.0184514091771 21.3584237400147 25.8427938911692 25.8427938911692 16.6272556314282 14.3012763975451 13.9366657819107 0 13.9366657819107 13.9366657819107 25.8427938911692
"77" 30.2773093027437 26.8791003153234 31.8668190519968 31.8668190519968 19.8558984691061 8.58480922987461 12.7969619666922 0 12.7969619666922 12.7969619666922 31.8668190519968
"78" 25.9516608033556 29.5371268342437 36.8286446405345 36.8286446405345 20.5715061646235 5.58041873468404 8.86883349835353 0 8.86883349835353 8.86883349835353 37.2261629113704
"79" 10.6502357342871 28.3129914541435 37.0774553806047 37.0774553806047 19.3473707845233 2.0076099482215 3.04300526340084 0 3.00691355473533 3.00691355473533 39.7758200788669
"80" 0 30.1687847702249 37.1049463373871 37.1049463373871 21.2031641006047 0 0.0360917086655096 0 0 0 42.09534477328
