"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 93.3494586672362 93.6635533571204 99.9188565419254 94.5427901458605 94.3627816306814 94.3133066718478
"15356000" 54.9027373131986 57.6867753284264 60.8074568202347 51.7701240494841 60.44332437155 61.6758013888229
"15485500" 89.2396286676133 101.40643370008 102.057455829847 102.157865216248 94.4870380862695 94.7590196047886
"15515500" 31.8152465642349 98.4597864330289 67.8408443317347 60.83645253016 85.7442893839212 90.2798250857958
"15484000" NA 95.5247118675955 102.47140952681 NA 98.9335079659577 NA
"15493400" NA 101.169167511137 62.2369088307423 NA 85.0940159724601 NA
"15514000" NA 97.4799284034621 81.363904163749 NA 94.6520542669914 NA
"15477740" NA 81.2290205925632 70.0126827562701 NA 54.8283103462232 NA
"15493700" NA 96.2730612747236 102.781881235189 NA 100.5462415549 NA
"15511000" NA NA 80.3878515073056 NA NA NA
"15519100" NA NA 89.3518187618576 NA NA NA
