"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 89.624813888913 89.9752270240848 95.4027719768123 90.9256006061811 90.4821309475568 90.515159554056
"15356000" 57.1759053573548 57.7652975834435 60.7648398419167 53.6157640123134 60.9726210102932 61.8869585094869
"15485500" 85.749084490072 97.5494377433271 98.1451775407427 97.6956541444943 90.8607820277244 90.9671463321621
"15515500" 26.7095640521161 95.4940006329232 65.8216160103296 62.8256624380622 83.0917559614124 87.6002745128321
"15484000" NA 89.0979025919322 91.9622172114443 NA 90.3993719243966 NA
"15493400" NA 92.7999376375196 57.9487656720457 NA 74.4947435542069 NA
"15514000" NA 83.5558146927026 71.638092433993 NA 80.4536689603419 NA
"15477740" NA 82.498021308877 64.4632386005184 NA 61.4045013731697 NA
"15493700" NA 83.8578846700362 89.7482320552206 NA 87.2367925830147 NA
"15511000" NA NA 63.3203165738781 NA NA NA
"15519100" NA NA 150.188492054138 NA NA NA
