"2016-06-17" "2016-07-12" "2016-08-13" "2016-08-29" "2017-06-04" "2017-06-13" "2017-07-06" "2017-09-08" "2018-07-03"
"18" 0 0 33.4813870043677 0 0 20.5006492071279 0 23.8631590209862 27.215921098209
"19" 0 0 41.2783635446954 0 0 29.2745191178317 0 28.2253155810188 29.8909519038909
"20" 0 0 46.0712297503409 0 0 38.5629528497152 0 35.6391154235026 32.3768338970244
"21" 0 0 49.8029057569357 0 0 47.6800865608495 0 43.5889646950778 33.7842403767123
"22" 0 0 54.6620362455895 0 0 53.7694290936781 0 46.0298335273728 34.1976594548568
"23" 0 0 58.3481010569559 0 0 52.4911345290194 0 47.1266847148077 32.562715351054
"24" 0 0 60.6477894994948 0 0 48.8028079063849 0 49.4200941277262 31.8705077386138
"25" 0 0 60.5416189872668 0 0 47.1319922453291 0 51.5120718453984 32.2514948518471
"26" 0 0 57.8818454102281 0 0 44.4722186682904 0 53.4033441133432 31.5780904626617
"27" 0 0 54.3254971705182 0 0 40.9158704285805 0 51.6154997696683 31.3589828654451
"28" 0 0 49.1493503589756 0 0 35.7397236170379 0 49.4270074484063 31.1693833872533
"29" 0 0 43.0227489877969 0 0 0 0 48.8042404178871 31.8687247790486
"30" 0 0 39.8304851541986 0 0 0 0 46.6436352470107 31.9767784628073
"31" 0 0 41.1735816825757 0 0 0 0 41.6217998915133 30.1588754024276
"32" 0 0 43.241572616826 0 0 0 0 39.928326272579 30.4603243482487
"33" 0 0 46.8118676649947 0 0 0 0 37.8658363541621 32.3821899540463
"34" 0 0 50.7044922562636 0 0 0 0 38.2166470370898 34.2740086029839
"35" 0 0 53.0011765740258 0 0 0 0 41.4078165670579 35.3338171851784
"36" 0 0 57.9391402296867 0 0 0 0 44.2445149602668 35.7190508636851
"37" 0 0 62.544548877053 0 0 0 0 44.3138701085808 35.5575078381035
"38" 0 0 66.2161571979439 0 0 0 0 49.1301305071309 35.1919972488253
"39" 0 0 67.0324677983911 0 0 0 0 54.1079891845495 35.3847671013278
"40" 0 0 66.5665188045093 0 116.314961748031 0 0 57.0220425494568 34.3598059254912
"41" 0 0 61.0868647525821 0 116.314961748031 0 0 58.9590326652068 28.6141500498703
"42" 0 0 54.9239029452249 0 0 0 0 55.0753542856332 21.9908205597227
"43" 0 0 49.3893446126228 0 0 0 0 49.6508216096044 17.4279372413703
"44" 0 0 43.2189993661071 0 0 0 0 43.4804763630887 14.8423251191415
"45" 0 0 37.1764380971781 0 0 0 0 37.4379150941598 12.4500144033382
"46" 0 0 32.4009757356974 0 0 0 0 32.662452732679 10.7404567749549
"47" 0 0 30.3626965588451 0 0 0 0 30.5885867502638 10.8871530050824
"48" 0 0 31.0411936297336 0 0 0 0 30.5172938135468 14.2683380710776
"49" 0 0 31.5717316195042 0 0 0 0 31.0478318033174 17.3959047166828
"50" 0 0 31.4633028439877 0 0 0 0 31.4633028439877 17.9721129890932
"51" 0 0 33.2999124256474 0 0 0 0 31.8822270929888 19.3847889110368
"52" 0 0 35.8968752939921 0 0 0 0 33.3897034565032 22.0830638160038
"53" 0 0 38.0598629904163 0 0 0 0 35.5616492616994 24.3734600940182
"54" 0 0 41.0644203437016 0 0 0 0 37.8166228202525 26.5716147934999
"55" 0 0 44.4740566536801 0 40.7834690586913 0 0 39.5195013322008 26.2826067488771
"56" 0 0 45.7454797909622 0 36.793390945717 0 0 40.7909244694828 24.2886511861994
"57" 0 0 45.8017945643347 0 35.2849088881119 0 0 40.8472392428554 22.0164282546079
"58" 0 0 43.5401101892151 0 35.2849088881119 0 0 40.0032402003943 18.3250966337233
"59" 0 0 39.0397625621859 0 35.2849088881119 0 0 36.0214246437146 14.2912682626322
"60" 0 0 35.0443305406777 0 35.2849088881119 0 0 29.7471308528435 12.0014945583042
"61" 0 0 31.8930425612338 0 35.2849088881119 0 0 25.6414845277282 9.09192691446335
"62" 0 0 28.3584506089635 0 32.5356288028221 0 0 23.8136503734881 6.31094431346339
"63" 0 0 27.5666669357608 0 32.2679447729016 0 0 22.6659010395944 7.44661431744062
"64" 0 0 30.2613410553465 0 0 0 0 22.2024009748495 9.34328317115876
"65" 0 0 35.0102972793701 0 0 0 0 22.5159351714108 11.6144330044979
