"2016-06-17" "2016-07-12" "2016-08-29" "2017-06-04" "2017-06-13" "2017-07-06" "2017-09-08" "2018-07-03"
"24" 0 640.334110403893 650.512633007048 0 0 0 0 578.717420751926
"25" 0 637.02421325435 649.747366508293 0 0 0 0 549.807140574052
"26" 0 626.112818183446 654.121056145329 0 0 0 0 521.654109591535
"27" 0 605.407526233746 624.727199294972 0 0 0 0 482.557671307321
"28" 0 597.87987430247 609.683747588822 0 0 0 0 449.493111520026
"29" 0 592.808768620071 603.239232332667 0 0 0 0 424.311629204785
"30" 0 592.111300319973 607.267622951632 0 0 0 0 400.54280850762
"31" 0 591.181322877433 606.124915749265 0 0 0 0 382.781550350141
"32" 0 590.194934996868 602.522812817102 0 0 0 0 371.749713217927
"33" 0 584.838317398808 597.679407358095 0 554.070716190219 0 0 362.706659194383
"34" 0 578.69570496633 591.502685572378 0 547.589806293 0 0 354.794740168379
"35" 0 569.5896365759 584.20603319305 0 545.092556022478 0 0 343.13547939962
"36" 0 561.76601958945 579.461516116549 0 543.058166657088 0 0 330.21874550761
"37" 0 555.860027182342 576.036322225707 0 544.042429379636 0 0 312.692419551819
"38" 0 555.201324336563 575.476051681975 0 550.316213617964 0 0 292.619299924142
"39" 0 556.663711895735 576.972127539643 0 556.630086047925 0 0 271.592047143232
"40" 0 564.391188633101 584.870149941522 0 562.243458133378 0 0 252.615274997779
"41" 0 573.755099407551 596.211973326883 0 569.461566273546 0 0 237.730119731296
"42" 0 582.936833677842 607.371441376752 0 578.340328560583 0 0 230.458792133192
"43" 0 591.769905171186 616.075184663042 0 587.207097484863 0 0 225.099542319851
"44" 0 597.005029115681 620.298009090067 0 593.745033687369 0 0 225.130781796012
"45" 0 594.927234703074 621.916931176916 0 596.157013462922 0 0 230.641337549453
"46" 0 590.947832750755 621.319551417142 0 596.567936671731 0 0 238.441776856728
"47" 0 584.627094901564 614.828308077458 0 597.635808632842 0 0 251.091865772271
"48" 0 578.625730293653 604.770972671313 0 600.635886260786 0 0 268.999095987209
"49" 0 572.321361757171 594.679454344151 0 599.022381030877 0 0 293.524569030194
"50" 0 565.061335853989 584.199144904928 0 0 0 0 322.078311079719
"51" 0 554.63510613026 574.583219627722 0 0 0 0 349.777534731286
"52" 0 541.782944000901 581.917613241885 0 0 0 0 374.211232937035
"53" 0 529.618917324291 593.337607569476 0 0 0 0 399.946293446371
"54" 0 519.312339080467 608.050779449005 0 0 0 0 419.762420489239
"55" 0 509.291710685736 627.818923639315 0 0 0 0 432.889386804628
"56" 0 502.943886191037 623.078098871129 0 0 0 0 442.23620257068
"57" 0 496.693180094813 619.167218467254 0 0 0 0 447.647516160321
"58" 0 497.076470477017 615.859910808613 0 0 0 0 457.75222756843
"59" 0 503.860490625254 597.054750231649 0 0 0 0 468.658948907502
"60" 0 508.595842120528 578.913265084584 0 0 0 0 478.217002613004
"61" 0 509.90578840004 556.912394669364 0 0 0 0 485.628170253917
"62" 0 507.879991246118 528.750450022035 0 0 0 0 490.098654151435
"63" 0 501.918667954789 522.822876313203 0 0 0 0 492.067004491578
"64" 0 497.187729003267 518.066609160834 447.070697965532 0 0 0 495.823688789859
"65" 0 485.882133512755 512.061907628861 453.663642449014 0 0 0 495.882131428586
"66" 0 475.239182867591 509.48796342262 455.261591186432 0 0 0 495.282182629506
"67" 0 466.025744440068 498.903026854744 0 0 0 0 487.126249619951
"68" 0 456.722197087414 488.159535405186 0 0 0 0 478.907816793926
"69" 0 450.907640645369 480.198457416933 0 0 0 0 0
"70" 0 443.711021740157 475.147799733796 0 0 0 0 0
"71" 0 436.135039108463 466.224832186549 0 0 0 0 0
"72" 0 431.649890857198 456.042788314072 0 0 0 0 0
"73" 0 425.285469968404 441.407288572579 0 0 0 0 0
"74" 0 418.524983836696 432.930408867385 0 0 0 0 0
"75" 0 417.265485032841 431.199575650281 0 0 0 0 0
"76" 0 419.446371285487 431.840681782164 0 0 0 0 0
"77" 0 424.32318490025 434.638252892897 0 0 0 0 0
"78" 0 430.014909111513 441.171600725503 0 0 0 0 0
"79" 0 437.63755719099 450.300441001096 0 0 0 0 0
"80" 440.093487446388 444.699091127751 463.016153198838 0 0 0 0 0
"81" 456.875995630921 456.355313291657 481.917569378002 0 0 0 0 442.413738813823
"82" 0 456.467257588371 489.657484209398 0 0 0 0 442.413738813823
"83" 0 457.957251425624 497.056756983973 0 0 0 0 454.595322960044
"84" 0 459.02197687002 496.953438888911 411.305663287718 0 0 0 456.885508937756
"85" 0 456.44986840144 490.385726806926 396.130220533738 0 0 0 449.161202951995
"86" 0 451.569605405965 478.516287320741 380.68432884486 0 0 0 441.288525096432
"87" 0 447.752702284673 472.861177773666 380.68432884486 0 0 0 441.288525096432
"88" 0 442.191280936693 460.410758444019 0 0 0 0 441.007221667084
"89" 0 437.620267945461 450.598832395728 0 0 0 0 432.417326520691
"90" 0 435.311683605459 447.661874063168 0 0 0 0 417.893049334446
"91" 0 435.108243528091 451.453587877875 0 0 0 0 409.797813674181
"92" 0 436.945466197554 460.71190243916 0 0 0 0 0
"93" 0 434.356696602804 465.436725924378 0 0 0 0 0
"94" 0 425.051367324559 460.303790843891 327.260116209506 0 0 0 0
"95" 0 411.875768219714 450.249891732235 0 0 0 404.660287394091 0
"96" 0 397.472473006069 436.828268914775 0 0 0 390.885346243989 0
"97" 0 385.714696144146 425.464117856771 0 0 0 373.972968712942 0
"98" 0 380.673472162371 415.507627993024 0 0 0 361.077686363595 0
"99" 0 381.520809713245 407.94808681577 0 0 0 351.123510067121 0
"100" 0 384.537928377655 407.633645065279 271.235709217927 0 0 0 0
"101" 0 387.259741309003 410.858374578956 271.235709217927 0 0 0 0
"102" 0 390.613723260239 413.232976385757 271.235709217927 0 0 0 0
"103" 0 394.248108942181 411.820829442716 271.235709217927 0 0 0 0
"104" 0 392.993086072714 408.0599805634 290.040116548529 0 0 0 361.591403460559
"105" 0 392.976985261023 406.79062591082 301.331831040425 0 0 0 365.336239582162
"106" 0 399.230877501707 408.021634647467 316.379891951675 0 0 0 371.606146543682
"107" 0 409.290609620559 413.049494719235 316.379891951675 0 0 0 378.522960692896
"108" 0 419.656412034777 424.994661122831 316.379891951675 0 0 0 387.954067503915
"109" 0 431.268224356613 443.196854587947 316.379891951675 0 0 0 397.683490116037
"110" 0 442.559440600838 462.025572618798 323.915260024218 0 0 0 412.743944872028
"111" 0 452.943262927813 478.370215095539 0 0 0 0 421.476518705681
"112" 0 461.816035610767 492.269497183249 0 0 0 0 430.809158265421
"113" 0 472.345385171112 505.094128644421 0 0 0 503.918186210942 441.321076640382
"114" 0 485.841866374663 515.758503225778 0 0 0 518.657445237206 462.651873462817
"115" 0 500.360979373255 525.051615982289 0 0 0 531.359574986842 483.058237485915
"116" 0 517.766096767582 535.77306459291 0 0 0 536.313259162307 514.989724364587
"117" 0 535.322409496651 552.491951223834 0 0 0 542.298088631894 532.50930448849
"118" 0 557.484311649202 576.274621692685 0 0 0 549.208214327799 532.50930448849
"119" 0 585.90711547109 608.42255399846 0 0 0 555.979539584098 532.50930448849
"120" 0 619.360759889045 648.683763339483 619.627876425366 0 0 659.378194567595 546.788777579554
"121" 0 656.638800186786 694.769426544176 638.808612389108 0 0 777.93015854775 566.408318746363
"122" 0 694.550765834077 744.453220733188 681.84406592775 0 0 777.93015854775 708.385613445995
