"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 0.263160332817201 0.288705757606719 0.20324940691338 0.292804838077811 0.33470006469933 0.332322070551977
"15356000" 0.0573148743158974 0.18725256595162 0.0601532999827544 0.22144589854818 0.132654730485405 0.163132364109341
"15485500" 0.80687464349511 0.804001610140699 0.34828237808779 0.749747479984778 0.386133172360098 0.409725353841151
"15515500" 0.131941425054226 0.370898202978767 0.295671713845876 0.208912951886154 0.139442733031195 0.0245104324801368
"15484000" NA 0.115395514138005 0.458669766643596 NA 0.16314178659104 NA
"15493400" NA 0.577383702513846 -2.42793307532001 NA -0.882565066679295 NA
"15514000" NA -0.207703483876097 -2.28983643700912 NA -0.528943662105325 NA
"15477740" NA -4.17242783760534 -1.98757794481634 NA -3.84542603705882 NA
"15493700" NA 0.223489665590038 -0.119451331476657 NA -0.150097033719356 NA
"15511000" NA NA -0.180044517840596 NA NA NA
"15519100" NA NA -0.0685482981474166 NA NA NA
