"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" -2.63118607132325 -1.01175735573816 6.2747919980039 -1.75043714128538 0.716195637519929 -0.0823775567657385
"15356000" 12.6769670111612 7.38035958906902 11.0364246482619 8.96743537948203 9.61478708670409 9.52067253505355
"15485500" 16.2319642340859 2.00678990455265 -2.53425953606691 10.4079993853144 2.64494011345065 3.45829642065093
"15515500" 15.192547357042 8.65202106567358 5.59043373339857 10.6381926412469 9.36573746885663 9.72938612061036
"15484000" NA 13.115940978132 8.2928693256377 NA 21.2524277363799 NA
"15493400" NA -12.9906883080889 61.2461123723823 NA 26.4861665045352 NA
"15514000" NA 12.5401682920432 46.9591527321943 NA 20.4660851760955 NA
"15477740" NA 36.2784314470447 42.6935292955231 NA 54.2024515218512 NA
"15493700" NA 28.2649015667167 9.21808820965571 NA 16.0864503160881 NA
"15511000" NA NA 40.2287271226452 NA NA NA
"15519100" NA NA 120.564888407236 NA NA NA
