"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 56.8270665054291 43.7285371398976 51.8587839397717 45.1826744695424 49.8423303675085 47.3250111589483
"15356000" 27.2075263667202 28.9744041498564 23.3481977941147 19.3834474439261 28.6160758486566 26.724968704005
"15485500" 52.6560928406318 77.0588982159451 81.113532907404 60.0832237000797 76.3791228760524 77.6999167982678
"15515500" 31.696818869138 72.2426239890092 49.0873763258009 71.6550591650237 65.1230716635687 65.0417045748184
"15484000" NA 56.1133608488474 64.425284353357 NA 64.4291589722848 NA
"15493400" NA 38.8448907050587 84.2231871238725 NA 56.4694195310232 NA
"15514000" NA 51.4992633727328 99.5946074793315 NA 79.0201231483342 NA
"15477740" NA NA 53.4857917911428 NA NA NA
"15493700" NA NA 51.6140869086581 NA NA NA
"15511000" NA NA 143.592710754868 NA NA NA
"15519100" NA NA 141.198227918989 NA NA NA
