"Landsat" "Sentinel-2" "Planet" "LS-ST" "ST-PL" "LS-ST-PL"
"15453500" 72.6423510784603 54.2136165245483 64.2337198467659 55.3057042838779 60.4741225864921 57.2792273959859
"15356000" 29.553628503383 33.3154318779837 25.6595053320701 21.6549392420762 32.0154215931491 29.6578082426564
"15485500" 45.346530821774 71.4693303302936 76.477324364125 54.7154062731354 70.6469679183145 71.8106890506178
"15515500" 25.1349251774463 67.8785492137063 43.3918885433008 66.5992418099531 60.1868903355114 60.1698111572235
"15484000" NA 45.2881597358933 46.9174059151281 NA 49.1090407255113 NA
"15493400" NA 39.0653372061478 108.266320044486 NA 72.7550505356041 NA
"15514000" NA 63.929660478656 147.696345443214 NA 119.402195058121 NA
"15477740" NA NA 55.1700995324994 NA NA NA
"15493700" NA NA 55.3622976951299 NA NA NA
"15511000" NA NA 207.079842094913 NA NA NA
"15519100" NA NA 622.585842770284 NA NA NA
